Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0030424~axon	7	53.84615384615385	1.1550788432315153E-7	ENSG00000091129, ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000196712, ENSG00000198910, ENSG00000118257	13	418	18224	23.475892528524106	2.206176382424374E-5	2.206176382424374E-5	1.436850023073255E-4
GOTERM_CC_ALL	GO:0042995~cell projection	10	76.92307692307693	1.8249154255612236E-7	ENSG00000145715, ENSG00000105810, ENSG00000091129, ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000196712, ENSG00000198910, ENSG00000118257, ENSG00000100345	13	1846	18224	7.5939661638469875	3.4855280346968165E-5	1.742779203750544E-5	2.2700863936409021E-4
GOTERM_CC_ALL	GO:0043005~neuron projection	7	53.84615384615385	1.5315454117790563E-5	ENSG00000091129, ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000196712, ENSG00000198910, ENSG00000118257	13	966	18224	10.158305462653288	0.00292099969211157	9.746161320537405E-4	0.01904986628219474
GOTERM_CC_ALL	GO:0097458~neuron part	7	53.84615384615385	9.524796855929817E-5	ENSG00000091129, ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000196712, ENSG00000198910, ENSG00000118257	13	1333	18224	7.361532690865023	0.018028730753966715	0.004537979225929245	0.11841841204069947
GOTERM_CC_ALL	GO:0030426~growth cone	4	30.76923076923077	9.678364822610048E-5	ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000198910	13	142	18224	39.48862405200434	0.018316742889008197	0.0036904876344597826	0.12032661117294952
GOTERM_CC_ALL	GO:0030427~site of polarized growth	4	30.76923076923077	1.0725016371583225E-4	ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000198910	13	147	18224	38.145473574045006	0.020277469790482283	0.0034084911681300234	0.1333311622240041
GOTERM_CC_ALL	GO:0005829~cytosol	9	69.23076923076923	3.502667637385141E-4	ENSG00000145715, ENSG00000105810, ENSG00000176749, ENSG00000099250, ENSG00000140464, ENSG00000092964, ENSG00000196712, ENSG00000100345, ENSG00000072832	13	3399	18224	3.7118609545794015	0.06472312562300853	0.009513411462581334	0.43483965200669106
GOTERM_CC_ALL	GO:0045202~synapse	5	38.46153846153847	0.0011081181577541005	ENSG00000091129, ENSG00000176749, ENSG00000092964, ENSG00000196712, ENSG00000100345	13	755	18224	9.283749363219561	0.1908475375368266	0.02612370463624225	1.3697315328375148
GOTERM_CC_ALL	GO:0009986~cell surface	5	38.46153846153847	0.0011639325608525592	ENSG00000091129, ENSG00000099250, ENSG00000112715, ENSG00000198910, ENSG00000100345	13	765	18224	9.162393162393162	0.19943743898596789	0.024412691759466476	1.438264465879191
GOTERM_CC_ALL	GO:0044463~cell projection part	5	38.46153846153847	0.0026134591723547492	ENSG00000091129, ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000198910	13	952	18224	7.362637362637363	0.3933626553549634	0.04875384529552562	3.2028340521554344
GOTERM_CC_ALL	GO:0001726~ruffle	3	23.076923076923077	0.00471404885287391	ENSG00000145715, ENSG00000105810, ENSG00000100345	13	159	18224	26.449927431059507	0.5944504627822885	0.07877094223039638	5.708456864325306
GOTERM_CC_ALL	GO:0043228~non-membrane-bounded organelle	8	61.53846153846154	0.006996424848099129	ENSG00000105810, ENSG00000176749, ENSG00000099250, ENSG00000140464, ENSG00000092964, ENSG00000196712, ENSG00000100345, ENSG00000072832	13	4026	18224	2.785585998700753	0.7384196525143156	0.10573323089622	8.3632086204672
GOTERM_CC_ALL	GO:0043232~intracellular non-membrane-bounded organelle	8	61.53846153846154	0.006996424848099129	ENSG00000105810, ENSG00000176749, ENSG00000099250, ENSG00000140464, ENSG00000092964, ENSG00000196712, ENSG00000100345, ENSG00000072832	13	4026	18224	2.785585998700753	0.7384196525143156	0.10573323089622	8.3632086204672
GOTERM_CC_ALL	GO:0002116~semaphorin receptor complex	2	15.384615384615385	0.007221370589890467	ENSG00000099250, ENSG00000118257	13	11	18224	254.8811188811189	0.7494974155666742	0.10101015606835406	8.621098502501445
GOTERM_CC_ALL	GO:0036477~somatodendritic compartment	4	30.76923076923077	0.008212621016434314	ENSG00000176749, ENSG00000099250, ENSG00000092964, ENSG00000196712	13	662	18224	8.470369509644435	0.7930105185266795	0.10640822516502635	9.749590073605441
GOTERM_CC_ALL	GO:0033267~axon part	3	23.076923076923077	0.008687390062289378	ENSG00000091129, ENSG00000092964, ENSG00000198910	13	218	18224	19.291460832745237	0.811100655521632	0.10515318487909298	10.285540155308437
GOTERM_CC_ALL	GO:0031235~intrinsic component of the cytoplasmic side of the plasma membrane	2	15.384615384615385	0.009835449338476417	ENSG00000145715, ENSG00000196712	13	15	18224	186.91282051282053	0.8486060869627672	0.11129673465988665	11.569470544141414
GOTERM_CC_ALL	GO:0044430~cytoskeletal part	5	38.46153846153847	0.01470371084012667	ENSG00000105810, ENSG00000099250, ENSG00000092964, ENSG00000100345, ENSG00000072832	13	1547	18224	4.530853761622993	0.9409434864084997	0.15331544886528414	16.828350233043466
GOTERM_CC_ALL	GO:0043235~receptor complex	3	23.076923076923077	0.018920869246546065	ENSG00000099250, ENSG00000118257, ENSG00000100345	13	328	18224	12.821763602251407	0.9739701787926812	0.18347286591265077	21.149754860198446
