"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0004497"	"monooxygenase activity"	"59.328"	"-59.328"
"GO:0005506"	"iron ion binding"	"57.571"	"-57.571"
"GO:0020037"	"heme binding"	"56.727"	"-56.727"
"GO:0008395"	"steroid hydroxylase activity"	"53.61"	"-53.61"
"GO:0016712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	"49.728"	"-49.728"
"GO:0070330"	"aromatase activity"	"49.101"	"-49.101"
"GO:0019825"	"oxygen binding"	"31.573"	"-31.573"
"GO:0004364"	"glutathione transferase activity"	"22.686"	"-22.686"
"GO:0016491"	"oxidoreductase activity"	"22.139"	"-22.139"
"GO:0051082"	"unfolded protein binding"	"15.31"	"-15.31"
"GO:0042623"	"ATPase activity, coupled"	"13.256"	"-13.256"
"GO:0031072"	"heat shock protein binding"	"12.939"	"-12.939"
"GO:0030170"	"pyridoxal phosphate binding"	"12.275"	"-12.275"
"GO:0005524"	"ATP binding"	"12.249"	"-12.249"
"GO:0004602"	"glutathione peroxidase activity"	"12.137"	"-12.137"
"GO:0044183"	"protein binding involved in protein folding"	"11.738"	"-11.738"
"GO:0001972"	"retinoic acid binding"	"11.37"	"-11.37"
"GO:0051787"	"misfolded protein binding"	"11.168"	"-11.168"
"GO:0009055"	"electron carrier activity"	"11.06"	"-11.06"
"GO:0005525"	"GTP binding"	"9.589"	"-9.589"
"GO:0016887"	"ATPase activity"	"9.145"	"-9.145"
"GO:0050660"	"flavin adenine dinucleotide binding"	"8.781"	"-8.781"
"GO:0051287"	"NAD binding"	"8.696"	"-8.696"
"GO:0005504"	"fatty acid binding"	"8.595"	"-8.595"
"GO:0051087"	"chaperone binding"	"8.484"	"-8.484"
"GO:0008194"	"UDP-glycosyltransferase activity"	"7.922"	"-7.922"
"GO:0005200"	"structural constituent of cytoskeleton"	"7.855"	"-7.855"
"GO:0000049"	"tRNA binding"	"7.808"	"-7.808"
"GO:0050661"	"NADP binding"	"7.523"	"-7.523"
"GO:0019899"	"enzyme binding"	"7.25"	"-7.25"
"GO:0042803"	"protein homodimerization activity"	"7.158"	"-7.158"
"GO:0005496"	"steroid binding"	"7.05"	"-7.05"
"GO:0003924"	"GTPase activity"	"6.826"	"-6.826"
"GO:0097718"	"disordered domain specific binding"	"6.735"	"-6.735"
"GO:0031625"	"ubiquitin protein ligase binding"	"6.585"	"-6.585"
"GO:0015020"	"glucuronosyltransferase activity"	"6.42"	"-6.42"
"GO:0000287"	"magnesium ion binding"	"6.174"	"-6.174"
"GO:0004252"	"serine-type endopeptidase activity"	"5.829"	"-5.829"
"GO:0005102"	"receptor binding"	"5.79"	"-5.79"
"GO:0004879"	"RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding"	"5.348"	"-5.348"
"GO:0016787"	"hydrolase activity"	"5.331"	"-5.331"
"GO:0050840"	"extracellular matrix binding"	"5.282"	"-5.282"
"GO:0005198"	"structural molecule activity"	"4.972"	"-4.972"
"GO:0003707"	"steroid hormone receptor activity"	"4.942"	"-4.942"
"GO:0043022"	"ribosome binding"	"4.909"	"-4.909"
"GO:0042277"	"peptide binding"	"4.825"	"-4.825"
"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"4.807"	"-4.807"
"GO:0042802"	"identical protein binding"	"4.733"	"-4.733"
"GO:0005178"	"integrin binding"	"4.656"	"-4.656"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"4.651"	"-4.651"
"GO:0046983"	"protein dimerization activity"	"4.513"	"-4.513"
"GO:0019900"	"kinase binding"	"4.397"	"-4.397"
"GO:0004867"	"serine-type endopeptidase inhibitor activity"	"4.114"	"-4.114"
"GO:0003743"	"translation initiation factor activity"	"4.113"	"-4.113"
"GO:0030234"	"enzyme regulator activity"	"4.046"	"-4.046"
"GO:0004866"	"endopeptidase inhibitor activity"	"3.989"	"-3.989"
"GO:0004175"	"endopeptidase activity"	"3.987"	"-3.987"
"GO:0001671"	"ATPase activator activity"	"3.853"	"-3.853"
"GO:0001530"	"lipopolysaccharide binding"	"3.805"	"-3.805"
"GO:0003705"	"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding"	"3.777"	"-3.777"
"GO:0019003"	"GDP binding"	"3.762"	"-3.762"
"GO:0001618"	"virus receptor activity"	"3.735"	"-3.735"
"GO:0071949"	"FAD binding"	"3.731"	"-3.731"
"GO:0004177"	"aminopeptidase activity"	"3.598"	"-3.598"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"3.592"	"-3.592"
"GO:0045296"	"cadherin binding"	"3.591"	"-3.591"
"GO:0043531"	"ADP binding"	"3.569"	"-3.569"
"GO:0031210"	"phosphatidylcholine binding"	"3.509"	"-3.509"
"GO:0005164"	"tumor necrosis factor receptor binding"	"3.489"	"-3.489"
"GO:0015171"	"amino acid transmembrane transporter activity"	"3.465"	"-3.465"
"GO:0008236"	"serine-type peptidase activity"	"3.376"	"-3.376"
"GO:0008233"	"peptidase activity"	"3.35"	"-3.35"
"GO:0050750"	"low-density lipoprotein particle receptor binding"	"3.18"	"-3.18"
"GO:0008565"	"protein transporter activity"	"3.161"	"-3.161"
"GO:0001968"	"fibronectin binding"	"3.121"	"-3.121"
"GO:0015485"	"cholesterol binding"	"3.113"	"-3.113"
"GO:0003725"	"double-stranded RNA binding"	"3.035"	"-3.035"
