"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005886"	"plasma membrane"	"-19.997"	"19.997"
"GO:0005887"	"integral component of plasma membrane"	"-19.691"	"19.691"
"GO:0005654"	"nucleoplasm"	"-19.054"	"19.054"
"GO:0071013"	"catalytic step 2 spliceosome"	"-15.766"	"15.766"
"GO:0005634"	"nucleus"	"-13.927"	"13.927"
"GO:0005730"	"nucleolus"	"-13.422"	"13.422"
"GO:0005813"	"centrosome"	"-13.34"	"13.34"
"GO:0016607"	"nuclear speck"	"-13.058"	"13.058"
"GO:0005681"	"spliceosomal complex"	"-12.461"	"12.461"
"GO:0022625"	"cytosolic large ribosomal subunit"	"-11.459"	"11.459"
"GO:0000777"	"condensed chromosome kinetochore"	"-11.311"	"11.311"
"GO:0000776"	"kinetochore"	"-10.827"	"10.827"
"GO:0005622"	"intracellular"	"-10.658"	"10.658"
"GO:0022627"	"cytosolic small ribosomal subunit"	"-10.488"	"10.488"
"GO:0005667"	"transcription factor complex"	"-10.34"	"10.34"
"GO:0071007"	"U2-type catalytic step 2 spliceosome"	"-10.048"	"10.048"
"GO:0042788"	"polysomal ribosome"	"-9.692"	"9.692"
"GO:0005694"	"chromosome"	"-9.674"	"9.674"
"GO:0016604"	"nuclear body"	"-9.341"	"9.341"
"GO:0005834"	"heterotrimeric G-protein complex"	"-9.261"	"9.261"
"GO:0000785"	"chromatin"	"-9.118"	"9.118"
"GO:0016363"	"nuclear matrix"	"-8.902"	"8.902"
"GO:0009897"	"external side of plasma membrane"	"-8.826"	"8.826"
"GO:0005911"	"cell-cell junction"	"-8.329"	"8.329"
"GO:0042734"	"presynaptic membrane"	"-8.217"	"8.217"
"GO:0014069"	"postsynaptic density"	"-8.169"	"8.169"
"GO:0005689"	"U12-type spliceosomal complex"	"-8.025"	"8.025"
"GO:0005796"	"Golgi lumen"	"-8.024"	"8.024"
"GO:0035145"	"exon-exon junction complex"	"-8"	"8"
"GO:0000922"	"spindle pole"	"-7.895"	"7.895"
"GO:0062023"	NA	"-7.628"	"7.628"
"GO:0005635"	"nuclear envelope"	"-7.499"	"7.499"
"GO:0009986"	"cell surface"	"-7.434"	"7.434"
"GO:0036064"	"ciliary basal body"	"-7.363"	"7.363"
"GO:0000784"	"nuclear chromosome, telomeric region"	"-7.288"	"7.288"
"GO:0000775"	"chromosome, centromeric region"	"-7.189"	"7.189"
"GO:0030496"	"midbody"	"-7.134"	"7.134"
"GO:0005876"	"spindle microtubule"	"-6.947"	"6.947"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"-6.944"	"6.944"
"GO:0099056"	"integral component of presynaptic membrane"	"-6.852"	"6.852"
"GO:0097542"	"ciliary tip"	"-6.838"	"6.838"
"GO:0005938"	"cell cortex"	"-6.789"	"6.789"
"GO:0099055"	"integral component of postsynaptic membrane"	"-6.767"	"6.767"
"GO:0043235"	"receptor complex"	"-6.678"	"6.678"
"GO:0016323"	"basolateral plasma membrane"	"-6.668"	"6.668"
"GO:0032993"	"protein-DNA complex"	"-6.611"	"6.611"
"GO:0005788"	"endoplasmic reticulum lumen"	"-6.521"	"6.521"
"GO:0000123"	"histone acetyltransferase complex"	"-6.503"	"6.503"
"GO:0005871"	"kinesin complex"	"-6.457"	"6.457"
"GO:0035097"	"histone methyltransferase complex"	"-6.412"	"6.412"
"GO:0045095"	"keratin filament"	"-6.384"	"6.384"
"GO:0015030"	"Cajal body"	"-6.364"	"6.364"
