"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0005886"	"plasma membrane"	"32.46"	"-32.46"
"GO:0005737"	"cytoplasm"	"15.748"	"-15.748"
"GO:0043235"	"receptor complex"	"15.521"	"-15.521"
"GO:0005856"	"cytoskeleton"	"15.166"	"-15.166"
"GO:0030027"	"lamellipodium"	"14.951"	"-14.951"
"GO:0045121"	"membrane raft"	"14.798"	"-14.798"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"12.542"	"-12.542"
"GO:0009986"	"cell surface"	"12.525"	"-12.525"
"GO:0005938"	"cell cortex"	"12.508"	"-12.508"
"GO:0009897"	"external side of plasma membrane"	"12.365"	"-12.365"
"GO:0005829"	"cytosol"	"12.364"	"-12.364"
"GO:0030665"	"clathrin-coated vesicle membrane"	"12.316"	"-12.316"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"12.244"	"-12.244"
"GO:0015629"	"actin cytoskeleton"	"12.041"	"-12.041"
"GO:0010008"	"endosome membrane"	"11.931"	"-11.931"
"GO:0005925"	"focal adhesion"	"11.827"	"-11.827"
"GO:0043005"	"neuron projection"	"11.406"	"-11.406"
"GO:0032587"	"ruffle membrane"	"11.135"	"-11.135"
"GO:0030426"	"growth cone"	"11.087"	"-11.087"
"GO:0001726"	"ruffle"	"11.065"	"-11.065"
"GO:0005911"	"cell-cell junction"	"10.812"	"-10.812"
"GO:0048471"	"perinuclear region of cytoplasm"	"10.598"	"-10.598"
"GO:0030424"	"axon"	"10.355"	"-10.355"
"GO:0005764"	"lysosome"	"10.354"	"-10.354"
"GO:0070062"	"extracellular exosome"	"10.272"	"-10.272"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"10.211"	"-10.211"
"GO:0014069"	"postsynaptic density"	"10.099"	"-10.099"
"GO:0042571"	"immunoglobulin complex, circulating"	"10.081"	"-10.081"
"GO:0045334"	"clathrin-coated endocytic vesicle"	"10.049"	"-10.049"
"GO:0098978"	"glutamatergic synapse"	"9.957"	"-9.957"
"GO:0005741"	"mitochondrial outer membrane"	"9.464"	"-9.464"
"GO:0016324"	"apical plasma membrane"	"9.423"	"-9.423"
"GO:0030054"	"cell junction"	"9.267"	"-9.267"
"GO:0043197"	"dendritic spine"	"9.192"	"-9.192"
"GO:0043025"	"neuronal cell body"	"9.117"	"-9.117"
"GO:0005765"	"lysosomal membrane"	"8.972"	"-8.972"
"GO:0030666"	"endocytic vesicle membrane"	"8.968"	"-8.968"
"GO:0005905"	"clathrin-coated pit"	"8.954"	"-8.954"
"GO:0031410"	"cytoplasmic vesicle"	"8.939"	"-8.939"
"GO:0005769"	"early endosome"	"8.774"	"-8.774"
"GO:0005884"	"actin filament"	"8.747"	"-8.747"
"GO:0005622"	"intracellular"	"8.634"	"-8.634"
"GO:0005615"	"extracellular space"	"8.52"	"-8.52"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"8.378"	"-8.378"
"GO:0005768"	"endosome"	"8.298"	"-8.298"
"GO:0042629"	"mast cell granule"	"8.222"	"-8.222"
"GO:0009925"	"basal plasma membrane"	"8.2"	"-8.2"
"GO:0031901"	"early endosome membrane"	"8.195"	"-8.195"
"GO:0030136"	"clathrin-coated vesicle"	"8.192"	"-8.192"
"GO:0005576"	"extracellular region"	"8.044"	"-8.044"
"GO:0005901"	"caveola"	"8.015"	"-8.015"
"GO:0045211"	"postsynaptic membrane"	"7.673"	"-7.673"
"GO:0030658"	"transport vesicle membrane"	"7.445"	"-7.445"
"GO:0071944"	"cell periphery"	"7.419"	"-7.419"
"GO:0042995"	"cell projection"	"7.325"	"-7.325"
"GO:0043209"	"myelin sheath"	"7.141"	"-7.141"
"GO:0030672"	"synaptic vesicle membrane"	"7.056"	"-7.056"
"GO:0031941"	"filamentous actin"	"6.87"	"-6.87"
"GO:0071556"	"integral component of lumenal side of endoplasmic reticulum membrane"	"6.813"	"-6.813"
"GO:0098685"	NA	"6.797"	"-6.797"
"GO:0031982"	"vesicle"	"6.612"	"-6.612"
"GO:0005794"	"Golgi apparatus"	"6.6"	"-6.6"
"GO:0016323"	"basolateral plasma membrane"	"6.441"	"-6.441"
"GO:0097060"	"synaptic membrane"	"6.395"	"-6.395"
"GO:0001725"	"stress fiber"	"6.14"	"-6.14"
"GO:0044295"	"axonal growth cone"	"5.997"	"-5.997"
"GO:0001772"	"immunological synapse"	"5.92"	"-5.92"
"GO:0045202"	"synapse"	"5.796"	"-5.796"
"GO:0005903"	"brush border"	"5.778"	"-5.778"
"GO:0005882"	"intermediate filament"	"5.73"	"-5.73"
"GO:0002102"	"podosome"	"5.693"	"-5.693"
"GO:0032991"	"macromolecular complex"	"5.684"	"-5.684"
"GO:0031226"	"intrinsic component of plasma membrane"	"5.573"	"-5.573"
"GO:0060076"	"excitatory synapse"	"5.52"	"-5.52"
"GO:0030659"	"cytoplasmic vesicle membrane"	"5.448"	"-5.448"
"GO:0012506"	"vesicle membrane"	"5.447"	"-5.447"
"GO:0005913"	"cell-cell adherens junction"	"5.424"	"-5.424"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"5.341"	"-5.341"
"GO:0032588"	"trans-Golgi network membrane"	"5.06"	"-5.06"
"GO:0030667"	"secretory granule membrane"	"4.954"	"-4.954"
"GO:0032809"	"neuronal cell body membrane"	"4.859"	"-4.859"
"GO:0098686"	NA	"4.812"	"-4.812"
"GO:0030315"	"T-tubule"	"4.773"	"-4.773"
"GO:0032839"	"dendrite cytoplasm"	"4.766"	"-4.766"
"GO:0005912"	"adherens junction"	"4.694"	"-4.694"
"GO:0005902"	"microvillus"	"4.668"	"-4.668"
"GO:0070382"	"exocytic vesicle"	"4.569"	"-4.569"
"GO:0005811"	"lipid particle"	"4.514"	"-4.514"
"GO:0042470"	"melanosome"	"4.421"	"-4.421"
"GO:0043195"	"terminal bouton"	"4.405"	"-4.405"
"GO:0005923"	"bicellular tight junction"	"4.374"	"-4.374"
"GO:0031012"	"extracellular matrix"	"4.373"	"-4.373"
"GO:0005815"	"microtubule organizing center"	"4.366"	"-4.366"
"GO:0045335"	"phagocytic vesicle"	"4.321"	"-4.321"
"GO:0030175"	"filopodium"	"4.284"	"-4.284"
"GO:0016328"	"lateral plasma membrane"	"4.271"	"-4.271"
"GO:0035578"	"azurophil granule lumen"	"4.263"	"-4.263"
"GO:0098794"	"postsynapse"	"4.182"	"-4.182"
"GO:0043231"	"intracellular membrane-bounded organelle"	"4.148"	"-4.148"
"GO:0005739"	"mitochondrion"	"4.131"	"-4.131"
"GO:0005770"	"late endosome"	"4.081"	"-4.081"
"GO:0030425"	"dendrite"	"4.074"	"-4.074"
"GO:0031225"	"anchored component of membrane"	"4.073"	"-4.073"
"GO:0016020"	"membrane"	"4.045"	"-4.045"
"GO:0044297"	"cell body"	"3.877"	"-3.877"
"GO:0005887"	"integral component of plasma membrane"	"3.789"	"-3.789"
"GO:0043202"	"lysosomal lumen"	"3.717"	"-3.717"
"GO:1904813"	"ficolin-1-rich granule lumen"	"3.631"	"-3.631"
"GO:0031258"	"lamellipodium membrane"	"3.612"	"-3.612"
"GO:0030139"	"endocytic vesicle"	"3.611"	"-3.611"
"GO:0034774"	"secretory granule lumen"	"3.51"	"-3.51"
"GO:0001891"	"phagocytic cup"	"3.413"	"-3.413"
"GO:0008180"	"COP9 signalosome"	"3.33"	"-3.33"
"GO:0019898"	"extrinsic component of membrane"	"3.207"	"-3.207"
"GO:0001533"	"cornified envelope"	"3.157"	"-3.157"
"GO:0000159"	"protein phosphatase type 2A complex"	"3.142"	"-3.142"
