geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa05200	Pathways in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05200+10023+1499+182+1856+23462+23493+2770+28514+3066+3714+4609+4851+4855+51176+5467+5727+6502+6932+7157+7471+7475+81029+8312+8313+8321+8325+8454+894	487	28	3.6074074074074076	7.7618069815195065	0	0	10023;1499;182;1856;23462;23493;2770;28514;3066;3714;4609;4851;4855;51176;5467;5727;6502;6932;7157;7471;7475;81029;8312;8313;8321;8325;8454;894	ENSG00000103126;ENSG00000168646;ENSG00000118971;ENSG00000168036;ENSG00000055130;ENSG00000198719;ENSG00000275555;ENSG00000004975;ENSG00000165879;ENSG00000157240;ENSG00000177283;ENSG00000127955;ENSG00000196591;ENSG00000164683;ENSG00000135547;ENSG00000101384;ENSG00000184916;ENSG00000138795;ENSG00000136997;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196;ENSG00000112033;ENSG00000185920;ENSG00000145604;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+10014+1499+182+1856+23462+23493+3066+3516+4851+4855+6932+7157+7471+7475+79885+81029+8312+8313+8321+8325+894+9794	302	22	2.237037037037037	9.834437086092716	0	0	10014;1499;182;1856;23462;23493;3066;3516;4851;4855;6932;7157;7471;7475;79885;81029;8312;8313;8321;8325;894;9794	ENSG00000103126;ENSG00000168646;ENSG00000118971;ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000163517;ENSG00000196591;ENSG00000108840;ENSG00000164683;ENSG00000135547;ENSG00000101384;ENSG00000161021;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196;ENSG00000168214;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05224	Breast cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05224+10023+1499+182+1856+23462+23493+28514+3714+4609+4851+4855+51176+6932+7157+7471+7475+81029+8312+8313+8321+8325	137	21	1.0148148148148148	20.693430656934307	0	0	10023;1499;182;1856;23462;23493;28514;3714;4609;4851;4855;51176;6932;7157;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000198719;ENSG00000275555;ENSG00000004975;ENSG00000165879;ENSG00000157240;ENSG00000177283;ENSG00000164683;ENSG00000135547;ENSG00000101384;ENSG00000184916;ENSG00000138795;ENSG00000136997;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa04310	Wnt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04310+10023+1454+1499+1856+22943+4609+51176+5467+6932+7157+7471+7475+81029+8312+8313+8321+8325+8454+85407+894	125	20	0.9259259259259259	21.6	0	0	10023;1454;1499;1856;22943;4609;51176;5467;6932;7157;7471;7475;81029;8312;8313;8321;8325;8454;85407;894	ENSG00000103126;ENSG00000168646;ENSG00000118971;ENSG00000213923;ENSG00000168036;ENSG00000055130;ENSG00000107984;ENSG00000004975;ENSG00000165879;ENSG00000157240;ENSG00000177283;ENSG00000138795;ENSG00000136997;ENSG00000140807;ENSG00000112033;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05217	Basal cell carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05217+1499+1856+51176+5727+6932+7157+7471+7475+81029+8312+8313+8321+8325	55	13	0.40740740740740744	31.909090909090907	0	0	1499;1856;51176;5727;6932;7157;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000138795;ENSG00000185920;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa04330	Notch signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04330+182+1856+23385+2648+28514+3066+3516+3714+4851+4855+5664+6868+8650+9612+9794	44	15	0.32592592592592595	46.022727272727266	0	0	182;1856;23385;2648;28514;3066;3516;3714;4851;4855;5664;6868;8650;9612;9794	ENSG00000151694;ENSG00000198719;ENSG00000275555;ENSG00000004975;ENSG00000196591;ENSG00000101384;ENSG00000184916;ENSG00000108773;ENSG00000161021;ENSG00000196498;ENSG00000162736;ENSG00000148400;ENSG00000204301;ENSG00000206312;ENSG00000223355;ENSG00000232339;ENSG00000234876;ENSG00000235396;ENSG00000238196;ENSG00000133961;ENSG00000143801;ENSG00000168214
hsa04390	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04390+1454+1499+1856+4609+51176+6932+7471+7475+81029+8312+8313+8321+8325+85407+894	136	15	1.0074074074074075	14.88970588235294	1.2212453270876722e-14	5.199015821030375e-13	1454;1499;1856;4609;51176;6932;7471;7475;81029;8312;8313;8321;8325;85407;894	ENSG00000103126;ENSG00000168646;ENSG00000118971;ENSG00000213923;ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000138795;ENSG00000136997;ENSG00000140807;ENSG00000081059;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05226	Gastric cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05226+10023+1499+1856+4609+51176+6932+7157+7471+7475+81029+8312+8313+8321+8325	138	14	1.0222222222222224	13.695652173913041	3.6637359812630166e-13	1.3647416530204737e-11	10023;1499;1856;4609;51176;6932;7157;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000004975;ENSG00000165879;ENSG00000157240;ENSG00000177283;ENSG00000138795;ENSG00000136997;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05225	Hepatocellular carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05225+10023+1499+1856+4609+51176+6932+7157+7471+7475+81029+8312+8313+8321+8325	146	14	1.0814814814814815	12.945205479452055	8.075762281123389e-13	2.6739746219719668e-11	10023;1499;1856;4609;51176;6932;7157;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000004975;ENSG00000165879;ENSG00000157240;ENSG00000177283;ENSG00000138795;ENSG00000136997;ENSG00000081059;ENSG00000141510;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa04934	Cushing syndrome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04934+1499+1856+2770+51176+6932+7471+7475+81029+8312+8313+8321+8325	134	12	0.9925925925925926	12.08955223880597	1.0731748822934151e-10	3.198061149234377e-9	1499;1856;2770;51176;6932;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000127955;ENSG00000138795;ENSG00000081059;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa04916	Melanogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04916+1499+1856+2770+51176+6932+7471+7475+81029+8321+8325	90	10	0.6666666666666667	14.999999999999998	5.763317600937512e-10	1.561335131890344e-8	1499;1856;2770;51176;6932;7471;7475;81029;8321;8325	ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000127955;ENSG00000138795;ENSG00000081059;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa04550	Signaling pathways regulating pluripotency of stem cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa04550+1499+1856+4609+7471+7475+81029+8312+8313+8321+8325	121	10	0.8962962962962964	11.157024793388429	1.0858072441166655e-8	2.6964213228897194e-7	1499;1856;4609;7471;7475;81029;8312;8313;8321;8325	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000004975;ENSG00000157240;ENSG00000177283;ENSG00000136997;ENSG00000125084;ENSG00000111186;ENSG00000115596
hsa05213	Endometrial cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05213+1499+4609+51176+6932+7157+8312+8313	58	7	0.42962962962962964	16.29310344827586	1.6309670303193968e-7	3.7386782695013865e-6	1499;4609;51176;6932;7157;8312;8313	ENSG00000103126;ENSG00000168646;ENSG00000168036;ENSG00000138795;ENSG00000136997;ENSG00000081059;ENSG00000141510
