"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0004298"	"threonine-type endopeptidase activity"	"21.145"	"-21.145"
"GO:0004175"	"endopeptidase activity"	"20.654"	"-20.654"
"GO:0005524"	"ATP binding"	"20.486"	"-20.486"
"GO:0051082"	"unfolded protein binding"	"16.948"	"-16.948"
"GO:0051087"	"chaperone binding"	"15.437"	"-15.437"
"GO:0031072"	"heat shock protein binding"	"15.346"	"-15.346"
"GO:0042623"	"ATPase activity, coupled"	"14.647"	"-14.647"
"GO:0016887"	"ATPase activity"	"14.291"	"-14.291"
"GO:0051787"	"misfolded protein binding"	"14.221"	"-14.221"
"GO:0044183"	"protein binding involved in protein folding"	"13.682"	"-13.682"
"GO:0051287"	"NAD binding"	"13.547"	"-13.547"
"GO:0005200"	"structural constituent of cytoskeleton"	"12.878"	"-12.878"
"GO:0030170"	"pyridoxal phosphate binding"	"12.687"	"-12.687"
"GO:0016787"	"hydrolase activity"	"11.183"	"-11.183"
"GO:0005525"	"GTP binding"	"11.138"	"-11.138"
"GO:0050661"	"NADP binding"	"10.821"	"-10.821"
"GO:0031593"	"polyubiquitin binding"	"10.111"	"-10.111"
"GO:0031625"	"ubiquitin protein ligase binding"	"9.454"	"-9.454"
"GO:0030234"	"enzyme regulator activity"	"9.168"	"-9.168"
"GO:0097718"	"disordered domain specific binding"	"8.941"	"-8.941"
"GO:0003924"	"GTPase activity"	"8.601"	"-8.601"
"GO:0000049"	"tRNA binding"	"8.483"	"-8.483"
"GO:0000287"	"magnesium ion binding"	"8.281"	"-8.281"
"GO:0030544"	"Hsp70 protein binding"	"8.124"	"-8.124"
"GO:0043531"	"ADP binding"	"8.009"	"-8.009"
"GO:0009055"	"electron carrier activity"	"7.988"	"-7.988"
"GO:0016491"	"oxidoreductase activity"	"7.756"	"-7.756"
"GO:0043022"	"ribosome binding"	"7.682"	"-7.682"
"GO:0005198"	"structural molecule activity"	"7.659"	"-7.659"
"GO:0051015"	"actin filament binding"	"7.505"	"-7.505"
"GO:0042802"	"identical protein binding"	"7.355"	"-7.355"
"GO:0001671"	"ATPase activator activity"	"7.058"	"-7.058"
"GO:0042803"	"protein homodimerization activity"	"6.832"	"-6.832"
"GO:0019888"	"protein phosphatase regulator activity"	"6.64"	"-6.64"
"GO:0019899"	"enzyme binding"	"6.585"	"-6.585"
"GO:0050660"	"flavin adenine dinucleotide binding"	"6.375"	"-6.375"
"GO:0003743"	"translation initiation factor activity"	"6.133"	"-6.133"
"GO:0045296"	"cadherin binding"	"6.058"	"-6.058"
"GO:0003674"	"molecular_function"	"5.91"	"-5.91"
"GO:0004683"	"calmodulin-dependent protein kinase activity"	"5.844"	"-5.844"
"GO:0000166"	"nucleotide binding"	"5.84"	"-5.84"
"GO:0004722"	"protein serine/threonine phosphatase activity"	"5.828"	"-5.828"
"GO:0050750"	"low-density lipoprotein particle receptor binding"	"5.802"	"-5.802"
"GO:0017025"	"TBP-class protein binding"	"5.427"	"-5.427"
"GO:0008135"	"translation factor activity, RNA binding"	"5.375"	"-5.375"
"GO:0030674"	"protein binding, bridging"	"5.344"	"-5.344"
"GO:0042277"	"peptide binding"	"5.157"	"-5.157"
"GO:0004843"	"thiol-dependent ubiquitin-specific protease activity"	"5.043"	"-5.043"
"GO:0005516"	"calmodulin binding"	"4.945"	"-4.945"
"GO:0008565"	"protein transporter activity"	"4.816"	"-4.816"
"GO:0003725"	"double-stranded RNA binding"	"4.763"	"-4.763"
"GO:0051879"	"Hsp90 protein binding"	"4.669"	"-4.669"
"GO:0043130"	"ubiquitin binding"	"4.517"	"-4.517"
"GO:0004177"	"aminopeptidase activity"	"4.422"	"-4.422"
"GO:0003841"	"1-acylglycerol-3-phosphate O-acyltransferase activity"	"4.312"	"-4.312"
"GO:0008536"	"Ran GTPase binding"	"4.309"	"-4.309"
"GO:0046982"	"protein heterodimerization activity"	"4.307"	"-4.307"
"GO:0046983"	"protein dimerization activity"	"4.186"	"-4.186"
"GO:0008198"	"ferrous iron binding"	"4.1"	"-4.1"
"GO:0019900"	"kinase binding"	"3.954"	"-3.954"
"GO:0001530"	"lipopolysaccharide binding"	"3.884"	"-3.884"
"GO:0001618"	"virus receptor activity"	"3.87"	"-3.87"
"GO:0030020"	"extracellular matrix structural constituent conferring tensile strength"	"3.818"	"-3.818"
"GO:0004197"	"cysteine-type endopeptidase activity"	"3.807"	"-3.807"
"GO:0003755"	"peptidyl-prolyl cis-trans isomerase activity"	"3.713"	"-3.713"
"GO:0005515"	"protein binding"	"3.658"	"-3.658"
"GO:0004866"	"endopeptidase inhibitor activity"	"3.618"	"-3.618"
"GO:0008139"	"nuclear localization sequence binding"	"3.553"	"-3.553"
"GO:0005215"	"transporter activity"	"3.54"	"-3.54"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"3.421"	"-3.421"
"GO:0048487"	"beta-tubulin binding"	"3.42"	"-3.42"
"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"3.279"	"-3.279"
"GO:0008233"	"peptidase activity"	"3.275"	"-3.275"
"GO:0005509"	"calcium ion binding"	"3.168"	"-3.168"
"GO:0004601"	"peroxidase activity"	"3.075"	"-3.075"
"GO:0061630"	"ubiquitin protein ligase activity"	"3.009"	"-3.009"
