"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-33.652"	"33.652"
"GO:0004930"	"G-protein coupled receptor activity"	"-22.037"	"22.037"
"GO:0003677"	"DNA binding"	"-19.147"	"19.147"
"GO:0046872"	"metal ion binding"	"-16.391"	"16.391"
"GO:0003700"	"transcription factor activity, sequence-specific DNA binding"	"-12.761"	"12.761"
"GO:0008009"	"chemokine activity"	"-10.725"	"10.725"
"GO:0017046"	"peptide hormone binding"	"-10.645"	"10.645"
"GO:0033038"	"bitter taste receptor activity"	"-10.214"	"10.214"
"GO:0005179"	"hormone activity"	"-9.881"	"9.881"
"GO:0008528"	"G-protein coupled peptide receptor activity"	"-9.579"	"9.579"
"GO:0030594"	"neurotransmitter receptor activity"	"-9.428"	"9.428"
"GO:0019956"	"chemokine binding"	"-9.131"	"9.131"
"GO:0016493"	"C-C chemokine receptor activity"	"-9.1"	"9.1"
"GO:0004993"	"G-protein coupled serotonin receptor activity"	"-9.085"	"9.085"
"GO:0019957"	"C-C chemokine binding"	"-9.005"	"9.005"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"-8.793"	"8.793"
"GO:0005184"	"neuropeptide hormone activity"	"-8.67"	"8.67"
"GO:0042923"	"neuropeptide binding"	"-8.526"	"8.526"
"GO:0030374"	"ligand-dependent nuclear receptor transcription coactivator activity"	"-8.127"	"8.127"
"GO:0005088"	"Ras guanyl-nucleotide exchange factor activity"	"-8.027"	"8.027"
"GO:0043565"	"sequence-specific DNA binding"	"-7.931"	"7.931"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-7.433"	"7.433"
"GO:0003714"	"transcription corepressor activity"	"-7.35"	"7.35"
"GO:0004435"	"phosphatidylinositol phospholipase C activity"	"-7.135"	"7.135"
"GO:0031683"	"G-protein beta/gamma-subunit complex binding"	"-7.065"	"7.065"
"GO:0005070"	"SH3/SH2 adaptor activity"	"-6.977"	"6.977"
"GO:0016303"	"1-phosphatidylinositol-3-kinase activity"	"-6.845"	"6.845"
"GO:0048020"	"CCR chemokine receptor binding"	"-6.822"	"6.822"
"GO:0003713"	"transcription coactivator activity"	"-6.761"	"6.761"
"GO:0001103"	"RNA polymerase II repressing transcription factor binding"	"-6.557"	"6.557"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"-6.46"	"6.46"
"GO:0000976"	"transcription regulatory region sequence-specific DNA binding"	"-6.415"	"6.415"
"GO:0046934"	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"-6.278"	"6.278"
"GO:0044212"	"transcription regulatory region DNA binding"	"-6.044"	"6.044"
"GO:0003777"	"microtubule motor activity"	"-6.001"	"6.001"
"GO:0001965"	"G-protein alpha-subunit binding"	"-5.92"	"5.92"
"GO:0042056"	"chemoattractant activity"	"-5.863"	"5.863"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"-5.838"	"5.838"
"GO:0003727"	"single-stranded RNA binding"	"-5.695"	"5.695"
"GO:0008146"	"sulfotransferase activity"	"-5.518"	"5.518"
"GO:0008270"	"zinc ion binding"	"-5.44"	"5.44"
"GO:0005158"	"insulin receptor binding"	"-5.408"	"5.408"
"GO:0003712"	"transcription cofactor activity"	"-5.331"	"5.331"
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	"-5.231"	"5.231"
"GO:0001784"	"phosphotyrosine binding"	"-5.224"	"5.224"
"GO:0003682"	"chromatin binding"	"-5.152"	"5.152"
"GO:0035064"	"methylated histone binding"	"-5.072"	"5.072"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"-4.957"	"4.957"
"GO:0038023"	"signaling receptor activity"	"-4.842"	"4.842"
"GO:0005104"	"fibroblast growth factor receptor binding"	"-4.79"	"4.79"
"GO:0003823"	"antigen binding"	"-4.756"	"4.756"
"GO:1990841"	"promoter-specific chromatin binding"	"-4.752"	"4.752"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"-4.671"	"4.671"
"GO:0004713"	"protein tyrosine kinase activity"	"-4.655"	"4.655"
"GO:0017124"	"SH3 domain binding"	"-4.651"	"4.651"
"GO:0008083"	"growth factor activity"	"-4.613"	"4.613"
"GO:0018024"	"histone-lysine N-methyltransferase activity"	"-4.611"	"4.611"
"GO:0046875"	"ephrin receptor binding"	"-4.533"	"4.533"
"GO:0034987"	"immunoglobulin receptor binding"	"-4.513"	"4.513"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"-4.436"	"4.436"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"-4.415"	"4.415"
"GO:0031490"	"chromatin DNA binding"	"-4.413"	"4.413"
"GO:0005102"	"receptor binding"	"-4.394"	"4.394"
"GO:0042169"	"SH2 domain binding"	"-4.229"	"4.229"
"GO:0004407"	"histone deacetylase activity"	"-4.217"	"4.217"
"GO:0016922"	"ligand-dependent nuclear receptor binding"	"-4.213"	"4.213"
