geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04110	Cell cycle	http://www.kegg.jp/kegg-bin/show_pathway?hsa04110+1019+1026+1027+10274+1029+1031+1111+11200+4085+4171+4172+4173+4174+4175+4176+4609+5111+5347+5591+5885+701+7157+7465+8243+898+9126+9133+9232+9700+983+991+993+994	115	33	2.3685636856368566	13.9324942791762	0	0	1019;1026;1027;10274;1029;1031;1111;11200;4085;4171;4172;4173;4174;4175;4176;4609;5111;5347;5591;5885;701;7157;7465;8243;898;9126;9133;9232;9700;983;991;993;994	ENSG00000156970;ENSG00000157456;ENSG00000105173;ENSG00000117399;ENSG00000164045;ENSG00000101224;ENSG00000170312;ENSG00000135446;ENSG00000124762;ENSG00000111276;ENSG00000147889;ENSG00000123080;ENSG00000149554;ENSG00000183765;ENSG00000135476;ENSG00000164109;ENSG00000073111;ENSG00000112118;ENSG00000104738;ENSG00000100297;ENSG00000076003;ENSG00000166508;ENSG00000136997;ENSG00000132646;ENSG00000166851;ENSG00000253729;ENSG00000164611;ENSG00000164754;ENSG00000072501;ENSG00000108055;ENSG00000118007;ENSG00000141510;ENSG00000166483
hsa03030	DNA replication	http://www.kegg.jp/kegg-bin/show_pathway?hsa03030+10714+23649+3978+4171+4172+4173+4174+4175+4176+5111+5424+5425+5426+5558+56655+5981+5982+5983+6117+6118+6119	33	21	0.6796747967479675	30.89712918660287	0	0	10714;23649;3978;4171;4172;4173;4174;4175;4176;5111;5424;5425;5426;5558;56655;5981;5982;5983;6117;6118;6119	ENSG00000105486;ENSG00000073111;ENSG00000112118;ENSG00000104738;ENSG00000100297;ENSG00000076003;ENSG00000166508;ENSG00000132646;ENSG00000014138;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000177084;ENSG00000115350;ENSG00000146143;ENSG00000035928;ENSG00000049541;ENSG00000133119;ENSG00000132383;ENSG00000117748;ENSG00000106399
hsa03430	Mismatch repair	http://www.kegg.jp/kegg-bin/show_pathway?hsa03430+10714+3978+4292+4436+5111+5395+5424+5425+5981+5982+5983+6117+6118+6119	23	14	0.47371273712737133	29.55377574370709	0	0	10714;3978;4292;4436;5111;5395;5424;5425;5981;5982;5983;6117;6118;6119	ENSG00000105486;ENSG00000076242;ENSG00000095002;ENSG00000132646;ENSG00000122512;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000035928;ENSG00000049541;ENSG00000133119;ENSG00000132383;ENSG00000117748;ENSG00000106399
hsa03440	Homologous recombination	http://www.kegg.jp/kegg-bin/show_pathway?hsa03440+10111+10714+4683+5424+5425+580+5889+6117+6118+6119+672+675	34	12	0.7002710027100272	17.136222910216716	1.2161383011743965e-12	9.060230343749254e-11	10111;10714;4683;5424;5425;580;5889;6117;6118;6119;672;675	ENSG00000138376;ENSG00000012048;ENSG00000139618;ENSG00000104320;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000113522;ENSG00000108384;ENSG00000132383;ENSG00000117748;ENSG00000106399
hsa03420	Nucleotide excision repair	http://www.kegg.jp/kegg-bin/show_pathway?hsa03420+10714+3978+5111+5424+5425+5426+56655+5981+5982+5983+6117+6118+6119	44	13	0.9062330623306234	14.345095693779903	1.8243184740640572e-12	1.0872938105421782e-10	10714;3978;5111;5424;5425;5426;56655;5981;5982;5983;6117;6118;6119	ENSG00000105486;ENSG00000132646;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000177084;ENSG00000115350;ENSG00000035928;ENSG00000049541;ENSG00000133119;ENSG00000132383;ENSG00000117748;ENSG00000106399
hsa05166	Human T-cell leukemia virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05166+1019+1026+1029+1031+10714+1111+11200+4085+4605+4609+5111+5424+5425+5426+56655+5901+5902+701+7157+7514+9133+9232+991	242	23	4.984281842818429	4.614506307090039	4.055200619745847e-10	2.0140829744737705e-8	1019;1026;1029;1031;10714;1111;11200;4085;4605;4609;5111;5424;5425;5426;56655;5901;5902;701;7157;7514;9133;9232;991	ENSG00000156970;ENSG00000157456;ENSG00000117399;ENSG00000135446;ENSG00000124762;ENSG00000147889;ENSG00000123080;ENSG00000149554;ENSG00000183765;ENSG00000164109;ENSG00000101057;ENSG00000136997;ENSG00000132646;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000177084;ENSG00000115350;ENSG00000164611;ENSG00000132341;ENSG00000099901;ENSG00000141510;ENSG00000082898
hsa00240	Pyrimidine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00240+10714+1633+1854+23649+4830+5424+5425+5426+5558+56655+6241+7083+79077	75	13	1.5447154471544717	8.41578947368421	2.6111199868950052e-9	1.1115910801353022e-7	10714;1633;1854;23649;4830;5424;5425;5426;5558;56655;6241;7083;79077	ENSG00000156136;ENSG00000179958;ENSG00000128951;ENSG00000239672;ENSG00000014138;ENSG00000062822;ENSG00000106628;ENSG00000077514;ENSG00000177084;ENSG00000115350;ENSG00000146143;ENSG00000171848;ENSG00000167900
hsa03460	Fanconi anemia pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03460+29089+4292+5395+5889+6117+6118+6119+672+675+7398	42	10	0.8650406504065041	11.560150375939848	7.812867464096485e-9	2.9102931303759405e-7	29089;4292;5395;5889;6117;6118;6119;672;675;7398	ENSG00000012048;ENSG00000139618;ENSG00000076242;ENSG00000122512;ENSG00000108384;ENSG00000132383;ENSG00000117748;ENSG00000106399;ENSG00000077152;ENSG00000162607
hsa04218	Cellular senescence	http://www.kegg.jp/kegg-bin/show_pathway?hsa04218+10111+1019+1026+1029+1111+11200+3364+4605+4609+4683+5810+7157+898+9133+983+993	152	16	3.1306233062330624	5.110803324099723	6.0486991415587e-8	2.002791493538325e-6	10111;1019;1026;1029;1111;11200;3364;4605;4609;4683;5810;7157;898;9133;983;993	ENSG00000157456;ENSG00000105173;ENSG00000164045;ENSG00000170312;ENSG00000135446;ENSG00000124762;ENSG00000147889;ENSG00000149554;ENSG00000183765;ENSG00000136273;ENSG00000101057;ENSG00000136997;ENSG00000104320;ENSG00000113456;ENSG00000113522;ENSG00000141510
hsa04115	p53 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04115+1019+1026+1029+1111+11200+6241+7157+8493+898+9133+983	66	11	1.359349593495935	8.092105263157894	7.21953492544003e-8	2.151421407781129e-6	1019;1026;1029;1111;11200;6241;7157;8493;898;9133;983	ENSG00000157456;ENSG00000105173;ENSG00000170312;ENSG00000135446;ENSG00000124762;ENSG00000147889;ENSG00000149554;ENSG00000183765;ENSG00000170836;ENSG00000171848;ENSG00000141510
