geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04060	Cytokine-cytokine receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04060+1233+1435+1437+27242+3459+3559+3560+3563+3566+3586+3587+3596+3604+3627+3976+4050+650+659+7133+7293+7850+8600+8743+8784+8809+9173+943	248	27	4.9286359530261965	5.478189149560118	1.3011813848606835e-13	3.877520526884837e-11	1233;1435;1437;27242;3459;3559;3560;3563;3566;3586;3587;3596;3604;3627;3976;4050;650;659;7133;7293;7850;8600;8743;8784;8809;9173;943	ENSG00000125845;ENSG00000204217;ENSG00000183813;ENSG00000184371;ENSG00000164400;ENSG00000169245;ENSG00000027697;ENSG00000136634;ENSG00000110324;ENSG00000169194;ENSG00000115604;ENSG00000115590;ENSG00000115602;ENSG00000134460;ENSG00000100385;ENSG00000185291;ENSG00000077238;ENSG00000128342;ENSG00000204487;ENSG00000206437;ENSG00000223448;ENSG00000227507;ENSG00000231314;ENSG00000236237;ENSG00000236925;ENSG00000238114;ENSG00000186891;ENSG00000028137;ENSG00000146072;ENSG00000186827;ENSG00000120949;ENSG00000049249;ENSG00000121858;ENSG00000120659
hsa04630	JAK-STAT signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04630+1154+1437+3459+3559+3560+3563+3566+3586+3587+3596+3976+4609+5292+596+598+8651+8835+894+896	142	19	2.822041553748871	6.732714468629962	2.3691382189383603e-11	3.530015946218157e-9	1154;1437;3459;3559;3560;3563;3566;3586;3587;3596;3976;4609;5292;596;598;8651;8835;894;896	ENSG00000171791;ENSG00000171552;ENSG00000118971;ENSG00000112576;ENSG00000114737;ENSG00000164400;ENSG00000027697;ENSG00000136634;ENSG00000110324;ENSG00000169194;ENSG00000134460;ENSG00000100385;ENSG00000185291;ENSG00000077238;ENSG00000128342;ENSG00000136997;ENSG00000137193;ENSG00000185338;ENSG00000120833
hsa05200	Pathways in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05200+2323+3459+3480+3559+3560+3563+3566+3596+3655+3685+4609+4616+5292+5727+5732+596+598+650+7185+8202+836+894+896+898+9446	487	25	9.678410117434508	2.583068881836849	6.563360334554957e-6	6.519604598991258e-4	2323;3459;3480;3559;3560;3563;3566;3596;3655;3685;4609;4616;5292;5727;5732;596;598;650;7185;8202;836;894;896;898;9446	ENSG00000171791;ENSG00000171552;ENSG00000125845;ENSG00000164305;ENSG00000118971;ENSG00000112576;ENSG00000105173;ENSG00000090554;ENSG00000099860;ENSG00000148834;ENSG00000027697;ENSG00000140443;ENSG00000169194;ENSG00000134460;ENSG00000100385;ENSG00000185291;ENSG00000077238;ENSG00000091409;ENSG00000138448;ENSG00000136997;ENSG00000124151;ENSG00000137193;ENSG00000185920;ENSG00000125384;ENSG00000056558
hsa04640	Hematopoietic cell lineage	http://www.kegg.jp/kegg-bin/show_pathway?hsa04640+1435+1437+2323+3559+3563+3566+3655+7850+960	93	9	1.8482384823848237	4.86950146627566	8.315486050369802e-5	0.004956029686020403	1435;1437;2323;3559;3563;3566;3655;7850;960	ENSG00000026508;ENSG00000184371;ENSG00000164400;ENSG00000090554;ENSG00000115590;ENSG00000134460;ENSG00000185291;ENSG00000077238;ENSG00000091409
hsa05222	Small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05222+3655+3685+4609+4616+596+598+7185+836+898	93	9	1.8482384823848237	4.86950146627566	8.315486050369802e-5	0.004956029686020403	3655;3685;4609;4616;596;598;7185;836;898	ENSG00000171791;ENSG00000171552;ENSG00000164305;ENSG00000105173;ENSG00000099860;ENSG00000091409;ENSG00000138448;ENSG00000136997;ENSG00000056558
hsa05202	Transcriptional misregulation in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05202+1437+2118+3480+3560+4609+4616+598+64332+7185+7850+894+942	174	12	3.457994579945799	3.4702194357366776	1.5314701128299468e-4	0.007606301560388736	1437;2118;3480;3560;4609;4616;598;64332;7185;7850;894;942	ENSG00000171552;ENSG00000118971;ENSG00000114013;ENSG00000164400;ENSG00000175832;ENSG00000099860;ENSG00000140443;ENSG00000115590;ENSG00000100385;ENSG00000136997;ENSG00000144802;ENSG00000056558
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+1326+1435+1437+3627+3976+7133+7185+836+8809	108	9	2.1463414634146343	4.193181818181818	2.638611931142787e-4	0.009899817051513937	1326;1435;1437;3627;3976;7133;7185;836;8809	ENSG00000164305;ENSG00000184371;ENSG00000164400;ENSG00000169245;ENSG00000115604;ENSG00000128342;ENSG00000107968;ENSG00000028137;ENSG00000056558
hsa04151	PI3K-Akt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04151+1291+1435+2323+3480+3559+3560+3563+3566+3655+3685+4609+596+598+6696+894+896+898	333	17	6.617886178861788	2.568796068796069	2.6576690071178355e-4	0.009899817051513937	1291;1435;2323;3480;3559;3560;3563;3566;3655;3685;4609;596;598;6696;894;896;898	ENSG00000171791;ENSG00000171552;ENSG00000118971;ENSG00000112576;ENSG00000105173;ENSG00000142156;ENSG00000184371;ENSG00000090554;ENSG00000140443;ENSG00000134460;ENSG00000100385;ENSG00000185291;ENSG00000077238;ENSG00000091409;ENSG00000138448;ENSG00000136997;ENSG00000118785
hsa04115	p53 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04115+4616+596+598+836+894+896+898	66	7	1.3116531165311653	5.336776859504132	2.9971078594992484e-4	0.0099237571347864	4616;596;598;836;894;896;898	ENSG00000171791;ENSG00000171552;ENSG00000164305;ENSG00000118971;ENSG00000112576;ENSG00000105173;ENSG00000099860
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+3459+3559+3560+3596+51284+8743+894+896+898	117	9	2.3252032520325203	3.870629370629371	4.801432983584375e-4	0.01429614325670719	3459;3559;3560;3596;51284;8743;894;896;898	ENSG00000118971;ENSG00000112576;ENSG00000105173;ENSG00000027697;ENSG00000169194;ENSG00000134460;ENSG00000100385;ENSG00000196664;ENSG00000121858
hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+4609+5243+5292+596+659+836+8651+894+898+960	144	10	2.861788617886179	3.4943181818181817	0.00052770998598583585	0.01429614325670719	4609;5243;5292;596;659;836;8651;894;898;960	ENSG00000085563;ENSG00000171791;ENSG00000204217;ENSG00000164305;ENSG00000118971;ENSG00000105173;ENSG00000026508;ENSG00000136997;ENSG00000137193;ENSG00000185338
hsa05321	Inflammatory bowel disease (IBD)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05321+3459+3566+3586+3596+6095+8809	62	6	1.2321589882565491	4.86950146627566	0.0013373794281297258	0.03321158913188819	3459;3566;3586;3596;6095;8809	ENSG00000027697;ENSG00000136634;ENSG00000169194;ENSG00000115604;ENSG00000077238;ENSG00000069667
hsa05145	Toxoplasmosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05145+3459+3586+3587+3655+596+598+836+8651	111	8	2.205962059620596	3.626535626535627	0.0015241785582410516	0.03493886233506411	3459;3586;3587;3655;596;598;836;8651	ENSG00000171791;ENSG00000171552;ENSG00000164305;ENSG00000027697;ENSG00000136634;ENSG00000110324;ENSG00000091409;ENSG00000185338
hsa00760	Nicotinate and nicotinamide metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00760+4860+4907+5167	13	3	0.25835591689250226	11.611888111888112	0.0018891784612302676	0.04021251296047284	4860;4907;5167	ENSG00000197594;ENSG00000135318;ENSG00000198805
