"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04512"	"ECM-receptor interaction"	"62.841"	"565"	"61.266"	"8.016"
"hsa04510"	"Focal adhesion"	"42.09"	"1276"	"423.505"	"20.254"
"hsa04974"	"Protein digestion and absorption"	"38.867"	"263"	"33.57"	"5.903"
"hsa04810"	"Regulation of actin cytoskeleton"	"32.021"	"1032"	"420.869"	"19.085"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"27.599"	"427"	"128.028"	"10.833"
"hsa05205"	"Proteoglycans in cancer"	"26.874"	"1102"	"522.055"	"21.58"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"25.603"	"433"	"137.357"	"11.547"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"25.259"	"352"	"104.442"	"9.801"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"23.396"	"77"	"9.114"	"2.902"
"hsa04151"	"PI3K-Akt signaling pathway"	"22.06"	"1348"	"773.68"	"26.035"
"hsa05165"	"Human papillomavirus infection"	"21.894"	"1192"	"660.808"	"24.262"
"hsa04670"	"Leukocyte transendothelial migration"	"20.583"	"492"	"214.886"	"13.463"
"hsa05146"	"Amoebiasis"	"19.472"	"407"	"164.498"	"12.454"
"hsa05200"	"Pathways in cancer"	"19.438"	"1683"	"1108.647"	"29.548"
"hsa05144"	"Malaria"	"18.472"	"160"	"42.845"	"6.342"
"hsa04610"	"Complement and coagulation cascades"	"16.68"	"190"	"62.655"	"7.635"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"16.424"	"497"	"249.334"	"15.08"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"16.153"	"72"	"13.656"	"3.612"
"hsa05100"	"Bacterial invasion of epithelial cells"	"16.051"	"464"	"231.639"	"14.476"
"hsa04015"	"Rap1 signaling pathway"	"15.397"	"662"	"383.772"	"18.07"
"hsa04611"	"Platelet activation"	"13.828"	"478"	"264.54"	"15.437"
"hsa05222"	"Small cell lung cancer"	"13.736"	"461"	"250.664"	"15.313"
"hsa04926"	"Relaxin signaling pathway"	"13.351"	"590"	"357.286"	"17.43"
"hsa05226"	"Gastric cancer"	"12.498"	"542"	"331.787"	"16.82"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"12.486"	"197"	"84.929"	"8.976"
"hsa05206"	"MicroRNAs in cancer"	"12.173"	"622"	"392.354"	"18.865"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"11.626"	"387"	"215.119"	"14.785"
"hsa04640"	"Hematopoietic cell lineage"	"10.741"	"156"	"67.179"	"8.27"
"hsa05225"	"Hepatocellular carcinoma"	"10.698"	"575"	"384.372"	"17.819"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"10.628"	"651"	"439.992"	"19.855"
"hsa05131"	"Shigellosis"	"10.625"	"379"	"222.676"	"14.713"
"hsa04520"	"Adherens junction"	"9.667"	"401"	"255.083"	"15.094"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"9.526"	"321"	"196.201"	"13.1"
"hsa04360"	"Axon guidance"	"9.377"	"426"	"281.406"	"15.42"
"hsa05132"	"Salmonella infection"	"9.361"	"379"	"237.449"	"15.122"
"hsa05217"	"Basal cell carcinoma"	"9.311"	"165"	"84.236"	"8.674"
"hsa05224"	"Breast cancer"	"8.977"	"513"	"354.456"	"17.66"
"hsa05210"	"Colorectal cancer"	"8.826"	"427"	"288.236"	"15.723"
"hsa05161"	"Hepatitis B"	"8.667"	"596"	"431.526"	"18.976"
"hsa05231"	"Choline metabolism in cancer"	"8.484"	"313"	"200.601"	"13.248"
"hsa04350"	"TGF-beta signaling pathway"	"8.427"	"331"	"219.384"	"13.246"
"hsa05215"	"Prostate cancer"	"8.333"	"471"	"333.09"	"16.549"
"hsa05219"	"Bladder cancer"	"8.323"	"268"	"165.779"	"12.281"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"8.23"	"25"	"5.834"	"2.329"
"hsa04979"	"Cholesterol metabolism"	"8.122"	"110"	"53.528"	"6.953"
"hsa05211"	"Renal cell carcinoma"	"8.056"	"329"	"218.478"	"13.72"
"hsa04062"	"Chemokine signaling pathway"	"7.824"	"596"	"433.315"	"20.794"
"hsa04390"	"Hippo signaling pathway"	"7.737"	"547"	"407.095"	"18.082"
"hsa05218"	"Melanoma"	"7.511"	"275"	"181.443"	"12.456"
"hsa04530"	"Tight junction"	"7.446"	"638"	"485.527"	"20.476"
"hsa05133"	"Pertussis"	"7.443"	"285"	"190.213"	"12.736"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.437"	"23"	"5.621"	"2.337"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"7.393"	"26"	"7.041"	"2.564"
"hsa04014"	"Ras signaling pathway"	"7.371"	"571"	"426.416"	"19.615"
"hsa04668"	"TNF signaling pathway"	"7.371"	"361"	"250.68"	"14.967"
"hsa00514"	"Other types of O-glycan biosynthesis"	"7.37"	"28"	"7.914"	"2.725"
"hsa04975"	"Fat digestion and absorption"	"7.276"	"51"	"20.101"	"4.247"
"hsa05214"	"Glioma"	"7.063"	"331"	"232.024"	"14.013"
"hsa05212"	"Pancreatic cancer"	"7.027"	"345"	"242.569"	"14.577"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"7.005"	"403"	"287.451"	"16.496"
"hsa04012"	"ErbB signaling pathway"	"6.944"	"381"	"274.487"	"15.34"
"hsa04270"	"Vascular smooth muscle contraction"	"6.911"	"304"	"211.818"	"13.338"
"hsa05213"	"Endometrial cancer"	"6.91"	"296"	"203.959"	"13.319"
"hsa05220"	"Chronic myeloid leukemia"	"6.841"	"397"	"288.822"	"15.813"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"6.599"	"396"	"292.147"	"15.738"
"hsa04630"	"Jak-STAT signaling pathway"	"6.447"	"286"	"202.891"	"12.891"
"hsa04010"	"MAPK signaling pathway"	"6.435"	"870"	"707.801"	"25.207"
"hsa05140"	"Leishmaniasis"	"6.416"	"230"	"154.473"	"11.772"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"6.395"	"156"	"95.244"	"9.5"
"hsa04380"	"Osteoclast differentiation"	"6.311"	"369"	"271.683"	"15.42"
"hsa04310"	"Wnt signaling pathway"	"6.212"	"450"	"343.704"	"17.112"
"hsa04370"	"VEGF signaling pathway"	"6.08"	"223"	"152.453"	"11.603"
"hsa04072"	"Phospholipase D signaling pathway"	"5.825"	"365"	"273.289"	"15.745"
"hsa05166"	"HTLV-I infection"	"5.786"	"743"	"610.377"	"22.921"
"hsa00531"	"Glycosaminoglycan degradation"	"5.677"	"14"	"3.625"	"1.827"
"hsa04912"	"GnRH signaling pathway"	"5.479"	"311"	"234.304"	"13.999"
"hsa04977"	"Vitamin digestion and absorption"	"5.338"	"21"	"7.038"	"2.616"
"hsa04260"	"Cardiac muscle contraction"	"5.327"	"117"	"73.231"	"8.217"
"hsa04068"	"FoxO signaling pathway"	"5.123"	"477"	"387.444"	"17.482"
"hsa04664"	"Fc epsilon RI signaling pathway"	"5.122"	"228"	"166.371"	"12.032"
"hsa05323"	"Rheumatoid arthritis"	"4.743"	"213"	"154.893"	"12.25"
"hsa04115"	"p53 signaling pathway"	"4.71"	"201"	"146.162"	"11.644"
"hsa04657"	"IL-17 signaling pathway"	"4.704"	"339"	"266.743"	"15.36"
"hsa04722"	"Neurotrophin signaling pathway"	"4.499"	"445"	"366.538"	"17.438"
"hsa04921"	"Oxytocin signaling pathway"	"4.474"	"408"	"333.523"	"16.646"
"hsa05130"	"Pathogenic Escherichia coli infection"	"4.471"	"421"	"343.419"	"17.351"
"hsa04022"	"cGMP-PKG signaling pathway"	"4.437"	"385"	"311.326"	"16.605"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"4.208"	"255"	"200.266"	"13.007"
"hsa05143"	"African trypanosomiasis"	"4.155"	"68"	"42.433"	"6.153"
"hsa05223"	"Non-small cell lung cancer"	"4.154"	"258"	"202.481"	"13.365"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"4.127"	"380"	"310.393"	"16.868"
"hsa04145"	"Phagosome"	"4.07"	"513"	"432.935"	"19.67"
