"ID"	"Pathway"	"Z-score"
"hsa04512"	"ECM-receptor interaction"	"62.841"
"hsa04510"	"Focal adhesion"	"42.09"
"hsa04974"	"Protein digestion and absorption"	"38.867"
"hsa04810"	"Regulation of actin cytoskeleton"	"32.021"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"27.599"
"hsa05205"	"Proteoglycans in cancer"	"26.874"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"25.603"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"25.259"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"23.396"
"hsa04151"	"PI3K-Akt signaling pathway"	"22.06"
"hsa05165"	"Human papillomavirus infection"	"21.894"
"hsa04670"	"Leukocyte transendothelial migration"	"20.583"
"hsa05146"	"Amoebiasis"	"19.472"
"hsa05200"	"Pathways in cancer"	"19.438"
"hsa05144"	"Malaria"	"18.472"
"hsa04610"	"Complement and coagulation cascades"	"16.68"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"16.424"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"16.153"
"hsa05100"	"Bacterial invasion of epithelial cells"	"16.051"
"hsa04015"	"Rap1 signaling pathway"	"15.397"
"hsa04611"	"Platelet activation"	"13.828"
"hsa05222"	"Small cell lung cancer"	"13.736"
"hsa04926"	"Relaxin signaling pathway"	"13.351"
"hsa05226"	"Gastric cancer"	"12.498"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"12.486"
"hsa05206"	"MicroRNAs in cancer"	"12.173"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"11.626"
"hsa04640"	"Hematopoietic cell lineage"	"10.741"
"hsa05225"	"Hepatocellular carcinoma"	"10.698"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"10.628"
"hsa05131"	"Shigellosis"	"10.625"
"hsa04520"	"Adherens junction"	"9.667"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"9.526"
"hsa04360"	"Axon guidance"	"9.377"
"hsa05132"	"Salmonella infection"	"9.361"
"hsa05217"	"Basal cell carcinoma"	"9.311"
"hsa05224"	"Breast cancer"	"8.977"
"hsa05210"	"Colorectal cancer"	"8.826"
"hsa05161"	"Hepatitis B"	"8.667"
"hsa05231"	"Choline metabolism in cancer"	"8.484"
"hsa04350"	"TGF-beta signaling pathway"	"8.427"
"hsa05215"	"Prostate cancer"	"8.333"
"hsa05219"	"Bladder cancer"	"8.323"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"8.23"
"hsa04979"	"Cholesterol metabolism"	"8.122"
"hsa05211"	"Renal cell carcinoma"	"8.056"
"hsa04062"	"Chemokine signaling pathway"	"7.824"
"hsa04390"	"Hippo signaling pathway"	"7.737"
"hsa05218"	"Melanoma"	"7.511"
"hsa04530"	"Tight junction"	"7.446"
"hsa05133"	"Pertussis"	"7.443"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.437"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"7.393"
"hsa04014"	"Ras signaling pathway"	"7.371"
"hsa04668"	"TNF signaling pathway"	"7.371"
"hsa00514"	"Other types of O-glycan biosynthesis"	"7.37"
"hsa04975"	"Fat digestion and absorption"	"7.276"
"hsa05214"	"Glioma"	"7.063"
"hsa05212"	"Pancreatic cancer"	"7.027"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"7.005"
"hsa04012"	"ErbB signaling pathway"	"6.944"
"hsa04270"	"Vascular smooth muscle contraction"	"6.911"
"hsa05213"	"Endometrial cancer"	"6.91"
"hsa05220"	"Chronic myeloid leukemia"	"6.841"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"6.599"
"hsa04630"	"Jak-STAT signaling pathway"	"6.447"
"hsa04010"	"MAPK signaling pathway"	"6.435"
"hsa05140"	"Leishmaniasis"	"6.416"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"6.395"
"hsa04380"	"Osteoclast differentiation"	"6.311"
