"Pathway"	"Z-score"
"ECM-receptor interaction"	"27.345"
"Focal adhesion"	"19.702"
"Hypertrophic cardiomyopathy (HCM)"	"15.706"
"Proteoglycans in cancer"	"15.475"
"Protein digestion and absorption"	"14.578"
"Human papillomavirus infection"	"14.414"
"PI3K-Akt signaling pathway"	"14.049"
"Dilated cardiomyopathy (DCM)"	"13.933"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"13.299"
"Amoebiasis"	"12.909"
"AGE-RAGE signaling pathway in diabetic complications"	"12.857"
"Small cell lung cancer"	"12.191"
"Malaria"	"10.438"
"Pathways in cancer"	"9.858"
"Rheumatoid arthritis"	"9.458"
"Relaxin signaling pathway"	"9.211"
"TNF signaling pathway"	"8.422"
"MicroRNAs in cancer"	"7.671"
"Regulation of actin cytoskeleton"	"6.754"
"Cell adhesion molecules (CAMs)"	"6.257"
"Fluid shear stress and atherosclerosis"	"6.254"
"p53 signaling pathway"	"6.226"
"Cytokine-cytokine receptor interaction"	"6.221"
"IL-17 signaling pathway"	"6.2"
"Hematopoietic cell lineage"	"6.048"
"Phagosome"	"5.992"
"Bladder cancer"	"5.642"
"Toxoplasmosis"	"5.373"
"Hippo signaling pathway"	"5.227"
"MAPK signaling pathway"	"5.169"
"Intestinal immune network for IgA production"	"5.154"
"Platelet activation"	"5.111"
"Pertussis"	"4.802"
"Leukocyte transendothelial migration"	"4.545"
"African trypanosomiasis"	"4.511"
"TGF-beta signaling pathway"	"4.504"
"Viral myocarditis"	"4.49"
"Breast cancer"	"4.465"
"Colorectal cancer"	"4.404"
"Salmonella infection"	"4.398"
"Basal cell carcinoma"	"4.216"
"Shigellosis"	"4.116"
"Rap1 signaling pathway"	"4.046"
"HIF-1 signaling pathway"	"3.974"
"HTLV-I infection"	"3.933"
"Chagas disease (American trypanosomiasis)"	"3.873"
"Melanoma"	"3.805"
"Wnt signaling pathway"	"3.778"
"Pancreatic cancer"	"3.675"
"Gastric cancer"	"3.668"
"Cellular senescence"	"3.345"
"Nicotinate and nicotinamide metabolism"	"3.159"
"Apelin signaling pathway"	"3.14"
"NF-kappa B signaling pathway"	"3.115"
"Lysine degradation"	"3.104"
"Signaling pathways regulating pluripotency of stem cells"	"3.05"
"Transcriptional misregulation in cancer"	"3.015"
"Kaposi's sarcoma-associated herpesvirus infection"	"3.003"
"Inflammatory bowel disease (IBD)"	"2.897"
"Renal cell carcinoma"	"2.74"
"Prion diseases"	"2.713"
"Thyroid cancer"	"2.713"
"Glioma"	"2.656"
"Bacterial invasion of epithelial cells"	"2.593"
"Leishmaniasis"	"2.592"
"Chronic myeloid leukemia"	"2.553"
"Vascular smooth muscle contraction"	"2.529"
"Graft-versus-host disease"	"2.494"
"Hepatocellular carcinoma"	"2.484"
"Cardiac muscle contraction"	"2.476"
"Complement and coagulation cascades"	"2.433"
"Axon guidance"	"2.416"
"Cell cycle"	"2.415"
"Osteoclast differentiation"	"2.344"
"FoxO signaling pathway"	"2.293"
"GnRH signaling pathway"	"2.159"
"Apoptosis"	"2.127"
"Cocaine addiction"	"2.033"
"Hepatitis B"	"2.026"
"Oxytocin signaling pathway"	"2.001"
"Non-alcoholic fatty liver disease (NAFLD)"	"1.982"
"Other glycan degradation"	"1.974"
"Glutathione metabolism"	"1.905"
"Legionellosis"	"1.899"
"Toll-like receptor signaling pathway"	"1.856"
"Endometrial cancer"	"1.845"
"Th17 cell differentiation"	"1.816"
"NOD-like receptor signaling pathway"	"1.732"
"Ras signaling pathway"	"1.725"
"Other types of O-glycan biosynthesis"	"1.69"
"Thyroid hormone signaling pathway"	"1.666"
"Influenza A"	"1.659"
"Non-small cell lung cancer"	"1.594"
"Epithelial cell signaling in Helicobacter pylori infection"	"1.585"
"Herpes simplex infection"	"1.508"
"Renin-angiotensin system"	"1.499"
"Measles"	"1.38"
"cAMP signaling pathway"	"1.377"
"Epstein-Barr virus infection"	"1.368"
"Adrenergic signaling in cardiomyocytes"	"1.237"
"ErbB signaling pathway"	"1.217"
"Gap junction"	"1.165"
"Th1 and Th2 cell differentiation"	"1.079"
"Jak-STAT signaling pathway"	"1.05"
"Allograft rejection"	"1.035"
"DNA replication"	"1.017"
"Choline metabolism in cancer"	"0.991"
"Prostate cancer"	"0.985"
"Tight junction"	"0.949"
"Melanogenesis"	"0.921"
"Ferroptosis"	"0.916"
"C-type lectin receptor signaling pathway"	"0.899"
"Type I diabetes mellitus"	"0.858"
"Calcium signaling pathway"	"0.848"
"Chemokine signaling pathway"	"0.787"
"Hedgehog signaling pathway"	"0.759"
"Notch signaling pathway"	"0.704"
"Cholesterol metabolism"	"0.694"
"Neurotrophin signaling pathway"	"0.688"
"Arginine and proline metabolism"	"0.687"
"Autoimmune thyroid disease"	"0.647"
"Pathogenic Escherichia coli infection"	"0.599"
"VEGF signaling pathway"	"0.514"
"Arachidonic acid metabolism"	"0.492"
"Estrogen signaling pathway"	"0.492"
"Cytosolic DNA-sensing pathway"	"0.431"
"Mitophagy - animal"	"0.406"
"Central carbon metabolism in cancer"	"0.4"
"Glycolysis / Gluconeogenesis"	"0.362"
"Amphetamine addiction"	"0.345"
"mTOR signaling pathway"	"0.339"
"Adherens junction"	"0.319"
"B cell receptor signaling pathway"	"0.318"
"Cushing's syndrome"	"0.315"
"PPAR signaling pathway"	"0.301"
"Thyroid hormone synthesis"	"0.254"
"cGMP-PKG signaling pathway"	"0.252"
"Gastric acid secretion"	"0.243"
"Necroptosis"	"0.243"
"RNA degradation"	"0.223"
"Alzheimer's disease"	"0.174"
"Tuberculosis"	"0.126"
"Huntington's disease"	"0.007"
"Pancreatic secretion"	"0.006"
"Pyrimidine metabolism"	"-0.027"
"T cell receptor signaling pathway"	"-0.04"
"D-Arginine and D-ornithine metabolism"	"-0.095"
"Insulin resistance"	"-0.105"
"Biotin metabolism"	"-0.172"
"Lipoic acid metabolism"	"-0.176"
"Valine, leucine and isoleucine biosynthesis"	"-0.208"
"Caffeine metabolism"	"-0.222"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.227"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.232"
