"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0031012"	"extracellular matrix"	"67.896"	"1.4453226304474107E-73"
"GO:0005604"	"basement membrane"	"45.032"	"8.019254199663189E-27"
"GO:0005788"	"endoplasmic reticulum lumen"	"43.851"	"4.471424338407717E-13"
"GO:0005576"	"extracellular region"	"40.167"	"1.1722028599860764E-57"
"GO:0008305"	"integrin complex"	"36.848"	"1.4175000158386868E-5"
"GO:0005615"	"extracellular space"	"36.487"	"5.817104568225856E-42"
"GO:0005581"	"collagen trimer"	"32.313"	"3.922013668185729E-20"
"GO:0001527"	"microfibril"	"30.108"	"0.004700230038609296"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"28.388"	"0.03127654617598356"
"GO:0009986"	"cell surface"	"26.012"	"1.2790868929189664E-16"
