"Pathway"	"Z-score"
"ECM-receptor interaction"	"62.841"
"Focal adhesion"	"42.09"
"Protein digestion and absorption"	"38.867"
"Regulation of actin cytoskeleton"	"32.021"
"Hypertrophic cardiomyopathy (HCM)"	"27.599"
"Proteoglycans in cancer"	"26.874"
"Dilated cardiomyopathy (DCM)"	"25.603"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"25.259"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"23.396"
"PI3K-Akt signaling pathway"	"22.06"
"Human papillomavirus infection"	"21.894"
"Leukocyte transendothelial migration"	"20.583"
"Amoebiasis"	"19.472"
"Pathways in cancer"	"19.438"
"Malaria"	"18.472"
"Complement and coagulation cascades"	"16.68"
"AGE-RAGE signaling pathway in diabetic complications"	"16.424"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"16.153"
"Bacterial invasion of epithelial cells"	"16.051"
"Rap1 signaling pathway"	"15.397"
"Platelet activation"	"13.828"
"Small cell lung cancer"	"13.736"
"Relaxin signaling pathway"	"13.351"
"Gastric cancer"	"12.498"
"Cell adhesion molecules (CAMs)"	"12.486"
"MicroRNAs in cancer"	"12.173"
"Cytokine-cytokine receptor interaction"	"11.626"
"Hematopoietic cell lineage"	"10.741"
"Hepatocellular carcinoma"	"10.698"
"Fluid shear stress and atherosclerosis"	"10.628"
"Shigellosis"	"10.625"
"Adherens junction"	"9.667"
"Fc gamma R-mediated phagocytosis"	"9.526"
"Axon guidance"	"9.377"
"Salmonella infection"	"9.361"
"Basal cell carcinoma"	"9.311"
"Breast cancer"	"8.977"
"Colorectal cancer"	"8.826"
"Hepatitis B"	"8.667"
"Choline metabolism in cancer"	"8.484"
"TGF-beta signaling pathway"	"8.427"
"Prostate cancer"	"8.333"
"Bladder cancer"	"8.323"
"Mannose type O-glycan biosynthesis"	"8.23"
"Cholesterol metabolism"	"8.122"
"Renal cell carcinoma"	"8.056"
"Chemokine signaling pathway"	"7.824"
"Hippo signaling pathway"	"7.737"
"Melanoma"	"7.511"
"Tight junction"	"7.446"
"Pertussis"	"7.443"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"7.437"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"7.393"
"Ras signaling pathway"	"7.371"
"TNF signaling pathway"	"7.371"
"Other types of O-glycan biosynthesis"	"7.37"
"Fat digestion and absorption"	"7.276"
"Glioma"	"7.063"
"Pancreatic cancer"	"7.027"
"Signaling pathways regulating pluripotency of stem cells"	"7.005"
"ErbB signaling pathway"	"6.944"
"Vascular smooth muscle contraction"	"6.911"
"Endometrial cancer"	"6.91"
"Chronic myeloid leukemia"	"6.841"
"Chagas disease (American trypanosomiasis)"	"6.599"
"Jak-STAT signaling pathway"	"6.447"
"MAPK signaling pathway"	"6.435"
"Leishmaniasis"	"6.416"
"Inflammatory bowel disease (IBD)"	"6.395"
"Osteoclast differentiation"	"6.311"
"Wnt signaling pathway"	"6.212"
"VEGF signaling pathway"	"6.08"
"Phospholipase D signaling pathway"	"5.825"
"HTLV-I infection"	"5.786"
"Glycosaminoglycan degradation"	"5.677"
"GnRH signaling pathway"	"5.479"
"Vitamin digestion and absorption"	"5.338"
"Cardiac muscle contraction"	"5.327"
"FoxO signaling pathway"	"5.123"
"Fc epsilon RI signaling pathway"	"5.122"
"Rheumatoid arthritis"	"4.743"
"p53 signaling pathway"	"4.71"
"IL-17 signaling pathway"	"4.704"
"Neurotrophin signaling pathway"	"4.499"
"Oxytocin signaling pathway"	"4.474"
"Pathogenic Escherichia coli infection"	"4.471"
"cGMP-PKG signaling pathway"	"4.437"
"Natural killer cell mediated cytotoxicity"	"4.208"
"African trypanosomiasis"	"4.155"
"Non-small cell lung cancer"	"4.154"
"Adrenergic signaling in cardiomyocytes"	"4.127"
"Phagosome"	"4.07"
"Toxoplasmosis"	"4.062"
"Viral myocarditis"	"4.055"
"Acute myeloid leukemia"	"4.007"
"Melanogenesis"	"3.949"
"Cushing's syndrome"	"3.931"
"Phosphatidylinositol signaling system"	"3.741"
"cAMP signaling pathway"	"3.739"
"B cell receptor signaling pathway"	"3.707"
"T cell receptor signaling pathway"	"3.666"
"Kaposi's sarcoma-associated herpesvirus infection"	"3.638"
"Thyroid hormone synthesis"	"3.436"
"Apelin signaling pathway"	"3.422"
"HIF-1 signaling pathway"	"3.368"
"Prolactin signaling pathway"	"3.337"
"C-type lectin receptor signaling pathway"	"3.32"
"Thyroid hormone signaling pathway"	"3.259"
"Type II diabetes mellitus"	"3.13"
"Insulin resistance"	"3.101"
"Toll-like receptor signaling pathway"	"3.047"
"Thyroid cancer"	"3.035"
"Prion diseases"	"2.961"
"mTOR signaling pathway"	"2.814"
"Aldosterone-regulated sodium reabsorption"	"2.794"
"Epithelial cell signaling in Helicobacter pylori infection"	"2.793"
"Th17 cell differentiation"	"2.732"
"Glycerophospholipid metabolism"	"2.71"
"Inositol phosphate metabolism"	"2.71"
"Cellular senescence"	"2.7"
"Ether lipid metabolism"	"2.583"
"Hepatitis C"	"2.572"
"Notch signaling pathway"	"2.571"
"Glycosphingolipid biosynthesis - ganglio series"	"2.467"
"Pancreatic secretion"	"2.444"
"Endocytosis"	"2.429"
"Endocrine and other factor-regulated calcium reabsorption"	"2.396"
"Insulin signaling pathway"	"2.37"
"Sphingolipid signaling pathway"	"2.333"
"Renin-angiotensin system"	"2.301"
"Staphylococcus aureus infection"	"2.278"
"Ferroptosis"	"2.242"
"Apoptosis"	"2.176"
"Inflammatory mediator regulation of TRP channels"	"2.054"
"Transcriptional misregulation in cancer"	"1.973"
"Mineral absorption"	"1.956"
"Aminoacyl-tRNA biosynthesis"	"1.895"
"alpha-Linolenic acid metabolism"	"1.881"
"Lysosome"	"1.85"
"Gastric acid secretion"	"1.832"
"Propanoate metabolism"	"1.806"
"N-Glycan biosynthesis"	"1.801"
"Arginine and proline metabolism"	"1.721"
"Carbohydrate digestion and absorption"	"1.684"
"Intestinal immune network for IgA production"	"1.675"
"Drug metabolism - other enzymes"	"1.651"
"Cocaine addiction"	"1.622"
"Amphetamine addiction"	"1.602"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.579"
"Gap junction"	"1.537"
"Viral carcinogenesis"	"1.49"
"Long-term depression"	"1.443"
"Th1 and Th2 cell differentiation"	"1.434"
"Adipocytokine signaling pathway"	"1.392"
"Riboflavin metabolism"	"1.353"
"Insulin secretion"	"1.311"
"Tuberculosis"	"1.28"
"Amyotrophic lateral sclerosis (ALS)"	"1.249"
"Estrogen signaling pathway"	"1.176"
"Aldosterone synthesis and secretion"	"1.133"
"Non-alcoholic fatty liver disease (NAFLD)"	"1.121"
"Neuroactive ligand-receptor interaction"	"0.993"
"Longevity regulating pathway"	"0.859"
"Mitophagy - animal"	"0.859"
"Thiamine metabolism"	"0.854"
"Salivary secretion"	"0.835"
"Proximal tubule bicarbonate reclamation"	"0.832"
"Cholinergic synapse"	"0.789"
"PPAR signaling pathway"	"0.777"
"NF-kappa B signaling pathway"	"0.736"
"RIG-I-like receptor signaling pathway"	"0.735"
"Taste transduction"	"0.729"
"NOD-like receptor signaling pathway"	"0.643"
"Central carbon metabolism in cancer"	"0.634"
"Taurine and hypotaurine metabolism"	"0.602"
"Cortisol synthesis and secretion"	"0.546"
"Regulation of lipolysis in adipocytes"	"0.523"
"Phosphonate and phosphinate metabolism"	"0.508"
"Selenocompound metabolism"	"0.464"
"Alzheimer's disease"	"0.427"
"Renin secretion"	"0.419"
"Glycerolipid metabolism"	"0.396"
"Nicotinate and nicotinamide metabolism"	"0.277"
"ABC transporters"	"0.21"
"Folate biosynthesis"	"0.187"
"Mucin type O-glycan biosynthesis"	"0.169"
"Glutathione metabolism"	"0.115"
"Apoptosis - multiple species"	"0.067"
"Cell cycle"	"0.034"
"Circadian entrainment"	"0.002"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.005"
"Pyruvate metabolism"	"-0.03"
"GABAergic synapse"	"-0.05"
"Long-term potentiation"	"-0.059"
"Butanoate metabolism"	"-0.076"
"Cysteine and methionine metabolism"	"-0.092"
"Lysine degradation"	"-0.095"
"Synaptic vesicle cycle"	"-0.121"
"Tyrosine metabolism"	"-0.169"
"Morphine addiction"	"-0.172"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.18"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.187"
"D-Arginine and D-ornithine metabolism"	"-0.199"
"One carbon pool by folate"	"-0.227"
"D-Glutamine and D-glutamate metabolism"	"-0.24"
"Pantothenate and CoA biosynthesis"	"-0.249"
"Sphingolipid metabolism"	"-0.292"
"Linoleic acid metabolism"	"-0.318"
"Dopaminergic synapse"	"-0.325"
"Fatty acid elongation"	"-0.325"
"Serotonergic synapse"	"-0.337"
"Nitrogen metabolism"	"-0.342"
"Non-homologous end-joining"	"-0.396"
"Ovarian steroidogenesis"	"-0.436"
"Vasopressin-regulated water reabsorption"	"-0.456"
"DNA replication"	"-0.487"
"Caffeine metabolism"	"-0.6"
"Valine, leucine and isoleucine biosynthesis"	"-0.624"
"SNARE interactions in vesicular transport"	"-0.676"
"Glyoxylate and dicarboxylate metabolism"	"-0.685"
"Pentose phosphate pathway"	"-0.695"
"Pentose and glucuronate interconversions"	"-0.734"
"Phototransduction"	"-0.742"
"Steroid biosynthesis"	"-0.816"
"Asthma"	"-0.849"
"Fructose and mannose metabolism"	"-0.867"
"Arginine biosynthesis"	"-0.875"
"Synthesis and degradation of ketone bodies"	"-0.907"
"Biotin metabolism"	"-0.927"
"Citrate cycle (TCA cycle)"	"-0.971"
"Progesterone-mediated oocyte maturation"	"-1.009"
"beta-Alanine metabolism"	"-1.096"
"Vitamin B6 metabolism"	"-1.137"
"Biosynthesis of unsaturated fatty acids"	"-1.139"
"Type I diabetes mellitus"	"-1.181"
"Terpenoid backbone biosynthesis"	"-1.186"
"Other glycan degradation"	"-1.189"
"Bile secretion"	"-1.206"
"Alcoholism"	"-1.215"
"Primary immunodeficiency"	"-1.249"
"Lipoic acid metabolism"	"-1.252"
"Phenylalanine metabolism"	"-1.267"
"Fatty acid degradation"	"-1.389"
"Sulfur metabolism"	"-1.409"
"Alanine, aspartate and glutamate metabolism"	"-1.431"
"Glutamatergic synapse"	"-1.445"
"Fatty acid biosynthesis"	"-1.451"
"Porphyrin and chlorophyll metabolism"	"-1.459"
"Graft-versus-host disease"	"-1.46"
"Vibrio cholerae infection"	"-1.53"
"Histidine metabolism"	"-1.603"
"Valine, leucine and isoleucine degradation"	"-1.625"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-1.639"
"Sulfur relay system"	"-1.655"
"Allograft rejection"	"-1.719"
"Peroxisome"	"-1.72"
"Arachidonic acid metabolism"	"-1.724"
"Nicotine addiction"	"-1.753"
"Glucagon signaling pathway"	"-1.801"
"Necroptosis"	"-1.845"
"Hedgehog signaling pathway"	"-1.875"
"Tryptophan metabolism"	"-1.882"
"Glycine, serine and threonine metabolism"	"-1.944"
"Proteasome"	"-1.985"
"Mismatch repair"	"-1.996"
"Ascorbate and aldarate metabolism"	"-2.009"
"Primary bile acid biosynthesis"	"-2.05"
"Calcium signaling pathway"	"-2.195"
"Autophagy - animal"	"-2.254"
"Galactose metabolism"	"-2.254"
"Hippo signaling pathway - multiple species"	"-2.264"
"Herpes simplex infection"	"-2.333"
"Systemic lupus erythematosus"	"-2.451"
"Collecting duct acid secretion"	"-2.469"
"Base excision repair"	"-2.536"
"Glycolysis / Gluconeogenesis"	"-2.551"
"Oocyte meiosis"	"-2.56"
"Metabolism of xenobiotics by cytochrome P450"	"-2.599"
"Autophagy - other"	"-2.686"
"Protein export"	"-2.734"
"Drug metabolism - cytochrome P450"	"-2.75"
"Starch and sucrose metabolism"	"-2.76"
"Olfactory transduction"	"-2.845"
"Steroid hormone biosynthesis"	"-2.959"
"Retrograde endocannabinoid signaling"	"-3.01"
"AMPK signaling pathway"	"-3.051"
"Maturity onset diabetes of the young"	"-3.088"
"Influenza A"	"-3.239"
"Thermogenesis"	"-3.414"
"Cytosolic DNA-sensing pathway"	"-3.43"
"Amino sugar and nucleotide sugar metabolism"	"-3.453"
"Measles"	"-3.453"
"Huntington's disease"	"-3.558"
"Autoimmune thyroid disease"	"-3.628"
"Chemical carcinogenesis"	"-3.754"
"Fanconi anemia pathway"	"-3.951"
"Homologous recombination"	"-4.115"
"Legionellosis"	"-4.185"
"Retinol metabolism"	"-4.227"
"Protein processing in endoplasmic reticulum"	"-4.323"
"Circadian rhythm"	"-4.488"
"Parkinson's disease"	"-4.905"
"Oxidative phosphorylation"	"-5.343"
"Purine metabolism"	"-5.653"
"Antigen processing and presentation"	"-5.654"
"Epstein-Barr virus infection"	"-5.732"
"Pyrimidine metabolism"	"-5.84"
"Longevity regulating pathway - multiple species"	"-5.867"
"Ribosome"	"-6.033"
"Nucleotide excision repair"	"-6.065"
"RNA degradation"	"-6.175"
"Basal transcription factors"	"-6.603"
"Ubiquitin mediated proteolysis"	"-7.42"
"mRNA surveillance pathway"	"-7.425"
"RNA polymerase"	"-7.449"
"Ribosome biogenesis in eukaryotes"	"-7.839"
"RNA transport"	"-9.816"
"Spliceosome"	"-12.702"
