"GO.ID"	"GO.Term"	"NetBAS"	"DAVID"
"GO:0030198"	"extracellular matrix organization"	"66.655"	"1.2318151448778824E-74"
"GO:0033627"	"cell adhesion mediated by integrin"	"43.318"	"1.1005414775998103E-9"
"GO:0007155"	"cell adhesion"	"40.5"	"4.900703053594343E-35"
"GO:0030574"	"collagen catabolic process"	"38.886"	"1.1414805874062408E-17"
"GO:0022617"	"extracellular matrix disassembly"	"38.271"	"4.718963051030752E-21"
"GO:0030199"	"collagen fibril organization"	"36.803"	"4.881800600509852E-18"
"GO:0007160"	"cell-matrix adhesion"	"35.49"	"1.2530726632528465E-18"
"GO:0035987"	"endodermal cell differentiation"	"33.921"	"1.3888516574136728E-15"
"GO:0007229"	"integrin-mediated signaling pathway"	"27.829"	"1.71865242976073E-10"
"GO:0002576"	"platelet degranulation"	"27.08"	"2.5193140823084945E-9"
