"GO.ID"	"GO.Term"	"Z-score"
"GO:0062023"	NA	"70.18"
"GO:0031012"	"extracellular matrix"	"67.896"
"GO:0005604"	"basement membrane"	"45.032"
"GO:0005788"	"endoplasmic reticulum lumen"	"43.851"
"GO:0005576"	"extracellular region"	"40.167"
"GO:0008305"	"integrin complex"	"36.848"
"GO:0005615"	"extracellular space"	"36.487"
"GO:0005581"	"collagen trimer"	"32.313"
"GO:0001527"	"microfibril"	"30.108"
"GO:0071062"	"alphav-beta3 integrin-vitronectin complex"	"28.388"
"GO:0009986"	"cell surface"	"26.012"
"GO:0031093"	"platelet alpha granule lumen"	"24.023"
"GO:0005925"	"focal adhesion"	"23.947"
"GO:0034684"	"integrin alphav-beta5 complex"	"23.461"
"GO:0034683"	"integrin alphav-beta3 complex"	"23.225"
"GO:0071953"	"elastic fiber"	"23.121"
"GO:0034685"	"integrin alphav-beta6 complex"	"21.966"
"GO:0005594"	"collagen type IX trimer"	"21.467"
"GO:0035867"	"alphav-beta3 integrin-IGF-1-IGF1R complex"	"20.842"
"GO:0005796"	"Golgi lumen"	"20.766"
"GO:0005610"	"laminin-5 complex"	"20.57"
"GO:0005886"	"plasma membrane"	"20.226"
"GO:0034665"	"integrin alpha1-beta1 complex"	"20.154"
"GO:0005588"	"collagen type V trimer"	"19.758"
"GO:0035868"	"alphav-beta3 integrin-HMGB1 complex"	"19.297"
"GO:0070062"	"extracellular exosome"	"18.759"
"GO:0005584"	"collagen type I trimer"	"18.535"
"GO:0005607"	"laminin-2 complex"	"18.511"
"GO:0034686"	"integrin alphav-beta8 complex"	"18.49"
"GO:0034667"	"integrin alpha3-beta1 complex"	"18.476"
"GO:0005587"	"collagen type IV trimer"	"18.321"
"GO:0001725"	"stress fiber"	"18.066"
"GO:0034678"	"integrin alpha8-beta1 complex"	"17.958"
"GO:0034680"	"integrin alpha10-beta1 complex"	"17.394"
"GO:0071438"	"invadopodium membrane"	"17.35"
"GO:0015629"	"actin cytoskeleton"	"17.211"
"GO:0031527"	"filopodium membrane"	"17.162"
"GO:0043259"	"laminin-10 complex"	"16.89"
"GO:0009897"	"external side of plasma membrane"	"16.785"
"GO:0042383"	"sarcolemma"	"16.353"
"GO:0043260"	"laminin-11 complex"	"16.346"
"GO:0034681"	"integrin alpha11-beta1 complex"	"16.328"
"GO:0034677"	"integrin alpha7-beta1 complex"	"16.246"
"GO:0035866"	"alphav-beta3 integrin-PKCalpha complex"	"15.833"
"GO:0005606"	"laminin-1 complex"	"15.529"
"GO:0030027"	"lamellipodium"	"15.347"
"GO:0098966"	"perisynaptic extracellular matrix"	"15.281"
"GO:0031258"	"lamellipodium membrane"	"14.983"
"GO:0005577"	"fibrinogen complex"	"14.94"
"GO:0034679"	"integrin alpha9-beta1 complex"	"14.921"
"GO:0031091"	"platelet alpha granule"	"14.183"
"GO:0032587"	"ruffle membrane"	"14.12"
"GO:0042567"	"insulin-like growth factor ternary complex"	"14.106"
"GO:0005589"	"collagen type VI trimer"	"13.981"
"GO:0005903"	"brush border"	"13.77"
"GO:0005856"	"cytoskeleton"	"13.331"
"GO:0034666"	"integrin alpha2-beta1 complex"	"13.32"
"GO:0005592"	"collagen type XI trimer"	"13.27"
"GO:0042627"	"chylomicron"	"13.034"
"GO:0031528"	"microvillus membrane"	"12.798"
"GO:0001726"	"ruffle"	"12.79"
"GO:0045121"	"membrane raft"	"12.666"
"GO:0005861"	"troponin complex"	"12.525"
"GO:0034361"	"very-low-density lipoprotein particle"	"12.515"
"GO:0016942"	"insulin-like growth factor binding protein complex"	"12.448"
"GO:0000139"	"Golgi membrane"	"12.432"
"GO:0043235"	"receptor complex"	"12.276"
"GO:0030055"	"cell-substrate junction"	"12.265"
"GO:0005913"	"cell-cell adherens junction"	"12.09"
"GO:0005862"	"muscle thin filament tropomyosin"	"11.967"
"GO:0030018"	"Z disc"	"11.954"
"GO:0005911"	"cell-cell junction"	"11.952"
"GO:0098797"	"plasma membrane protein complex"	"11.943"
"GO:0005884"	"actin filament"	"11.672"
"GO:0005608"	"laminin-3 complex"	"11.642"
"GO:0016459"	"myosin complex"	"11.462"
"GO:0043034"	"costamere"	"11.328"
"GO:0005585"	"collagen type II trimer"	"11.274"
"GO:0043202"	"lysosomal lumen"	"11.209"
"GO:0005938"	"cell cortex"	"11.182"
"GO:0016012"	"sarcoglycan complex"	"11.178"
"GO:1990851"	"Wnt-Frizzled-LRP5/6 complex"	"11.085"
"GO:0016010"	"dystrophin-associated glycoprotein complex"	"11.075"
"GO:0005600"	"collagen type XIII trimer"	"10.956"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"10.842"
"GO:0031092"	"platelet alpha granule membrane"	"10.777"
"GO:0005859"	"muscle myosin complex"	"10.753"
"GO:0030017"	"sarcomere"	"10.669"
"GO:0005597"	"collagen type XVI trimer"	"10.618"
"GO:0005582"	"collagen type XV trimer"	"10.468"
"GO:0034362"	"low-density lipoprotein particle"	"10.41"
"GO:0048237"	"rough endoplasmic reticulum lumen"	"10.334"
"GO:0016013"	"syntrophin complex"	"10.308"
"GO:0099699"	NA	"10.266"
"GO:0032580"	"Golgi cisterna membrane"	"10.07"
"GO:0034363"	"intermediate-density lipoprotein particle"	"10.068"
"GO:0005865"	"striated muscle thin filament"	"10.05"
"GO:0043257"	"laminin-8 complex"	"9.877"
"GO:0045178"	"basal part of cell"	"9.732"
"GO:0043083"	"synaptic cleft"	"9.676"
