"GO.ID"	"GO.Term"	"Z-score"
"GO:0000256"	"allantoin catabolic process"	"15.772"
"GO:1901676"	"positive regulation of histone H3-K27 acetylation"	"15.772"
"GO:0070120"	"ciliary neurotrophic factor-mediated signaling pathway"	"15.562"
"GO:0048861"	"leukemia inhibitory factor signaling pathway"	"15.287"
"GO:0007266"	"Rho protein signal transduction"	"14.685"
"GO:0097477"	"lateral motor column neuron migration"	"13.927"
"GO:0021527"	"spinal cord association neuron differentiation"	"13.424"
"GO:0021526"	"medial motor column neuron differentiation"	"12.167"
"GO:0021937"	"cerebellar Purkinje cell-granule cell precursor cell signaling involved in regulation of granule cell precursor cell proliferation"	"12.167"
"GO:0021520"	"spinal cord motor neuron cell fate specification"	"12.16"
"GO:0034447"	"very-low-density lipoprotein particle clearance"	"11.942"
"GO:0006679"	"glucosylceramide biosynthetic process"	"11.904"
"GO:0010900"	"negative regulation of phosphatidylcholine catabolic process"	"11.904"
"GO:0034369"	"plasma lipoprotein particle remodeling"	"11.904"
"GO:0017038"	"protein import"	"11.141"
"GO:0045799"	"positive regulation of chromatin assembly or disassembly"	"11.13"
"GO:0060217"	"hemangioblast cell differentiation"	"11.13"
"GO:0060375"	"regulation of mast cell differentiation"	"11.13"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"11.061"
"GO:0021849"	"neuroblast division in subventricular zone"	"11.006"
"GO:2000744"	"positive regulation of anterior head development"	"10.832"
"GO:1902036"	"regulation of hematopoietic stem cell differentiation"	"10.601"
"GO:0021524"	"visceral motor neuron differentiation"	"10.527"
"GO:0030221"	"basophil differentiation"	"10.527"
"GO:0032805"	"positive regulation of low-density lipoprotein particle receptor catabolic process"	"10.394"
"GO:0007015"	"actin filament organization"	"10.285"
"GO:1900221"	"regulation of beta-amyloid clearance"	"10.257"
"GO:0000304"	"response to singlet oxygen"	"10.104"
"GO:1905430"	"cellular response to glycine"	"10.104"
"GO:0001507"	"acetylcholine catabolic process in synaptic cleft"	"9.947"
"GO:0035262"	"gonad morphogenesis"	"9.945"
"GO:0097380"	"dorsal spinal cord interneuron anterior axon guidance"	"9.945"
"GO:1902362"	"melanocyte apoptotic process"	"9.945"
"GO:1903054"	"negative regulation of extracellular matrix organization"	"9.945"
"GO:0038165"	"oncostatin-M-mediated signaling pathway"	"9.875"
"GO:0031936"	"negative regulation of chromatin silencing"	"9.815"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"9.789"
"GO:0002384"	"hepatic immune response"	"9.523"
"GO:0010933"	"positive regulation of macrophage tolerance induction"	"9.477"
"GO:0043244"	"regulation of protein complex disassembly"	"9.477"
"GO:0033563"	"dorsal/ventral axon guidance"	"9.426"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"9.365"
"GO:0030031"	"cell projection assembly"	"9.333"
"GO:1902951"	"negative regulation of dendritic spine maintenance"	"9.255"
"GO:1905477"	NA	"9.247"
"GO:1900449"	"regulation of glutamate receptor signaling pathway"	"9.242"
"GO:1905664"	NA	"9.242"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"9.139"
"GO:0055096"	"low-density lipoprotein particle mediated signaling"	"9.127"
"GO:0001705"	"ectoderm formation"	"9.069"
"GO:0003171"	"atrioventricular valve development"	"9.069"
"GO:0021763"	"subthalamic nucleus development"	"9.069"
"GO:0032823"	"regulation of natural killer cell differentiation"	"9.069"
"GO:0033082"	"regulation of extrathymic T cell differentiation"	"9.069"
"GO:0035846"	"oviduct epithelium development"	"9.069"
"GO:0035847"	"uterine epithelium development"	"9.069"
"GO:0035849"	"nephric duct elongation"	"9.069"
"GO:0035852"	"horizontal cell localization"	"9.069"
"GO:0038154"	"interleukin-11-mediated signaling pathway"	"9.069"
"GO:0046544"	"development of secondary male sexual characteristics"	"9.069"
"GO:0046668"	"regulation of retinal cell programmed cell death"	"9.069"
"GO:0051136"	"regulation of NK T cell differentiation"	"9.069"
"GO:0060127"	"prolactin secreting cell differentiation"	"9.069"
"GO:0060578"	"superior vena cava morphogenesis"	"9.069"
"GO:0071678"	"olfactory bulb axon guidance"	"9.069"
"GO:0072077"	"renal vesicle morphogenesis"	"9.069"
"GO:0072283"	"metanephric renal vesicle morphogenesis"	"9.069"
"GO:0097379"	"dorsal spinal cord interneuron posterior axon guidance"	"9.069"
"GO:0097531"	"mast cell migration"	"9.069"
"GO:1905572"	NA	"9.069"
"GO:1990654"	"sebum secreting cell proliferation"	"9.069"
"GO:0032802"	"low-density lipoprotein particle receptor catabolic process"	"9.06"
"GO:0016584"	"nucleosome positioning"	"9.054"
"GO:0050798"	"activated T cell proliferation"	"8.885"
"GO:0010916"	"negative regulation of very-low-density lipoprotein particle clearance"	"8.855"
"GO:0043044"	"ATP-dependent chromatin remodeling"	"8.809"
"GO:0060743"	"epithelial cell maturation involved in prostate gland development"	"8.769"
"GO:1905232"	"cellular response to L-glutamate"	"8.661"
"GO:0033564"	"anterior/posterior axon guidance"	"8.649"
"GO:0034383"	"low-density lipoprotein particle clearance"	"8.626"
"GO:0045910"	"negative regulation of DNA recombination"	"8.603"
"GO:0003015"	"heart process"	"8.557"
"GO:0032730"	"positive regulation of interleukin-1 alpha production"	"8.389"
"GO:1901258"	"positive regulation of macrophage colony-stimulating factor production"	"8.389"
"GO:0043368"	"positive T cell selection"	"8.388"
"GO:0050976"	"detection of mechanical stimulus involved in sensory perception of touch"	"8.388"
"GO:0010890"	"positive regulation of sequestering of triglyceride"	"8.225"
"GO:1903202"	"negative regulation of oxidative stress-induced cell death"	"8.127"
"GO:1902661"	"positive regulation of glucose mediated signaling pathway"	"8.112"
"GO:0060691"	"epithelial cell maturation involved in salivary gland development"	"8.101"
"GO:1900100"	"positive regulation of plasma cell differentiation"	"8.101"
"GO:0021800"	"cerebral cortex tangential migration"	"8.089"
"GO:0050690"	"regulation of defense response to virus by virus"	"8.089"
"GO:2000324"	"positive regulation of glucocorticoid receptor signaling pathway"	"8.069"
"GO:0008360"	"regulation of cell shape"	"8.055"
"GO:0021965"	"spinal cord ventral commissure morphogenesis"	"8.024"
"GO:0030261"	"chromosome condensation"	"7.984"
"GO:1903997"	"positive regulation of non-membrane spanning protein tyrosine kinase activity"	"7.967"
"GO:0030334"	"regulation of cell migration"	"7.846"
"GO:0097114"	"NMDA glutamate receptor clustering"	"7.845"
"GO:0021511"	"spinal cord patterning"	"7.838"
"GO:1902078"	"positive regulation of lateral motor column neuron migration"	"7.838"
"GO:1905596"	NA	"7.838"
"GO:1905601"	NA	"7.838"
"GO:0030036"	"actin cytoskeleton organization"	"7.819"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"7.785"
"GO:0048013"	"ephrin receptor signaling pathway"	"7.78"
"GO:2001056"	"positive regulation of cysteine-type endopeptidase activity"	"7.774"
"GO:0030950"	"establishment or maintenance of actin cytoskeleton polarity"	"7.761"
"GO:1904645"	"response to beta-amyloid"	"7.686"
"GO:0044027"	"hypermethylation of CpG island"	"7.601"
"GO:0021813"	"cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration"	"7.6"
"GO:0072010"	"glomerular epithelium development"	"7.6"
"GO:1901534"	"positive regulation of hematopoietic progenitor cell differentiation"	"7.6"
"GO:1902038"	"positive regulation of hematopoietic stem cell differentiation"	"7.6"
"GO:1902847"	"regulation of neuronal signal transduction"	"7.6"
"GO:1902998"	"positive regulation of neurofibrillary tangle assembly"	"7.6"
"GO:1903573"	"negative regulation of response to endoplasmic reticulum stress"	"7.6"
"GO:1905892"	NA	"7.6"
"GO:1905895"	NA	"7.6"
"GO:0003253"	"cardiac neural crest cell migration involved in outflow tract morphogenesis"	"7.592"
"GO:0006338"	"chromatin remodeling"	"7.563"
"GO:0038007"	"netrin-activated signaling pathway"	"7.541"
"GO:0021559"	"trigeminal nerve development"	"7.491"
"GO:0060426"	"lung vasculature development"	"7.491"
"GO:0007411"	"axon guidance"	"7.474"
"GO:0048644"	"muscle organ morphogenesis"	"7.455"
"GO:0045666"	"positive regulation of neuron differentiation"	"7.42"
"GO:0000305"	"response to oxygen radical"	"7.382"
"GO:0042659"	"regulation of cell fate specification"	"7.382"
"GO:0050865"	"regulation of cell activation"	"7.382"
"GO:0051917"	"regulation of fibrinolysis"	"7.382"
"GO:0150024"	NA	"7.382"
