geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04330	Notch signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04330+113878+182+1840+2648+28514+3280+3955+4851+4853+4854+51107+55851+5664+84441	44	14	0.23848238482384823	58.70454545454545	0	0	113878;182;1840;2648;28514;3280;3955;4851;4853;4854;51107;55851;5664;84441	ENSG00000117362;ENSG00000198719;ENSG00000275555;ENSG00000135144;ENSG00000091073;ENSG00000282379;ENSG00000114315;ENSG00000101384;ENSG00000108773;ENSG00000106003;ENSG00000184384;ENSG00000148400;ENSG00000134250;ENSG00000074181;ENSG00000143801;ENSG00000205155
hsa05224	Breast cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05224+182+26508+28514+3280+4851+4853+4854+595+6934+7472+7474+7855+8321+8324	137	14	0.7425474254742548	18.854014598540147	1.7763568394002505e-15	2.646771690706373e-13	182;26508;28514;3280;4851;4853;4854;595;6934;7472;7474;7855;8321;8324	ENSG00000110092;ENSG00000198719;ENSG00000275555;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000114315;ENSG00000163909;ENSG00000101384;ENSG00000148400;ENSG00000134250;ENSG00000074181;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa04310	Wnt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04310+23291+5467+5578+595+6500+6934+7472+7474+7855+8321+8324+8454+9978	125	13	0.6775067750677507	19.188	1.8318679906315083e-14	1.8196555373606316e-12	23291;5467;5578;595;6500;6934;7472;7474;7855;8321;8324;8454;9978	ENSG00000110092;ENSG00000055130;ENSG00000072803;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000112033;ENSG00000154229;ENSG00000100387;ENSG00000113558;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa05200	Pathways in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05200+182+26508+28514+3280+4851+4853+4854+5467+5578+595+6500+6934+7472+7474+7855+8321+8324+8454+9978	487	19	2.6395663956639566	7.198151950718686	1.376676550535194e-13	1.0256240301487196e-11	182;26508;28514;3280;4851;4853;4854;5467;5578;595;6500;6934;7472;7474;7855;8321;8324;8454;9978	ENSG00000110092;ENSG00000055130;ENSG00000198719;ENSG00000275555;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000114315;ENSG00000163909;ENSG00000101384;ENSG00000148400;ENSG00000134250;ENSG00000074181;ENSG00000112033;ENSG00000154229;ENSG00000100387;ENSG00000113558;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa05165	Human papillomavirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05165+182+26508+3280+3955+4851+4853+4854+595+6934+7472+7474+7855+8321+8324+84441	302	15	1.6368563685636857	9.163907284768213	5.933697977411612e-12	3.5364839945373206e-10	182;26508;3280;3955;4851;4853;4854;595;6934;7472;7474;7855;8321;8324;84441	ENSG00000110092;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000114315;ENSG00000163909;ENSG00000101384;ENSG00000106003;ENSG00000184384;ENSG00000148400;ENSG00000134250;ENSG00000074181;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa04916	Melanogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04916+5578+6934+7472+7474+7855+8321+8324	90	7	0.4878048780487805	14.35	3.5675750398311834e-7	1.4943451133175856e-5	5578;6934;7472;7474;7855;8321;8324	ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000154229;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa05217	Basal cell carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05217+6934+7472+7474+7855+8321+8324	55	6	0.2981029810298103	20.127272727272725	3.599097482265279e-7	1.4943451133175856e-5	6934;7472;7474;7855;8321;8324	ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa04390	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04390+23291+595+6934+7472+7474+7855+8321+8324	136	8	0.7371273712737128	10.852941176470589	4.011664733738485e-7	1.4943451133175856e-5	23291;595;6934;7472;7474;7855;8321;8324	ENSG00000110092;ENSG00000072803;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa05225	Hepatocellular carcinoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05225+5578+595+6934+7472+7474+7855+8321+8324	146	8	0.7913279132791328	10.10958904109589	6.927131842582313e-7	2.293650321210588e-5	5578;595;6934;7472;7474;7855;8321;8324	ENSG00000110092;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000154229;ENSG00000148737;ENSG00000105989;ENSG00000114251
hsa04934	Cushing syndrome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04934+595+6934+7472+7474+7855+8321+8324	134	7	0.7262872628726287	9.638059701492537	5.329144064813995e-6	1.5065521385873834e-4	595;6934;7472;7474;7855;8321;8324	ENSG00000110092;ENSG00000157240;ENSG00000163251;ENSG00000155760;ENSG00000148737;ENSG00000105989;ENSG00000114251
