"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"18.434"	"-18.434"
"GO:0032981"	"mitochondrial respiratory chain complex I assembly"	"17.769"	"-17.769"
"GO:0055114"	"oxidation-reduction process"	"16.574"	"-16.574"
"GO:0006099"	"tricarboxylic acid cycle"	"15.205"	"-15.205"
"GO:1902600"	"hydrogen ion transmembrane transport"	"14.48"	"-14.48"
"GO:0009060"	"aerobic respiration"	"13.295"	"-13.295"
"GO:0006096"	"glycolytic process"	"13.176"	"-13.176"
"GO:0061621"	"canonical glycolysis"	"12.899"	"-12.899"
"GO:0022900"	"electron transport chain"	"12.64"	"-12.64"
"GO:0006094"	"gluconeogenesis"	"12.487"	"-12.487"
"GO:0006986"	"response to unfolded protein"	"11.649"	"-11.649"
"GO:0042026"	"protein refolding"	"11.286"	"-11.286"
"GO:0043312"	"neutrophil degranulation"	"11.122"	"-11.122"
"GO:0006418"	"tRNA aminoacylation for protein translation"	"10.897"	"-10.897"
"GO:0007017"	"microtubule-based process"	"10.503"	"-10.503"
"GO:0045454"	"cell redox homeostasis"	"9.896"	"-9.896"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"9.798"	"-9.798"
"GO:0006457"	"protein folding"	"9.563"	"-9.563"
"GO:0034599"	"cellular response to oxidative stress"	"9.342"	"-9.342"
"GO:0046034"	"ATP metabolic process"	"9.326"	"-9.326"
"GO:0007339"	"binding of sperm to zona pellucida"	"9.288"	"-9.288"
"GO:0034620"	"cellular response to unfolded protein"	"9.209"	"-9.209"
"GO:0042407"	"cristae formation"	"8.945"	"-8.945"
"GO:0005975"	"carbohydrate metabolic process"	"8.515"	"-8.515"
"GO:0051289"	"protein homotetramerization"	"8.475"	"-8.475"
"GO:0045333"	"cellular respiration"	"8.279"	"-8.279"
"GO:0098656"	"anion transmembrane transport"	"8.019"	"-8.019"
"GO:0000226"	"microtubule cytoskeleton organization"	"8.007"	"-8.007"
"GO:0006635"	"fatty acid beta-oxidation"	"7.93"	"-7.93"
"GO:0007005"	"mitochondrion organization"	"7.757"	"-7.757"
"GO:0015949"	"nucleobase-containing small molecule interconversion"	"7.701"	"-7.701"
"GO:0055085"	"transmembrane transport"	"7.513"	"-7.513"
"GO:0098869"	"cellular oxidant detoxification"	"7.511"	"-7.511"
"GO:0034605"	"cellular response to heat"	"7.452"	"-7.452"
"GO:0006091"	"generation of precursor metabolites and energy"	"7.295"	"-7.295"
"GO:0015698"	"inorganic anion transport"	"7.291"	"-7.291"
"GO:0072593"	"reactive oxygen species metabolic process"	"7.169"	"-7.169"
"GO:0006979"	"response to oxidative stress"	"7.1"	"-7.1"
"GO:0042572"	"retinol metabolic process"	"7.014"	"-7.014"
"GO:0032482"	"Rab protein signal transduction"	"6.72"	"-6.72"
"GO:0033572"	"transferrin transport"	"6.707"	"-6.707"
"GO:0008637"	"apoptotic mitochondrial changes"	"6.523"	"-6.523"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"6.455"	"-6.455"
"GO:0009408"	"response to heat"	"6.241"	"-6.241"
"GO:0006644"	"phospholipid metabolic process"	"6.219"	"-6.219"
"GO:0034220"	"ion transmembrane transport"	"6.104"	"-6.104"
"GO:0046835"	"carbohydrate phosphorylation"	"6.067"	"-6.067"
