"GO.ID"	"GO.Term"	"Z-score"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"20.454"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"20.411"
"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"	"18.294"
"GO:0002818"	"intracellular defense response"	"18.221"
"GO:1901053"	"sarcosine catabolic process"	"18.221"
"GO:0046709"	"IDP catabolic process"	"16.048"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"15.915"
"GO:0006974"	"cellular response to DNA damage stimulus"	"15.848"
"GO:0006977"	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	"14.169"
"GO:0043066"	"negative regulation of apoptotic process"	"14.124"
"GO:0007050"	"cell cycle arrest"	"13.748"
"GO:0006366"	"transcription from RNA polymerase II promoter"	"13.292"
"GO:0042981"	"regulation of apoptotic process"	"13.165"
"GO:0016077"	"snoRNA catabolic process"	"12.865"
"GO:0035863"	"dITP catabolic process"	"12.865"
"GO:1901639"	"XDP catabolic process"	"12.865"
"GO:0046032"	"ADP catabolic process"	"12.563"
"GO:0006260"	"DNA replication"	"12.507"
"GO:1902895"	"positive regulation of pri-miRNA transcription from RNA polymerase II promoter"	"12.485"
"GO:0042771"	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"	"11.941"
"GO:0030521"	"androgen receptor signaling pathway"	"11.859"
"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"11.401"
"GO:0045787"	"positive regulation of cell cycle"	"11.322"
"GO:1901796"	"regulation of signal transduction by p53 class mediator"	"11.18"
"GO:0030308"	"negative regulation of cell growth"	"11.018"
"GO:0006468"	"protein phosphorylation"	"11.017"
"GO:0000768"	"syncytium formation by plasma membrane fusion"	"10.995"
"GO:0010718"	"positive regulation of epithelial to mesenchymal transition"	"10.991"
"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"10.897"
"GO:0008285"	"negative regulation of cell proliferation"	"10.614"
"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	"10.554"
"GO:0006367"	"transcription initiation from RNA polymerase II promoter"	"10.533"
"GO:0006355"	"regulation of transcription, DNA-templated"	"10.493"
"GO:0031658"	"negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle"	"10.467"
"GO:0006915"	"apoptotic process"	"10.423"
"GO:0008284"	"positive regulation of cell proliferation"	"10.229"
"GO:0061614"	"pri-miRNA transcription from RNA polymerase II promoter"	"10.214"
"GO:0071480"	"cellular response to gamma radiation"	"10.202"
"GO:0030509"	"BMP signaling pathway"	"10.022"
"GO:1902894"	"negative regulation of pri-miRNA transcription from RNA polymerase II promoter"	"9.91"
"GO:0051098"	"regulation of binding"	"9.849"
"GO:0006978"	"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"	"9.847"
"GO:0034644"	"cellular response to UV"	"9.824"
"GO:0007183"	"SMAD protein complex assembly"	"9.659"
"GO:0032909"	"regulation of transforming growth factor beta2 production"	"9.637"
"GO:0060395"	"SMAD protein signal transduction"	"9.591"
"GO:0017015"	"regulation of transforming growth factor beta receptor signaling pathway"	"9.481"
"GO:0060300"	"regulation of cytokine activity"	"9.477"
"GO:0090399"	"replicative senescence"	"9.458"
"GO:0097192"	"extrinsic apoptotic signaling pathway in absence of ligand"	"9.361"
"GO:0043525"	"positive regulation of neuron apoptotic process"	"9.337"
"GO:0051091"	"positive regulation of sequence-specific DNA binding transcription factor activity"	"9.299"
"GO:0070059"	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	"9.256"
"GO:0000082"	"G1/S transition of mitotic cell cycle"	"9.194"
"GO:0032332"	"positive regulation of chondrocyte differentiation"	"9.121"
"GO:0001666"	"response to hypoxia"	"9.028"
"GO:0008283"	"cell proliferation"	"8.991"
"GO:0001657"	"ureteric bud development"	"8.919"
"GO:0019221"	"cytokine-mediated signaling pathway"	"8.904"
"GO:0043536"	"positive regulation of blood vessel endothelial cell migration"	"8.881"
"GO:0019216"	"regulation of lipid metabolic process"	"8.879"
"GO:0072332"	"intrinsic apoptotic signaling pathway by p53 class mediator"	"8.828"
"GO:0010332"	"response to gamma radiation"	"8.815"
"GO:0043065"	"positive regulation of apoptotic process"	"8.806"
"GO:0030154"	"cell differentiation"	"8.775"
"GO:0097191"	"extrinsic apoptotic signaling pathway"	"8.771"
"GO:0010628"	"positive regulation of gene expression"	"8.759"
"GO:0043627"	"response to estrogen"	"8.756"
"GO:0051726"	"regulation of cell cycle"	"8.739"
"GO:0006296"	"nucleotide-excision repair, DNA incision, 5'-to lesion"	"8.727"
"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	"8.707"
"GO:0033683"	"nucleotide-excision repair, DNA incision"	"8.683"
"GO:0071456"	"cellular response to hypoxia"	"8.608"
"GO:0009887"	"animal organ morphogenesis"	"8.548"
"GO:0006919"	"activation of cysteine-type endopeptidase activity involved in apoptotic process"	"8.535"
"GO:1904837"	"beta-catenin-TCF complex assembly"	"8.401"
"GO:1901522"	"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus"	"8.399"
"GO:0006281"	"DNA repair"	"8.393"
"GO:0032570"	"response to progesterone"	"8.389"
"GO:0043518"	"negative regulation of DNA damage response, signal transduction by p53 class mediator"	"8.306"
"GO:0001701"	"in utero embryonic development"	"8.3"
"GO:0009411"	"response to UV"	"8.248"
"GO:0032924"	"activin receptor signaling pathway"	"8.195"
"GO:0021523"	"somatic motor neuron differentiation"	"8.156"
"GO:0021642"	"trochlear nerve formation"	"8.156"
"GO:0021703"	"locus ceruleus development"	"8.156"
"GO:0042941"	"D-alanine transport"	"8.101"
"GO:0006338"	"chromatin remodeling"	"8.027"
"GO:1900740"	"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"7.944"
"GO:1990785"	"response to water-immersion restraint stress"	"7.939"
"GO:0070301"	"cellular response to hydrogen peroxide"	"7.918"
"GO:0045600"	"positive regulation of fat cell differentiation"	"7.908"
"GO:0048511"	"rhythmic process"	"7.907"
"GO:0016575"	"histone deacetylation"	"7.827"
"GO:0010224"	"response to UV-B"	"7.826"
"GO:1904030"	"negative regulation of cyclin-dependent protein kinase activity"	"7.795"
"GO:0007492"	"endoderm development"	"7.785"
"GO:0048617"	"embryonic foregut morphogenesis"	"7.776"
"GO:0045668"	"negative regulation of osteoblast differentiation"	"7.737"
"GO:0007182"	"common-partner SMAD protein phosphorylation"	"7.727"
