"Pathway"	"Z-score"
"p53 signaling pathway - Homo sapiens (human)"	"19.611"
"Pathways in cancer - Homo sapiens (human)"	"18.31"
"Cell cycle - Homo sapiens (human)"	"18.283"
"Hepatitis B - Homo sapiens (human)"	"17.954"
"Pancreatic cancer - Homo sapiens (human)"	"17.647"
"Chronic myeloid leukemia - Homo sapiens (human)"	"17.41"
"Cellular senescence - Homo sapiens (human)"	"16.128"
"MicroRNAs in cancer - Homo sapiens (human)"	"15.975"
"FoxO signaling pathway - Homo sapiens (human)"	"15.846"
"Colorectal cancer - Homo sapiens (human)"	"15.807"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"14.979"
"Small cell lung cancer - Homo sapiens (human)"	"14.914"
"Human papillomavirus infection - Homo sapiens (human)"	"14.812"
"Melanoma - Homo sapiens (human)"	"14.808"
"Prostate cancer - Homo sapiens (human)"	"14.683"
"Gastric cancer - Homo sapiens (human)"	"14.374"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"14.363"
"Hepatocellular carcinoma - Homo sapiens (human)"	"14.024"
"Non-small cell lung cancer - Homo sapiens (human)"	"13.835"
"TGF-beta signaling pathway - Homo sapiens (human)"	"13.769"
"Breast cancer - Homo sapiens (human)"	"13.155"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"13.028"
"Bladder cancer - Homo sapiens (human)"	"12.875"
"Endometrial cancer - Homo sapiens (human)"	"12.78"
"HTLV-I infection - Homo sapiens (human)"	"12.659"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"12.183"
"Glioma - Homo sapiens (human)"	"11.892"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"11.298"
"Viral carcinogenesis - Homo sapiens (human)"	"11.201"
"Acute myeloid leukemia - Homo sapiens (human)"	"11.157"
"Thyroid cancer - Homo sapiens (human)"	"11.006"
"Apoptosis - Homo sapiens (human)"	"10.622"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"10.309"
"Proteoglycans in cancer - Homo sapiens (human)"	"10.278"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"10.265"
"Th17 cell differentiation - Homo sapiens (human)"	"9.885"
"Hepatitis C - Homo sapiens (human)"	"9.697"
"TNF signaling pathway - Homo sapiens (human)"	"9.396"
"Osteoclast differentiation - Homo sapiens (human)"	"9.243"
"Tuberculosis - Homo sapiens (human)"	"9.104"
"Renal cell carcinoma - Homo sapiens (human)"	"9.081"
"ErbB signaling pathway - Homo sapiens (human)"	"8.929"
"Focal adhesion - Homo sapiens (human)"	"8.912"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"8.644"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"8.383"
"Prolactin signaling pathway - Homo sapiens (human)"	"8.315"
"Nucleotide excision repair - Homo sapiens (human)"	"8.297"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"8.06"
"Notch signaling pathway - Homo sapiens (human)"	"7.873"
"MAPK signaling pathway - Homo sapiens (human)"	"7.827"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"7.794"
"Herpes simplex infection - Homo sapiens (human)"	"7.691"
"Apoptosis - multiple species - Homo sapiens (human)"	"7.648"
"Longevity regulating pathway - Homo sapiens (human)"	"7.524"
"Cushing,s syndrome - Homo sapiens (human)"	"7.479"
"Insulin resistance - Homo sapiens (human)"	"7.477"
"Hippo signaling pathway - Homo sapiens (human)"	"7.316"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"7.275"
"Wnt signaling pathway - Homo sapiens (human)"	"7.26"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"7.241"
"Leishmaniasis - Homo sapiens (human)"	"7.11"
"Basal cell carcinoma - Homo sapiens (human)"	"7.103"
"Choline metabolism in cancer - Homo sapiens (human)"	"6.977"
"Ubiquitin mediated proteolysis - Homo sapiens (human)"	"6.795"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"6.715"
"Adherens junction - Homo sapiens (human)"	"6.707"
"HIF-1 signaling pathway - Homo sapiens (human)"	"6.635"
"Epstein-Barr virus infection - Homo sapiens (human)"	"6.627"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"6.548"
"VEGF signaling pathway - Homo sapiens (human)"	"6.473"
"Autophagy - animal - Homo sapiens (human)"	"6.467"
"Base excision repair - Homo sapiens (human)"	"6.362"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"6.334"
"Relaxin signaling pathway - Homo sapiens (human)"	"6.321"
"Mitophagy - animal - Homo sapiens (human)"	"6.193"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"6.182"
"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	"6.103"
"Measles - Homo sapiens (human)"	"6.079"
"Mismatch repair - Homo sapiens (human)"	"6.012"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"5.845"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"5.812"
"IL-17 signaling pathway - Homo sapiens (human)"	"5.79"
"DNA replication - Homo sapiens (human)"	"5.659"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"5.62"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"5.543"
"T cell receptor signaling pathway - Homo sapiens (human)"	"5.307"
"B cell receptor signaling pathway - Homo sapiens (human)"	"4.854"
"Homologous recombination - Homo sapiens (human)"	"4.759"
"Protein digestion and absorption - Homo sapiens (human)"	"4.52"
"Central carbon metabolism in cancer - Homo sapiens (human)"	"4.415"
"AMPK signaling pathway - Homo sapiens (human)"	"4.299"
"NF-kappa B signaling pathway - Homo sapiens (human)"	"4.232"
"Influenza A - Homo sapiens (human)"	"4.229"
"Taurine and hypotaurine metabolism - Homo sapiens (human)"	"4.173"
"Rap1 signaling pathway - Homo sapiens (human)"	"4.145"
"Fanconi anemia pathway - Homo sapiens (human)"	"4.132"
"Toxoplasmosis - Homo sapiens (human)"	"4.079"
"Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	"3.987"
"PPAR signaling pathway - Homo sapiens (human)"	"3.951"
"Ras signaling pathway - Homo sapiens (human)"	"3.917"
