Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005829~cytosol	71	36.04060913705584	2.446769302066347E-9	ENSG00000115008, ENSG00000168209, ENSG00000164331, ENSG00000055163, ENSG00000026103, ENSG00000171720, ENSG00000170345, ENSG00000087074, ENSG00000160310, ENSG00000175793, ENSG00000063177, ENSG00000197892, ENSG00000118640, ENSG00000080546, ENSG00000175197, ENSG00000118689, ENSG00000176170, ENSG00000185650, ENSG00000159173, ENSG00000164070, ENSG00000179593, ENSG00000123124, ENSG00000181467, ENSG00000183696, ENSG00000106992, ENSG00000137331, ENSG00000087088, ENSG00000136159, ENSG00000213977, ENSG00000114738, ENSG00000141510, ENSG00000120868, ENSG00000073282, ENSG00000145632, ENSG00000148400, ENSG00000111716, ENSG00000118971, ENSG00000176153, ENSG00000100292, ENSG00000136003, ENSG00000185088, ENSG00000065357, ENSG00000159388, ENSG00000147889, ENSG00000177606, ENSG00000142192, ENSG00000116514, ENSG00000100417, ENSG00000130066, ENSG00000058262, ENSG00000111725, ENSG00000147883, ENSG00000124762, ENSG00000130255, ENSG00000112306, ENSG00000174775, ENSG00000160271, ENSG00000030110, ENSG00000175866, ENSG00000176749, ENSG00000137752, ENSG00000109670, ENSG00000135679, ENSG00000185338, ENSG00000196839, ENSG00000265972, ENSG00000101255, ENSG00000109906, ENSG00000104419, ENSG00000144034, ENSG00000103540	191	3399	18224	1.9930469232558392	1.0521102651317449E-6	1.0521102651317449E-6	3.4486704048042327E-6
GOTERM_CC_ALL	GO:0031974~membrane-enclosed lumen	84	42.63959390862944	4.415345258807411E-9	ENSG00000100532, ENSG00000172667, ENSG00000197461, ENSG00000171720, ENSG00000170345, ENSG00000160310, ENSG00000059728, ENSG00000132275, ENSG00000063177, ENSG00000173846, ENSG00000163743, ENSG00000175197, ENSG00000154217, ENSG00000172613, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000170855, ENSG00000168564, ENSG00000067334, ENSG00000161513, ENSG00000154767, ENSG00000090061, ENSG00000114738, ENSG00000141510, ENSG00000167565, ENSG00000073282, ENSG00000185591, ENSG00000187837, ENSG00000134899, ENSG00000169567, ENSG00000186350, ENSG00000186834, ENSG00000148400, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000170734, ENSG00000105329, ENSG00000181026, ENSG00000100292, ENSG00000136003, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000196743, ENSG00000246705, ENSG00000147889, ENSG00000111424, ENSG00000177606, ENSG00000216490, ENSG00000142192, ENSG00000117984, ENSG00000070061, ENSG00000135423, ENSG00000132646, ENSG00000147883, ENSG00000111725, ENSG00000124762, ENSG00000130255, ENSG00000174080, ENSG00000179163, ENSG00000112306, ENSG00000245848, ENSG00000113328, ENSG00000099875, ENSG00000116717, ENSG00000176749, ENSG00000136826, ENSG00000109670, ENSG00000135679, ENSG00000134574, ENSG00000162772, ENSG00000196839, ENSG00000112576, ENSG00000184205, ENSG00000185339, ENSG00000129682, ENSG00000068745, ENSG00000108384, ENSG00000265972, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	4457	18224	1.7982372572352217	1.8985966858675596E-6	9.492987934622832E-7	6.223337123412165E-6
GOTERM_CC_ALL	GO:0043233~organelle lumen	82	41.62436548223351	1.3893251703973382E-8	ENSG00000100532, ENSG00000172667, ENSG00000197461, ENSG00000171720, ENSG00000170345, ENSG00000160310, ENSG00000059728, ENSG00000132275, ENSG00000063177, ENSG00000173846, ENSG00000163743, ENSG00000175197, ENSG00000154217, ENSG00000172613, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000168564, ENSG00000067334, ENSG00000161513, ENSG00000154767, ENSG00000090061, ENSG00000114738, ENSG00000141510, ENSG00000167565, ENSG00000073282, ENSG00000185591, ENSG00000187837, ENSG00000134899, ENSG00000169567, ENSG00000186350, ENSG00000186834, ENSG00000148400, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000105329, ENSG00000181026, ENSG00000170734, ENSG00000100292, ENSG00000136003, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000196743, ENSG00000246705, ENSG00000147889, ENSG00000111424, ENSG00000177606, ENSG00000216490, ENSG00000142192, ENSG00000117984, ENSG00000070061, ENSG00000135423, ENSG00000132646, ENSG00000147883, ENSG00000111725, ENSG00000124762, ENSG00000130255, ENSG00000174080, ENSG00000179163, ENSG00000112306, ENSG00000245848, ENSG00000113328, ENSG00000099875, ENSG00000116717, ENSG00000176749, ENSG00000136826, ENSG00000109670, ENSG00000135679, ENSG00000134574, ENSG00000162772, ENSG00000196839, ENSG00000112576, ENSG00000184205, ENSG00000185339, ENSG00000129682, ENSG00000068745, ENSG00000108384, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	4400	18224	1.7781627796287482	5.974080410475757E-6	1.9913641023938666E-6	1.9582247223759452E-5
GOTERM_CC_ALL	GO:0070013~intracellular organelle lumen	81	41.11675126903553	1.5211040770334202E-8	ENSG00000100532, ENSG00000172667, ENSG00000197461, ENSG00000171720, ENSG00000170345, ENSG00000160310, ENSG00000059728, ENSG00000132275, ENSG00000063177, ENSG00000173846, ENSG00000163743, ENSG00000175197, ENSG00000154217, ENSG00000172613, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000168564, ENSG00000067334, ENSG00000161513, ENSG00000154767, ENSG00000090061, ENSG00000114738, ENSG00000141510, ENSG00000167565, ENSG00000073282, ENSG00000185591, ENSG00000187837, ENSG00000134899, ENSG00000169567, ENSG00000186350, ENSG00000186834, ENSG00000148400, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000105329, ENSG00000181026, ENSG00000170734, ENSG00000100292, ENSG00000136003, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000196743, ENSG00000246705, ENSG00000147889, ENSG00000111424, ENSG00000177606, ENSG00000216490, ENSG00000142192, ENSG00000117984, ENSG00000070061, ENSG00000135423, ENSG00000132646, ENSG00000147883, ENSG00000111725, ENSG00000124762, ENSG00000130255, ENSG00000174080, ENSG00000179163, ENSG00000112306, ENSG00000245848, ENSG00000113328, ENSG00000099875, ENSG00000116717, ENSG00000176749, ENSG00000136826, ENSG00000109670, ENSG00000135679, ENSG00000134574, ENSG00000162772, ENSG00000112576, ENSG00000184205, ENSG00000185339, ENSG00000129682, ENSG00000068745, ENSG00000108384, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	4328	18224	1.785698386737765	6.540726185999546E-6	1.6351855572915852E-6	2.14396431719166E-5
GOTERM_CC_ALL	GO:0043227~membrane-bounded organelle	162	82.23350253807106	2.083162277449558E-8	ENSG00000168209, ENSG00000172667, ENSG00000100532, ENSG00000164331, ENSG00000197461, ENSG00000171720, ENSG00000087074, ENSG00000160310, ENSG00000115107, ENSG00000168003, ENSG00000023892, ENSG00000175197, ENSG00000154217, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000164070, ENSG00000161513, ENSG00000196154, ENSG00000137331, ENSG00000154767, ENSG00000087088, ENSG00000197747, ENSG00000141510, ENSG00000110651, ENSG00000167565, ENSG00000176046, ENSG00000073282, ENSG00000134899, ENSG00000186350, ENSG00000085117, ENSG00000168394, ENSG00000148400, ENSG00000111716, ENSG00000140945, ENSG00000177106, ENSG00000170734, ENSG00000170836, ENSG00000136003, ENSG00000196743, ENSG00000159388, ENSG00000147889, ENSG00000216490, ENSG00000177606, ENSG00000142192, ENSG00000116514, ENSG00000117984, ENSG00000070061, ENSG00000128422, ENSG00000135423, ENSG00000111725, ENSG00000196313, ENSG00000147883, ENSG00000179163, ENSG00000174080, ENSG00000160271, ENSG00000245848, ENSG00000099875, ENSG00000175866, ENSG00000116717, ENSG00000136826, ENSG00000137752, ENSG00000162772, ENSG00000134574, ENSG00000149418, ENSG00000132470, ENSG00000110925, ENSG00000108384, ENSG00000265972, ENSG00000133639, ENSG00000042445, ENSG00000144034, ENSG00000104419, ENSG00000206075, ENSG00000177551, ENSG00000055163, ENSG00000170345, ENSG00000026103, ENSG00000076604, ENSG00000175793, ENSG00000059728, ENSG00000151012, ENSG00000132275, ENSG00000118640, ENSG00000063177, ENSG00000173846, ENSG00000080546, ENSG00000163235, ENSG00000100439, ENSG00000163743, ENSG00000135503, ENSG00000181104, ENSG00000172613, ENSG00000148175, ENSG00000170855, ENSG00000143819, ENSG00000176170, ENSG00000141232, ENSG00000185650, ENSG00000118308, ENSG00000168564, ENSG00000179593, ENSG00000067334, ENSG00000123124, ENSG00000181467, ENSG00000106992, ENSG00000090061, ENSG00000129667, ENSG00000114023, ENSG00000213977, ENSG00000114738, ENSG00000101000, ENSG00000137975, ENSG00000116704, ENSG00000120868, ENSG00000185591, ENSG00000187837, ENSG00000169567, ENSG00000186834, ENSG00000113070, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000176153, ENSG00000181026, ENSG00000105329, ENSG00000112378, ENSG00000100292, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000246705, ENSG00000102804, ENSG00000111424, ENSG00000136048, ENSG00000174307, ENSG00000058262, ENSG00000064115, ENSG00000132646, ENSG00000124762, ENSG00000130255, ENSG00000174775, ENSG00000112306, ENSG00000113328, ENSG00000030110, ENSG00000132334, ENSG00000176749, ENSG00000135679, ENSG00000109670, ENSG00000185338, ENSG00000196839, ENSG00000112576, ENSG00000185339, ENSG00000184205, ENSG00000129682, ENSG00000196576, ENSG00000068745, ENSG00000169738, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	12209	18224	1.2660336829881311	8.957557760980173E-6	1.7915179713057228E-6	2.9361734632527003E-5
GOTERM_CC_ALL	GO:0043226~organelle	169	85.78680203045685	4.350579821914218E-8	ENSG00000168209, ENSG00000172667, ENSG00000100532, ENSG00000164331, ENSG00000197461, ENSG00000171720, ENSG00000087074, ENSG00000160310, ENSG00000115107, ENSG00000168003, ENSG00000023892, ENSG00000175197, ENSG00000154217, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000164070, ENSG00000161513, ENSG00000196154, ENSG00000137331, ENSG00000154767, ENSG00000087088, ENSG00000197747, ENSG00000141510, ENSG00000110651, ENSG00000167565, ENSG00000176046, ENSG00000073282, ENSG00000134899, ENSG00000186350, ENSG00000085117, ENSG00000168394, ENSG00000148400, ENSG00000111716, ENSG00000140945, ENSG00000177106, ENSG00000170734, ENSG00000170836, ENSG00000136003, ENSG00000196743, ENSG00000159388, ENSG00000147889, ENSG00000216490, ENSG00000177606, ENSG00000142192, ENSG00000116514, ENSG00000117984, ENSG00000070061, ENSG00000128422, ENSG00000135423, ENSG00000111725, ENSG00000196313, ENSG00000147883, ENSG00000179163, ENSG00000174080, ENSG00000160271, ENSG00000245848, ENSG00000099875, ENSG00000175866, ENSG00000116717, ENSG00000136826, ENSG00000137752, ENSG00000162772, ENSG00000134574, ENSG00000149418, ENSG00000138311, ENSG00000132470, ENSG00000110925, ENSG00000108384, ENSG00000265972, ENSG00000133639, ENSG00000042445, ENSG00000144034, ENSG00000104419, ENSG00000103540, ENSG00000206075, ENSG00000177551, ENSG00000055163, ENSG00000170345, ENSG00000026103, ENSG00000076604, ENSG00000175793, ENSG00000059728, ENSG00000151012, ENSG00000132275, ENSG00000118640, ENSG00000063177, ENSG00000197892, ENSG00000173846, ENSG00000080546, ENSG00000163235, ENSG00000100439, ENSG00000163743, ENSG00000135503, ENSG00000181104, ENSG00000172613, ENSG00000148175, ENSG00000170855, ENSG00000159450, ENSG00000143819, ENSG00000176170, ENSG00000141232, ENSG00000185650, ENSG00000159173, ENSG00000118308, ENSG00000116213, ENSG00000168564, ENSG00000179593, ENSG00000067334, ENSG00000123124, ENSG00000181467, ENSG00000106992, ENSG00000090061, ENSG00000129667, ENSG00000114023, ENSG00000213977, ENSG00000114738, ENSG00000101000, ENSG00000137975, ENSG00000116704, ENSG00000120868, ENSG00000185591, ENSG00000145632, ENSG00000187837, ENSG00000169567, ENSG00000186834, ENSG00000113070, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000176153, ENSG00000181026, ENSG00000112378, ENSG00000105329, ENSG00000100292, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000246705, ENSG00000102804, ENSG00000111424, ENSG00000136048, ENSG00000174307, ENSG00000058262, ENSG00000064115, ENSG00000132646, ENSG00000124762, ENSG00000130255, ENSG00000112306, ENSG00000174775, ENSG00000113328, ENSG00000030110, ENSG00000132334, ENSG00000176749, ENSG00000135679, ENSG00000109670, ENSG00000185338, ENSG00000196839, ENSG00000112576, ENSG00000185339, ENSG00000184205, ENSG00000129682, ENSG00000196576, ENSG00000068745, ENSG00000169738, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	13154	18224	1.2258552929572912	1.8707318642952053E-5	3.1179107438106257E-6	6.132049942264572E-5
GOTERM_CC_ALL	GO:0044424~intracellular part	174	88.3248730964467	7.087062787235359E-8	ENSG00000115008, ENSG00000168209, ENSG00000172667, ENSG00000100532, ENSG00000164331, ENSG00000197461, ENSG00000171720, ENSG00000087074, ENSG00000160310, ENSG00000115107, ENSG00000168003, ENSG00000023892, ENSG00000175197, ENSG00000154217, ENSG00000110002, ENSG00000152104, ENSG00000163083, ENSG00000118689, ENSG00000164070, ENSG00000161513, ENSG00000196154, ENSG00000137331, ENSG00000154767, ENSG00000183696, ENSG00000087088, ENSG00000136159, ENSG00000141510, ENSG00000167565, ENSG00000176046, ENSG00000129455, ENSG00000073282, ENSG00000134899, ENSG00000186350, ENSG00000168394, ENSG00000148400, ENSG00000111716, ENSG00000140945, ENSG00000177106, ENSG00000170734, ENSG00000170836, ENSG00000136003, ENSG00000196743, ENSG00000065357, ENSG00000159388, ENSG00000147889, ENSG00000177606, ENSG00000216490, ENSG00000142192, ENSG00000116514, ENSG00000117984, ENSG00000070061, ENSG00000128422, ENSG00000135423, ENSG00000111725, ENSG00000196313, ENSG00000147883, ENSG00000179163, ENSG00000174080, ENSG00000160271, ENSG00000245848, ENSG00000099875, ENSG00000175866, ENSG00000116717, ENSG00000136826, ENSG00000137752, ENSG00000111907, ENSG00000162772, ENSG00000134574, ENSG00000138311, ENSG00000132470, ENSG00000143333, ENSG00000110925, ENSG00000108384, ENSG00000265972, ENSG00000133639, ENSG00000042445, ENSG00000144034, ENSG00000104419, ENSG00000103540, ENSG00000128342, ENSG00000206075, ENSG00000177551, ENSG00000055163, ENSG00000170345, ENSG00000076604, ENSG00000026103, ENSG00000175793, ENSG00000059728, ENSG00000151012, ENSG00000132275, ENSG00000118640, ENSG00000063177, ENSG00000197892, ENSG00000173846, ENSG00000080546, ENSG00000163235, ENSG00000100439, ENSG00000163743, ENSG00000181104, ENSG00000172613, ENSG00000148175, ENSG00000170855, ENSG00000197562, ENSG00000159450, ENSG00000143819, ENSG00000176170, ENSG00000141232, ENSG00000185650, ENSG00000159173, ENSG00000118308, ENSG00000116213, ENSG00000168564, ENSG00000179593, ENSG00000067334, ENSG00000123124, ENSG00000181467, ENSG00000106992, ENSG00000090061, ENSG00000129667, ENSG00000114023, ENSG00000213977, ENSG00000114738, ENSG00000101000, ENSG00000137975, ENSG00000116704, ENSG00000120868, ENSG00000185591, ENSG00000145632, ENSG00000187837, ENSG00000169567, ENSG00000186834, ENSG00000113070, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000176153, ENSG00000181026, ENSG00000112378, ENSG00000105329, ENSG00000100292, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000246705, ENSG00000102804, ENSG00000111424, ENSG00000136048, ENSG00000100417, ENSG00000130066, ENSG00000174307, ENSG00000058262, ENSG00000132646, ENSG00000124762, ENSG00000130255, ENSG00000112306, ENSG00000174775, ENSG00000113328, ENSG00000030110, ENSG00000132334, ENSG00000176749, ENSG00000109670, ENSG00000135679, ENSG00000185338, ENSG00000196839, ENSG00000112576, ENSG00000185339, ENSG00000184205, ENSG00000129682, ENSG00000068745, ENSG00000169738, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	13860	18224	1.1978332313410847	3.047390674726369E-5	4.353472107365697E-6	9.989062840221052E-5
GOTERM_CC_ALL	GO:0005634~nucleus	110	55.83756345177665	1.2347217762929669E-7	ENSG00000100532, ENSG00000172667, ENSG00000164331, ENSG00000171720, ENSG00000160310, ENSG00000168003, ENSG00000023892, ENSG00000175197, ENSG00000154217, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000164070, ENSG00000196154, ENSG00000154767, ENSG00000137331, ENSG00000087088, ENSG00000141510, ENSG00000167565, ENSG00000176046, ENSG00000073282, ENSG00000134899, ENSG00000186350, ENSG00000148400, ENSG00000170734, ENSG00000170836, ENSG00000136003, ENSG00000147889, ENSG00000177606, ENSG00000142192, ENSG00000070061, ENSG00000147883, ENSG00000196313, ENSG00000111725, ENSG00000160271, ENSG00000245848, ENSG00000099875, ENSG00000116717, ENSG00000136826, ENSG00000134574, ENSG00000162772, ENSG00000132470, ENSG00000108384, ENSG00000110925, ENSG00000265972, ENSG00000133639, ENSG00000042445, ENSG00000104419, ENSG00000144034, ENSG00000177551, ENSG00000055163, ENSG00000026103, ENSG00000076604, ENSG00000170345, ENSG00000175793, ENSG00000059728, ENSG00000132275, ENSG00000063177, ENSG00000080546, ENSG00000173846, ENSG00000163235, ENSG00000163743, ENSG00000172613, ENSG00000141232, ENSG00000176170, ENSG00000185650, ENSG00000118308, ENSG00000168564, ENSG00000179593, ENSG00000067334, ENSG00000123124, ENSG00000090061, ENSG00000213977, ENSG00000114738, ENSG00000137975, ENSG00000120868, ENSG00000185591, ENSG00000187837, ENSG00000169567, ENSG00000186834, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000105329, ENSG00000181026, ENSG00000100292, ENSG00000198000, ENSG00000185088, ENSG00000246705, ENSG00000102804, ENSG00000111424, ENSG00000132646, ENSG00000124762, ENSG00000130255, ENSG00000174775, ENSG00000112306, ENSG00000113328, ENSG00000132334, ENSG00000176749, ENSG00000135679, ENSG00000109670, ENSG00000185338, ENSG00000112576, ENSG00000184205, ENSG00000129682, ENSG00000068745, ENSG00000169738, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	7048	18224	1.4891454855560378	5.30916302323714E-5	6.636607932986038E-6	1.7403132333004834E-4
GOTERM_CC_ALL	GO:0005622~intracellular	176	89.34010152284264	1.501324373093245E-7	ENSG00000115008, ENSG00000168209, ENSG00000172667, ENSG00000100532, ENSG00000164331, ENSG00000197461, ENSG00000171720, ENSG00000087074, ENSG00000160310, ENSG00000115107, ENSG00000168003, ENSG00000023892, ENSG00000175197, ENSG00000154217, ENSG00000110002, ENSG00000152104, ENSG00000163083, ENSG00000118689, ENSG00000166592, ENSG00000164070, ENSG00000161513, ENSG00000196154, ENSG00000137331, ENSG00000154767, ENSG00000183696, ENSG00000087088, ENSG00000136159, ENSG00000141510, ENSG00000167565, ENSG00000176046, ENSG00000129455, ENSG00000073282, ENSG00000134899, ENSG00000186350, ENSG00000168394, ENSG00000148400, ENSG00000111716, ENSG00000140945, ENSG00000177106, ENSG00000170734, ENSG00000170836, ENSG00000136003, ENSG00000196743, ENSG00000065357, ENSG00000159388, ENSG00000147889, ENSG00000177606, ENSG00000216490, ENSG00000142192, ENSG00000116514, ENSG00000117984, ENSG00000070061, ENSG00000128422, ENSG00000135423, ENSG00000111725, ENSG00000196313, ENSG00000147883, ENSG00000179163, ENSG00000174080, ENSG00000160271, ENSG00000245848, ENSG00000099875, ENSG00000175866, ENSG00000116717, ENSG00000136826, ENSG00000137752, ENSG00000111907, ENSG00000162772, ENSG00000134574, ENSG00000138311, ENSG00000132470, ENSG00000143333, ENSG00000110925, ENSG00000108384, ENSG00000265972, ENSG00000133639, ENSG00000042445, ENSG00000144034, ENSG00000104419, ENSG00000103540, ENSG00000128342, ENSG00000206075, ENSG00000177551, ENSG00000055163, ENSG00000170345, ENSG00000076604, ENSG00000026103, ENSG00000175793, ENSG00000059728, ENSG00000151012, ENSG00000132275, ENSG00000118640, ENSG00000063177, ENSG00000197892, ENSG00000173846, ENSG00000080546, ENSG00000163235, ENSG00000100439, ENSG00000163743, ENSG00000181104, ENSG00000172613, ENSG00000148175, ENSG00000170855, ENSG00000197562, ENSG00000159450, ENSG00000143819, ENSG00000176170, ENSG00000141232, ENSG00000185650, ENSG00000159173, ENSG00000118308, ENSG00000116213, ENSG00000168564, ENSG00000179593, ENSG00000067334, ENSG00000123124, ENSG00000181467, ENSG00000106992, ENSG00000090061, ENSG00000129667, ENSG00000114023, ENSG00000213977, ENSG00000114738, ENSG00000101000, ENSG00000137975, ENSG00000116704, ENSG00000120868, ENSG00000185591, ENSG00000145632, ENSG00000187837, ENSG00000169567, ENSG00000186834, ENSG00000113070, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000183044, ENSG00000176153, ENSG00000181026, ENSG00000112378, ENSG00000105329, ENSG00000100292, ENSG00000115884, ENSG00000185088, ENSG00000198000, ENSG00000246705, ENSG00000102804, ENSG00000111424, ENSG00000136048, ENSG00000100417, ENSG00000130066, ENSG00000174307, ENSG00000058262, ENSG00000132646, ENSG00000124762, ENSG00000130255, ENSG00000112306, ENSG00000174775, ENSG00000113328, ENSG00000030110, ENSG00000132334, ENSG00000176749, ENSG00000109670, ENSG00000135679, ENSG00000185338, ENSG00000196839, ENSG00000112576, ENSG00000185339, ENSG00000184205, ENSG00000142627, ENSG00000129682, ENSG00000068745, ENSG00000169738, ENSG00000101255, ENSG00000109906, ENSG00000139687	191	14216	18224	1.1812602568597583	6.455486911260966E-5	7.172969037183563E-6	2.116083370307109E-4
GOTERM_CC_ALL	GO:0044428~nuclear part	73	37.055837563451774	3.310028368009499E-7	ENSG00000100532, ENSG00000172667, ENSG00000171720, ENSG00000170345, ENSG00000160310, ENSG00000059728, ENSG00000132275, ENSG00000063177, ENSG00000173846, ENSG00000163743, ENSG00000175197, ENSG00000154217, ENSG00000172613, ENSG00000110002, ENSG00000152104, ENSG00000118689, ENSG00000118308, ENSG00000168564, ENSG00000067334, ENSG00000154767, ENSG00000087088, ENSG00000090061, ENSG00000114738, ENSG00000141510, ENSG00000167565, ENSG00000073282, ENSG00000185591, ENSG00000187837, ENSG00000134899, ENSG00000169567, ENSG00000186350, ENSG00000186834, ENSG00000148400, ENSG00000149547, ENSG00000181218, ENSG00000118971, ENSG00000181026, ENSG00000170734, ENSG00000100292, ENSG00000185088, ENSG00000198000, ENSG00000246705, ENSG00000111424, ENSG00000147889, ENSG00000177606, ENSG00000142192, ENSG00000070061, ENSG00000132646, ENSG00000196313, ENSG00000111725, ENSG00000147883, ENSG00000124762, ENSG00000130255, ENSG00000112306, ENSG00000245848, ENSG00000113328, ENSG00000099875, ENSG00000116717, ENSG00000176749, ENSG00000136826, ENSG00000109670, ENSG00000135679, ENSG00000134574, ENSG00000162772, ENSG00000112576, ENSG00000184205, ENSG00000129682, ENSG00000068745, ENSG00000108384, ENSG00000101255, ENSG00000042445, ENSG00000109906, ENSG00000139687	191	3981	18224	1.749609072413335	1.423211147718595E-4	1.423302304781604E-5	4.6654059695505623E-4
