"Pathway"	"Z-score"
"p53 signaling pathway"	"25.427"
"Non-small cell lung cancer"	"13.738"
"Glioma"	"13.432"
"MicroRNAs in cancer"	"12.439"
"Thyroid cancer"	"12.384"
"Melanoma"	"11.813"
"Colorectal cancer"	"11.767"
"Chronic myeloid leukemia"	"11.637"
"Pancreatic cancer"	"11.63"
"Pathways in cancer"	"11"
"Cellular senescence"	"10.393"
"Small cell lung cancer"	"10.356"
"Bladder cancer"	"10.146"
"Transcriptional misregulation in cancer"	"9.594"
"Endometrial cancer"	"9.58"
"Cell cycle"	"9.535"
"Breast cancer"	"9.337"
"Apoptosis"	"8.882"
"Ferroptosis"	"8.871"
"Hepatitis B"	"8.846"
"FoxO signaling pathway"	"8.347"
"Hepatocellular carcinoma"	"7.924"
"Basal cell carcinoma"	"7.769"
"Gastric cancer"	"7.685"
"Viral carcinogenesis"	"7.617"
"HTLV-I infection"	"7.547"
"MAPK signaling pathway"	"6.938"
"Non-alcoholic fatty liver disease (NAFLD)"	"6.1"
"Prostate cancer"	"6.076"
"Choline metabolism in cancer"	"6.039"
"Estrogen signaling pathway"	"5.685"
"TGF-beta signaling pathway"	"5.596"
"PI3K-Akt signaling pathway"	"5.482"
"Human papillomavirus infection"	"5.433"
"Tuberculosis"	"5.332"
"Longevity regulating pathway"	"5.307"
"Mitophagy - animal"	"5.284"
"Renal cell carcinoma"	"5.236"
"Kaposi's sarcoma-associated herpesvirus infection"	"5.223"
"Nucleotide excision repair"	"5.126"
"Prolactin signaling pathway"	"5.057"
"Amyotrophic lateral sclerosis (ALS)"	"4.882"
"Leishmaniasis"	"4.862"
"Measles"	"4.856"
"Pertussis"	"4.746"
"Fluid shear stress and atherosclerosis"	"4.681"
"Apoptosis - multiple species"	"4.508"
"ErbB signaling pathway"	"4.5"
"Thyroid hormone signaling pathway"	"4.469"
"Prion diseases"	"4.379"
"Neurotrophin signaling pathway"	"4.337"
"D-Glutamine and D-glutamate metabolism"	"4.227"
"Proteoglycans in cancer"	"4.223"
"Jak-STAT signaling pathway"	"4.146"
"AGE-RAGE signaling pathway in diabetic complications"	"3.944"
"B cell receptor signaling pathway"	"3.9"
"Chagas disease (American trypanosomiasis)"	"3.885"
"Ubiquitin mediated proteolysis"	"3.805"
"Cytokine-cytokine receptor interaction"	"3.804"
"C-type lectin receptor signaling pathway"	"3.773"
"Phospholipase D signaling pathway"	"3.708"
"Vitamin digestion and absorption"	"3.668"
"Malaria"	"3.563"
"Sphingolipid signaling pathway"	"3.443"
"Necroptosis"	"3.354"
"Salmonella infection"	"3.343"
"Protein processing in endoplasmic reticulum"	"3.304"
"Rheumatoid arthritis"	"3.273"
"Osteoclast differentiation"	"3.192"
"Hepatitis C"	"3.163"
"VEGF signaling pathway"	"3.156"
"Th1 and Th2 cell differentiation"	"3.139"
"Propanoate metabolism"	"3.037"
"Signaling pathways regulating pluripotency of stem cells"	"3.016"
"Longevity regulating pathway - multiple species"	"2.951"
"Central carbon metabolism in cancer"	"2.85"
"Inflammatory bowel disease (IBD)"	"2.827"
"Acute myeloid leukemia"	"2.821"
"Oxytocin signaling pathway"	"2.792"
"Focal adhesion"	"2.762"
"Th17 cell differentiation"	"2.749"
"Alanine, aspartate and glutamate metabolism"	"2.747"
"Epstein-Barr virus infection"	"2.742"
"TNF signaling pathway"	"2.738"
"Cushing's syndrome"	"2.715"
"Primary immunodeficiency"	"2.712"
"Regulation of actin cytoskeleton"	"2.646"
"RNA degradation"	"2.484"
"Graft-versus-host disease"	"2.449"
"Lysosome"	"2.409"
"Thiamine metabolism"	"2.365"
"Hypertrophic cardiomyopathy (HCM)"	"2.363"
"Type I diabetes mellitus"	"2.349"
"Autophagy - animal"	"2.313"
"Relaxin signaling pathway"	"2.301"
"ABC transporters"	"2.267"
"Ribosome"	"2.253"
"Herpes simplex infection"	"2.213"
"Insulin signaling pathway"	"2.163"
"Notch signaling pathway"	"2.143"
"Cocaine addiction"	"2.118"
"GnRH signaling pathway"	"2.117"
"IL-17 signaling pathway"	"2.079"
"Wnt signaling pathway"	"2.049"
"Mineral absorption"	"2.016"
"T cell receptor signaling pathway"	"1.971"
"Fanconi anemia pathway"	"1.967"
"Rap1 signaling pathway"	"1.965"
"HIF-1 signaling pathway"	"1.962"
"Hippo signaling pathway"	"1.941"
"Other glycan degradation"	"1.932"
"Toll-like receptor signaling pathway"	"1.892"
"Legionellosis"	"1.854"
"Serotonergic synapse"	"1.757"
"Arginine biosynthesis"	"1.75"
"Arachidonic acid metabolism"	"1.735"
"Alzheimer's disease"	"1.706"
"Ras signaling pathway"	"1.686"
"Influenza A"	"1.676"
"Toxoplasmosis"	"1.676"
"Amphetamine addiction"	"1.596"
"Alcoholism"	"1.571"
"Epithelial cell signaling in Helicobacter pylori infection"	"1.557"
"Mismatch repair"	"1.539"
"Pentose and glucuronate interconversions"	"1.533"
"Protein export"	"1.532"
"Proximal tubule bicarbonate reclamation"	"1.516"
"Adipocytokine signaling pathway"	"1.508"
"Bile secretion"	"1.479"
"Huntington's disease"	"1.434"
"Apelin signaling pathway"	"1.364"
