"GO.ID"	"GO.Term"	"Z-score"
"GO:0005667"	"transcription factor complex"	"13.435"
"GO:0005886"	"plasma membrane"	"12.585"
"GO:0005737"	"cytoplasm"	"12.445"
"GO:0016592"	"mediator complex"	"12.378"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"12.344"
"GO:0000118"	"histone deacetylase complex"	"11.462"
"GO:0017053"	"transcriptional repressor complex"	"10.904"
"GO:0000790"	"nuclear chromatin"	"10.726"
"GO:0043235"	"receptor complex"	"10.132"
"GO:0005882"	"intermediate filament"	"9.576"
"GO:0032991"	"macromolecular complex"	"9.486"
"GO:0032993"	"protein-DNA complex"	"8.446"
"GO:0097058"	"CRLF-CLCF1 complex"	"8.099"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"7.874"
"GO:0005913"	"cell-cell adherens junction"	"7.46"
"GO:0005911"	"cell-cell junction"	"7.442"
"GO:0005654"	"nucleoplasm"	"7.273"
"GO:0099091"	NA	"7.098"
"GO:0030877"	"beta-catenin destruction complex"	"6.81"
"GO:0005901"	"caveola"	"6.802"
"GO:0043005"	"neuron projection"	"6.671"
"GO:0016605"	"PML body"	"6.601"
"GO:0031209"	"SCAR complex"	"6.533"
"GO:0043514"	"interleukin-12 complex"	"6.53"
"GO:0097059"	"CNTFR-CLCF1 complex"	"6.414"
"GO:0048471"	"perinuclear region of cytoplasm"	"6.309"
"GO:0030018"	"Z disc"	"6.098"
"GO:0045095"	"keratin filament"	"5.991"
"GO:0016514"	"SWI/SNF complex"	"5.97"
"GO:0045121"	"membrane raft"	"5.953"
"GO:0005887"	"integral component of plasma membrane"	"5.812"
"GO:0001536"	"radial spoke stalk"	"5.811"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"5.805"
"GO:0016021"	"integral component of membrane"	"5.661"
"GO:0097136"	"Bcl-2 family protein complex"	"5.534"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"5.519"
"GO:0071564"	"npBAF complex"	"5.476"
"GO:0016513"	"core-binding factor complex"	"5.441"
"GO:0031231"	"intrinsic component of peroxisomal membrane"	"5.411"
"GO:0098978"	"glutamatergic synapse"	"5.34"
"GO:0009925"	"basal plasma membrane"	"5.322"
"GO:0016942"	"insulin-like growth factor binding protein complex"	"5.283"
"GO:0031906"	"late endosome lumen"	"5.209"
"GO:0005741"	"mitochondrial outer membrane"	"5.183"
"GO:0016323"	"basolateral plasma membrane"	"5.098"
"GO:0016324"	"apical plasma membrane"	"5.089"
"GO:0071944"	"cell periphery"	"5.083"
"GO:0005900"	"oncostatin-M receptor complex"	"4.975"
"GO:0097440"	"apical dendrite"	"4.956"
"GO:0071565"	"nBAF complex"	"4.935"
"GO:0000123"	"histone acetyltransferase complex"	"4.926"
"GO:0009897"	"external side of plasma membrane"	"4.862"
"GO:0030863"	"cortical cytoskeleton"	"4.857"
"GO:0005896"	"interleukin-6 receptor complex"	"4.828"
"GO:0042567"	"insulin-like growth factor ternary complex"	"4.824"
"GO:1990907"	"beta-catenin-TCF complex"	"4.823"
"GO:0016342"	"catenin complex"	"4.642"
"GO:0097144"	"BAX complex"	"4.629"
"GO:0070435"	"Shc-EGFR complex"	"4.59"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"4.577"
"GO:0071141"	"SMAD protein complex"	"4.572"
"GO:0070847"	"core mediator complex"	"4.568"
"GO:0097550"	"transcriptional preinitiation complex"	"4.567"
"GO:0005829"	"cytosol"	"4.543"
"GO:0016580"	"Sin3 complex"	"4.533"
"GO:0005622"	"intracellular"	"4.529"
"GO:0005968"	"Rab-protein geranylgeranyltransferase complex"	"4.529"
"GO:0030426"	"growth cone"	"4.362"
"GO:0005903"	"brush border"	"4.357"
"GO:1990234"	"transferase complex"	"4.34"
"GO:1990589"	"ATF4-CREB1 transcription factor complex"	"4.34"
"GO:0031225"	"anchored component of membrane"	"4.309"
"GO:0015629"	"actin cytoskeleton"	"4.307"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"4.255"
"GO:0016600"	"flotillin complex"	"4.245"
"GO:0019005"	"SCF ubiquitin ligase complex"	"4.197"
"GO:0016581"	"NuRD complex"	"4.182"
"GO:1990909"	"Wnt signalosome"	"4.141"
"GO:0071144"	"SMAD2-SMAD3 protein complex"	"4.133"
"GO:0030027"	"lamellipodium"	"4.12"
"GO:0032444"	"activin responsive factor complex"	"4.112"
"GO:0031143"	"pseudopodium"	"4.096"
"GO:0035097"	"histone methyltransferase complex"	"4.018"
"GO:0070822"	"Sin3-type complex"	"4.006"
"GO:0005719"	"nuclear euchromatin"	"4.003"
"GO:0030008"	"TRAPP complex"	"3.935"
"GO:0001533"	"cornified envelope"	"3.884"
"GO:0005615"	"extracellular space"	"3.88"
"GO:0031410"	"cytoplasmic vesicle"	"3.846"
"GO:0001725"	"stress fiber"	"3.83"
"GO:0005938"	"cell cortex"	"3.824"
"GO:0005856"	"cytoskeleton"	"3.798"
"GO:0031526"	"brush border membrane"	"3.765"
"GO:0031088"	"platelet dense granule membrane"	"3.748"
"GO:0031095"	"platelet dense tubular network membrane"	"3.748"
"GO:0005912"	"adherens junction"	"3.74"
"GO:0005794"	"Golgi apparatus"	"3.693"
"GO:1990124"	"messenger ribonucleoprotein complex"	"3.678"
"GO:0034752"	"cytosolic aryl hydrocarbon receptor complex"	"3.656"
"GO:1990356"	"sumoylated E2 ligase complex"	"3.63"
