"Pathway"	"Z-score"
"Pathways in cancer - Homo sapiens (human)"	"21.797"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"20.499"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"19.671"
"MicroRNAs in cancer - Homo sapiens (human)"	"18.95"
"Hepatitis B - Homo sapiens (human)"	"17.615"
"Chronic myeloid leukemia - Homo sapiens (human)"	"16.8"
"Breast cancer - Homo sapiens (human)"	"15.801"
"ErbB signaling pathway - Homo sapiens (human)"	"15.134"
"Prostate cancer - Homo sapiens (human)"	"15.052"
"Non-small cell lung cancer - Homo sapiens (human)"	"14.762"
"Proteoglycans in cancer - Homo sapiens (human)"	"14.52"
"Prolactin signaling pathway - Homo sapiens (human)"	"14.411"
"Hepatocellular carcinoma - Homo sapiens (human)"	"14.021"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"13.589"
"Gastric cancer - Homo sapiens (human)"	"13.515"
"Acute myeloid leukemia - Homo sapiens (human)"	"13.47"
"Colorectal cancer - Homo sapiens (human)"	"13.306"
"Glioma - Homo sapiens (human)"	"13.207"
"Pancreatic cancer - Homo sapiens (human)"	"12.97"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"12.794"
"Endometrial cancer - Homo sapiens (human)"	"12.72"
"Human papillomavirus infection - Homo sapiens (human)"	"12.616"
"Estrogen signaling pathway - Homo sapiens (human)"	"12.334"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"12.094"
"Choline metabolism in cancer - Homo sapiens (human)"	"11.953"
"Bladder cancer - Homo sapiens (human)"	"11.948"
"Focal adhesion - Homo sapiens (human)"	"11.947"
"Th17 cell differentiation - Homo sapiens (human)"	"11.891"
"FoxO signaling pathway - Homo sapiens (human)"	"11.742"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"11.517"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"11.503"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"11.285"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"11.279"
"Osteoclast differentiation - Homo sapiens (human)"	"11.264"
"HTLV-I infection - Homo sapiens (human)"	"11.103"
"Renal cell carcinoma - Homo sapiens (human)"	"11.093"
"Cellular senescence - Homo sapiens (human)"	"10.799"
"Cushing,s syndrome - Homo sapiens (human)"	"10.773"
"B cell receptor signaling pathway - Homo sapiens (human)"	"10.721"
"Wnt signaling pathway - Homo sapiens (human)"	"10.605"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"10.554"
"Melanoma - Homo sapiens (human)"	"10.52"
"Viral carcinogenesis - Homo sapiens (human)"	"10.483"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"10.263"
"Cell cycle - Homo sapiens (human)"	"10.258"
"Axon guidance - Homo sapiens (human)"	"10.253"
"Relaxin signaling pathway - Homo sapiens (human)"	"10.079"
"Small cell lung cancer - Homo sapiens (human)"	"9.941"
"Rap1 signaling pathway - Homo sapiens (human)"	"9.81"
"Chemokine signaling pathway - Homo sapiens (human)"	"9.797"
"GnRH signaling pathway - Homo sapiens (human)"	"9.674"
"T cell receptor signaling pathway - Homo sapiens (human)"	"9.628"
"cAMP signaling pathway - Homo sapiens (human)"	"9.594"
"Hepatitis C - Homo sapiens (human)"	"9.5"
"Insulin resistance - Homo sapiens (human)"	"9.466"
"Phospholipase D signaling pathway - Homo sapiens (human)"	"9.466"
"Adherens junction - Homo sapiens (human)"	"9.414"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"9.398"
"VEGF signaling pathway - Homo sapiens (human)"	"9.337"
"HIF-1 signaling pathway - Homo sapiens (human)"	"9.311"
"MAPK signaling pathway - Homo sapiens (human)"	"9.307"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"9.152"
"Melanogenesis - Homo sapiens (human)"	"9.03"
"Tuberculosis - Homo sapiens (human)"	"8.983"
"TNF signaling pathway - Homo sapiens (human)"	"8.95"
"Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	"8.947"
"p53 signaling pathway - Homo sapiens (human)"	"8.645"
"Notch signaling pathway - Homo sapiens (human)"	"8.485"
