"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"23.846"	"2235"	"1443.688"	"33.184"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"20.882"	"1281"	"758.741"	"25.01"
"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"	"17.066"	"1726"	"1180.352"	"31.973"
"GO:0007165"	"signal transduction"	"16.91"	"1235"	"782.086"	"26.783"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"16.062"	"1027"	"640.201"	"24.081"
"GO:0019221"	"cytokine-mediated signaling pathway"	"14.011"	"844"	"538.208"	"21.825"
"GO:0043066"	"negative regulation of apoptotic process"	"13.004"	"1271"	"911.582"	"27.639"
"GO:0030521"	"androgen receptor signaling pathway"	"12.638"	"201"	"88.333"	"8.915"
"GO:0007411"	"axon guidance"	"12.573"	"383"	"213.36"	"13.492"
"GO:0043401"	"steroid hormone mediated signaling pathway"	"12.098"	"152"	"62.423"	"7.405"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"12.06"	"125"	"45.765"	"6.57"
"GO:0060745"	"mammary gland branching involved in pregnancy"	"11.998"	"54"	"12.426"	"3.465"
"GO:0030154"	"cell differentiation"	"11.997"	"593"	"374.501"	"18.214"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"11.735"	"238"	"117.997"	"10.226"
"GO:0000165"	"MAPK cascade"	"11.579"	"523"	"324.628"	"17.131"
"GO:0019216"	"regulation of lipid metabolic process"	"11.577"	"226"	"109.063"	"10.101"
"GO:0051091"	"positive regulation of sequence-specific DNA binding transcription factor activity"	"11.41"	"333"	"186.775"	"12.816"
"GO:0030518"	"intracellular steroid hormone receptor signaling pathway"	"11.123"	"86"	"27.723"	"5.239"
"GO:0070268"	"cornification"	"11.084"	"117"	"44.12"	"6.575"
"GO:0006367"	"transcription initiation from RNA polymerase II promoter"	"11.057"	"579"	"372.428"	"18.682"
"GO:0043065"	"positive regulation of apoptotic process"	"11.027"	"823"	"581.433"	"21.908"
"GO:0006468"	"protein phosphorylation"	"11.024"	"871"	"608.813"	"23.783"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"11.019"	"239"	"122.423"	"10.58"
"GO:0033146"	"regulation of intracellular estrogen receptor signaling pathway"	"10.923"	"78"	"25.11"	"4.842"
"GO:1903799"	"negative regulation of production of miRNAs involved in gene silencing by miRNA"	"10.846"	"64"	"19.006"	"4.148"
"GO:0043627"	"response to estrogen"	"10.826"	"168"	"76.468"	"8.454"
"GO:0008285"	"negative regulation of cell proliferation"	"10.786"	"795"	"561.434"	"21.655"
"GO:0035162"	"embryonic hemopoiesis"	"10.325"	"50"	"13.971"	"3.489"
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	"10.232"	"129"	"56.843"	"7.052"
"GO:0006817"	"phosphate ion transport"	"10.113"	"11"	"0.887"	"0.884"
