"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa05200"	"Pathways in cancer"	"21.797"	"1510"	"900.634"	"27.957"
"hsa04630"	"Jak-STAT signaling pathway"	"20.499"	"424"	"164.571"	"12.656"
"hsa04919"	"Thyroid hormone signaling pathway"	"19.671"	"627"	"300.673"	"16.589"
"hsa05206"	"MicroRNAs in cancer"	"18.95"	"635"	"316.887"	"16.787"
"hsa05161"	"Hepatitis B"	"17.615"	"666"	"351.708"	"17.842"
"hsa05220"	"Chronic myeloid leukemia"	"16.8"	"477"	"233.548"	"14.491"
"hsa05224"	"Breast cancer"	"15.801"	"537"	"288.415"	"15.732"
"hsa04012"	"ErbB signaling pathway"	"15.134"	"432"	"223.422"	"13.782"
"hsa05215"	"Prostate cancer"	"15.052"	"511"	"271.036"	"15.942"
"hsa05223"	"Non-small cell lung cancer"	"14.762"	"340"	"163.539"	"11.954"
"hsa05205"	"Proteoglycans in cancer"	"14.52"	"715"	"423.608"	"20.068"
"hsa04917"	"Prolactin signaling pathway"	"14.411"	"344"	"164.003"	"12.49"
"hsa05225"	"Hepatocellular carcinoma"	"14.021"	"547"	"311.282"	"16.811"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"13.589"	"675"	"412.935"	"19.286"
"hsa05226"	"Gastric cancer"	"13.515"	"478"	"267.983"	"15.539"
"hsa05221"	"Acute myeloid leukemia"	"13.47"	"311"	"151.867"	"11.814"
"hsa05210"	"Colorectal cancer"	"13.306"	"431"	"234.688"	"14.754"
"hsa05214"	"Glioma"	"13.207"	"356"	"187.749"	"12.739"
"hsa05212"	"Pancreatic cancer"	"12.97"	"373"	"196.63"	"13.598"
"hsa04722"	"Neurotrophin signaling pathway"	"12.794"	"503"	"298.81"	"15.96"
"hsa05213"	"Endometrial cancer"	"12.72"	"319"	"164.693"	"12.131"
"hsa05165"	"Human papillomavirus infection"	"12.616"	"813"	"534.863"	"22.046"
"hsa04915"	"Estrogen signaling pathway"	"12.334"	"669"	"429.708"	"19.401"
"hsa05202"	"Transcriptional misregulation in cancer"	"12.094"	"503"	"305.034"	"16.369"
"hsa05231"	"Choline metabolism in cancer"	"11.953"	"308"	"164.737"	"11.986"
"hsa05219"	"Bladder cancer"	"11.948"	"270"	"133.952"	"11.387"
"hsa04510"	"Focal adhesion"	"11.947"	"558"	"344.679"	"17.856"
"hsa04659"	"Th17 cell differentiation"	"11.891"	"392"	"222.386"	"14.265"
"hsa04068"	"FoxO signaling pathway"	"11.742"	"510"	"313.321"	"16.75"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"11.517"	"299"	"162.459"	"11.855"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"11.503"	"360"	"203.965"	"13.564"
"hsa04625"	"C-type lectin receptor signaling pathway"	"11.285"	"362"	"208.674"	"13.586"
"hsa04151"	"PI3K-Akt signaling pathway"	"11.279"	"904"	"629.28"	"24.356"
"hsa04380"	"Osteoclast differentiation"	"11.264"	"381"	"221.902"	"14.125"
"hsa05166"	"HTLV-I infection"	"11.103"	"728"	"495.951"	"20.9"
"hsa05211"	"Renal cell carcinoma"	"11.093"	"323"	"177.898"	"13.081"
"hsa04218"	"Cellular senescence"	"10.799"	"597"	"394.236"	"18.776"
"hsa04934"	"Cushing's syndrome"	"10.773"	"362"	"214.645"	"13.678"
"hsa04662"	"B cell receptor signaling pathway"	"10.721"	"300"	"167.746"	"12.336"
"hsa04310"	"Wnt signaling pathway"	"10.605"	"448"	"280.511"	"15.793"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.554"	"251"	"134.931"	"10.998"
"hsa05218"	"Melanoma"	"10.52"	"268"	"146.635"	"11.536"
"hsa05203"	"Viral carcinogenesis"	"10.483"	"872"	"617.103"	"24.314"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"10.263"	"378"	"232.227"	"14.203"
"hsa04110"	"Cell cycle"	"10.258"	"590"	"396.639"	"18.85"
"hsa04360"	"Axon guidance"	"10.253"	"373"	"226.576"	"14.281"
"hsa04926"	"Relaxin signaling pathway"	"10.079"	"452"	"291.484"	"15.926"
"hsa05222"	"Small cell lung cancer"	"9.941"	"339"	"203.21"	"13.66"
"hsa04015"	"Rap1 signaling pathway"	"9.81"	"477"	"310.517"	"16.971"
"hsa04062"	"Chemokine signaling pathway"	"9.797"	"524"	"350.692"	"17.69"
"hsa04912"	"GnRH signaling pathway"	"9.674"	"321"	"191.487"	"13.388"
"hsa04660"	"T cell receptor signaling pathway"	"9.628"	"358"	"223.585"	"13.96"
"hsa04024"	"cAMP signaling pathway"	"9.594"	"500"	"337.193"	"16.97"
"hsa05160"	"Hepatitis C"	"9.5"	"403"	"255"	"15.58"
"hsa04931"	"Insulin resistance"	"9.466"	"310"	"182.533"	"13.466"
"hsa04072"	"Phospholipase D signaling pathway"	"9.466"	"359"	"221.577"	"14.517"
"hsa04520"	"Adherens junction"	"9.414"	"338"	"207.953"	"13.815"
"hsa04658"	"Th1 and Th2 cell differentiation"	"9.398"	"261"	"150.424"	"11.766"
"hsa04370"	"VEGF signaling pathway"	"9.337"	"223"	"122.602"	"10.753"
"hsa04066"	"HIF-1 signaling pathway"	"9.311"	"386"	"244.271"	"15.222"
"hsa04010"	"MAPK signaling pathway"	"9.307"	"791"	"579.119"	"22.766"
"hsa04920"	"Adipocytokine signaling pathway"	"9.152"	"208"	"113.281"	"10.349"
"hsa04916"	"Melanogenesis"	"9.03"	"266"	"159.31"	"11.815"
"hsa05152"	"Tuberculosis"	"8.983"	"398"	"262.134"	"15.125"
"hsa04668"	"TNF signaling pathway"	"8.95"	"328"	"204.864"	"13.759"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"8.947"	"267"	"158.291"	"12.15"
"hsa04115"	"p53 signaling pathway"	"8.645"	"209"	"118.573"	"10.46"
"hsa04330"	"Notch signaling pathway"	"8.485"	"166"	"87.218"	"9.285"
"hsa04350"	"TGF-beta signaling pathway"	"8.479"	"289"	"178.078"	"13.082"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"8.437"	"515"	"361.258"	"18.223"
"hsa05216"	"Thyroid cancer"	"8.13"	"207"	"121.803"	"10.479"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"8.117"	"280"	"175.059"	"12.929"
"hsa04071"	"Sphingolipid signaling pathway"	"7.925"	"367"	"246.758"	"15.173"
"hsa04014"	"Ras signaling pathway"	"7.752"	"482"	"346.352"	"17.498"
"hsa04720"	"Long-term potentiation"	"7.717"	"248"	"155.862"	"11.94"
"hsa04910"	"Insulin signaling pathway"	"7.621"	"435"	"305.173"	"17.036"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"7.615"	"122"	"65.492"	"7.421"
"hsa04211"	"Longevity regulating pathway"	"7.574"	"258"	"165.204"	"12.252"
"hsa04810"	"Regulation of actin cytoskeleton"	"7.412"	"474"	"340.77"	"17.976"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"7.209"	"139"	"78.763"	"8.356"
"hsa04930"	"Type II diabetes mellitus"	"7.123"	"159"	"93.704"	"9.167"
"hsa04210"	"Apoptosis"	"7.118"	"457"	"334.553"	"17.202"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"7.019"	"343"	"238.106"	"14.943"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"6.814"	"293"	"199.775"	"13.681"
"hsa04620"	"Toll-like receptor signaling pathway"	"6.791"	"261"	"173.457"	"12.891"
"hsa04921"	"Oxytocin signaling pathway"	"6.735"	"378"	"272.271"	"15.698"
"hsa04137"	"Mitophagy - animal"	"6.64"	"256"	"172.127"	"12.631"
"hsa04390"	"Hippo signaling pathway"	"6.563"	"441"	"330.025"	"16.91"
