"Pathway"	"Z-score"
"Estrogen signaling pathway"	"9.826"
"Colorectal cancer"	"5.482"
"Pathways in cancer"	"5.008"
"Ovarian steroidogenesis"	"4.961"
"Regulation of lipolysis in adipocytes"	"4.669"
"Thyroid cancer"	"4.346"
"Oocyte meiosis"	"4.181"
"Steroid biosynthesis"	"4.089"
"Central carbon metabolism in cancer"	"4.084"
"Progesterone-mediated oocyte maturation"	"3.994"
"Phosphonate and phosphinate metabolism"	"3.948"
"Prolactin signaling pathway"	"3.834"
"Signaling pathways regulating pluripotency of stem cells"	"3.831"
"Bile secretion"	"3.767"
"Vitamin digestion and absorption"	"3.711"
"Breast cancer"	"3.676"
"Biosynthesis of unsaturated fatty acids"	"3.611"
"Thyroid hormone signaling pathway"	"3.536"
"Cholinergic synapse"	"3.528"
"TGF-beta signaling pathway"	"3.406"
"HTLV-I infection"	"3.371"
"Jak-STAT signaling pathway"	"3.299"
"Fatty acid elongation"	"3.265"
"Riboflavin metabolism"	"3.232"
"Gap junction"	"3.214"
"Prostate cancer"	"2.965"
"Longevity regulating pathway - multiple species"	"2.962"
"Kaposi's sarcoma-associated herpesvirus infection"	"2.955"
"beta-Alanine metabolism"	"2.897"
"Galactose metabolism"	"2.897"
"Hepatitis B"	"2.874"
"Cortisol synthesis and secretion"	"2.869"
"MAPK signaling pathway"	"2.856"
"Apoptosis - multiple species"	"2.843"
"Acute myeloid leukemia"	"2.791"
"Sulfur metabolism"	"2.785"
"p53 signaling pathway"	"2.746"
"Proteoglycans in cancer"	"2.742"
"Th17 cell differentiation"	"2.729"
"Aldosterone-regulated sodium reabsorption"	"2.587"
"Protein processing in endoplasmic reticulum"	"2.544"
"Chronic myeloid leukemia"	"2.54"
"Bladder cancer"	"2.445"
"Fatty acid biosynthesis"	"2.424"
"Tight junction"	"2.423"
"Osteoclast differentiation"	"2.335"
"Vasopressin-regulated water reabsorption"	"2.325"
"Transcriptional misregulation in cancer"	"2.277"
"Insulin secretion"	"2.226"
