geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04610	Complement and coagulation cascades	http://www.kegg.jp/kegg-bin/show_pathway?hsa04610+1191+1378+1380+1604+2147+2152+2153+2155+2157+2159+3075+3684+3818+4179+462+5054+5055+5265+5327+5329+5340+629+710+712+714+715+716+717+718+725+735+966	79	32	2.026738934056007	15.788910679265467	0	0	1191;1378;1380;1604;2147;2152;2153;2155;2157;2159;3075;3684;3818;4179;462;5054;5055;5265;5327;5329;5340;629;710;712;714;715;716;717;718;725;735;966	ENSG00000173372;ENSG00000159189;ENSG00000159403;ENSG00000182326;ENSG00000166278;ENSG00000204364;ENSG00000206372;ENSG00000226560;ENSG00000231543;ENSG00000235017;ENSG00000235696;ENSG00000125730;ENSG00000123843;ENSG00000113600;ENSG00000117335;ENSG00000196352;ENSG00000085063;ENSG00000204359;ENSG00000239754;ENSG00000241253;ENSG00000241534;ENSG00000242335;ENSG00000243570;ENSG00000243649;ENSG00000000971;ENSG00000120885;ENSG00000203710;ENSG00000117322;ENSG00000126218;ENSG00000180210;ENSG00000117525;ENSG00000198734;ENSG00000057593;ENSG00000185010;ENSG00000169896;ENSG00000164344;ENSG00000104368;ENSG00000011422;ENSG00000122194;ENSG00000197249;ENSG00000277377;ENSG00000197632;ENSG00000117601;ENSG00000106366;ENSG00000149131
hsa05133	Pertussis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05133+2771+2773+3569+3659+3684+710+712+714+715+716+717+718+725+801+808+834+836+840	73	18	1.8728093947606144	9.611229017943275	1.297850715786808e-13	1.933797566522344e-11	2771;2773;3569;3659;3684;710;712;714;715;716;717;718;725;801;808;834;836;840	ENSG00000173372;ENSG00000159189;ENSG00000159403;ENSG00000182326;ENSG00000166278;ENSG00000204364;ENSG00000206372;ENSG00000226560;ENSG00000231543;ENSG00000235017;ENSG00000235696;ENSG00000125730;ENSG00000123843;ENSG00000198668;ENSG00000160014;ENSG00000137752;ENSG00000164305;ENSG00000165806;ENSG00000114353;ENSG00000065135;ENSG00000136244;ENSG00000125347;ENSG00000169896;ENSG00000149131
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+23533+2783+2793+2919+3569+3665+3717+4067+5155+5290+5294+54331+5894+59345+6714+718+801+808+836+842	170	20	4.3613369467028	4.585749792874896	8.068838708297221e-9	8.015046450241906e-7	23533;2783;2793;2919;3569;3665;3717;4067;5155;5290;5294;54331;5894;59345;6714;718;801;808;836;842	ENSG00000125730;ENSG00000198668;ENSG00000160014;ENSG00000164305;ENSG00000132906;ENSG00000163739;ENSG00000172354;ENSG00000114450;ENSG00000186469;ENSG00000167083;ENSG00000136244;ENSG00000185507;ENSG00000276561;ENSG00000096968;ENSG00000254087;ENSG00000100311;ENSG00000121879;ENSG00000105851;ENSG00000141506;ENSG00000132155;ENSG00000197122
hsa05152	Tuberculosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05152+1051+1378+1509+1520+2207+3569+3684+3717+3920+5894+6714+718+801+808+836+842+843	158	17	4.053477868112014	4.19392939917989	4.352718623312768e-7	3.196858375829693e-5	1051;1378;1509;1520;2207;3569;3684;3717;3920;5894;6714;718;801;808;836;842;843	ENSG00000125730;ENSG00000198668;ENSG00000160014;ENSG00000003400;ENSG00000164305;ENSG00000132906;ENSG00000172216;ENSG00000203710;ENSG00000117984;ENSG00000163131;ENSG00000158869;ENSG00000136244;ENSG00000169896;ENSG00000096968;ENSG00000005893;ENSG00000132155;ENSG00000197122
hsa05150	Staphylococcus aureus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05150+3075+3684+5340+629+712+714+715+716+717+718	52	10	1.334056007226739	7.49593716143012	5.666919129510006e-7	3.196858375829693e-5	3075;3684;5340;629;712;714;715;716;717;718	ENSG00000173372;ENSG00000159189;ENSG00000159403;ENSG00000182326;ENSG00000166278;ENSG00000204364;ENSG00000206372;ENSG00000226560;ENSG00000231543;ENSG00000235017;ENSG00000235696;ENSG00000125730;ENSG00000204359;ENSG00000239754;ENSG00000241253;ENSG00000241534;ENSG00000242335;ENSG00000243570;ENSG00000243649;ENSG00000000971;ENSG00000169896;ENSG00000122194
hsa05134	Legionellosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05134+1378+2919+3303+3569+3684+718+834+836+840+842	53	10	1.3597109304426378	7.354504384799362	6.833320163046608e-7	3.196858375829693e-5	1378;2919;3303;3569;3684;718;834;836;840;842	ENSG00000125730;ENSG00000137752;ENSG00000164305;ENSG00000165806;ENSG00000132906;ENSG00000203710;ENSG00000163739;ENSG00000204389;ENSG00000215328;ENSG00000234475;ENSG00000235941;ENSG00000237724;ENSG00000136244;ENSG00000169896
hsa04062	Chemokine signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04062+23533+2771+2773+2783+2793+2885+2919+3717+4067+5290+5294+54331+5580+5894+59345+6352+6714+7454	183	18	4.694850948509485	3.8339875317478644	7.509398869398609e-7	3.196858375829693e-5	23533;2771;2773;2783;2793;2885;2919;3717;4067;5290;5294;54331;5580;5894;59345;6352;6714;7454	ENSG00000271503;ENSG00000274233;ENSG00000163739;ENSG00000114353;ENSG00000065135;ENSG00000172354;ENSG00000114450;ENSG00000186469;ENSG00000167083;ENSG00000177885;ENSG00000096968;ENSG00000254087;ENSG00000121879;ENSG00000105851;ENSG00000141506;ENSG00000163932;ENSG00000132155;ENSG00000197122;ENSG00000015285
hsa04611	Platelet activation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04611+10125+2207+23533+2534+2771+2773+2811+2815+3937+4067+5290+5294+5321+6714	113	14	2.8990063233965673	4.829240932319581	8.763518779542068e-7	3.26441074537942e-5	10125;2207;23533;2534;2771;2773;2811;2815;3937;4067;5290;5294;5321;6714	ENSG00000158869;ENSG00000010810;ENSG00000114353;ENSG00000065135;ENSG00000185245;ENSG00000169704;ENSG00000043462;ENSG00000254087;ENSG00000121879;ENSG00000105851;ENSG00000141506;ENSG00000116711;ENSG00000172575;ENSG00000197122
hsa05020	Prion diseases	http://www.kegg.jp/kegg-bin/show_pathway?hsa05020+2534+3303+3309+3569+6352+712+714+735	35	8	0.8979223125564589	8.909456740442655	2.018623101340822e-6	6.683885379995166e-5	2534;3303;3309;3569;6352;712;714;735	ENSG00000173372;ENSG00000159189;ENSG00000113600;ENSG00000271503;ENSG00000274233;ENSG00000010810;ENSG00000204389;ENSG00000215328;ENSG00000234475;ENSG00000235941;ENSG00000237724;ENSG00000044574;ENSG00000136244
hsa04371	Apelin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04371+23533+2771+2773+2783+2793+5054+5294+5327+54331+5894+59345+801+808	131	13	3.3607949412827463	3.86813245887539	2.60571937680254e-5	7.185208662210598e-4	23533;2771;2773;2783;2793;5054;5294;5327;54331;5894;59345;801;808	ENSG00000198668;ENSG00000160014;ENSG00000114353;ENSG00000065135;ENSG00000172354;ENSG00000114450;ENSG00000186469;ENSG00000167083;ENSG00000105851;ENSG00000141506;ENSG00000104368;ENSG00000132155;ENSG00000106366
