"GO.ID"	"GO.Term"	"Z-score"
"GO:0043160"	"acrosomal lumen"	"22.327"
"GO:0031264"	"death-inducing signaling complex"	"19.898"
"GO:0097136"	"Bcl-2 family protein complex"	"18.68"
"GO:0097342"	"ripoptosome"	"18.246"
"GO:0031265"	"CD95 death-inducing signaling complex"	"16.816"
"GO:0005741"	"mitochondrial outer membrane"	"13.59"
"GO:0043293"	"apoptosome"	"13.548"
"GO:0005615"	"extracellular space"	"13.534"
"GO:0005886"	"plasma membrane"	"13.279"
"GO:0005737"	"cytoplasm"	"13.139"
"GO:0045121"	"membrane raft"	"13.107"
"GO:0072558"	"NLRP1 inflammasome complex"	"12.708"
"GO:0005739"	"mitochondrion"	"12.567"
"GO:1990512"	"Cry-Per complex"	"11.904"
"GO:0005901"	"caveola"	"11.507"
"GO:0035631"	"CD40 receptor complex"	"10.716"
"GO:0005576"	"extracellular region"	"10.665"
"GO:0032991"	"macromolecular complex"	"10.474"
"GO:0072557"	"IPAF inflammasome complex"	"10.314"
"GO:0005667"	"transcription factor complex"	"10.137"
"GO:0046930"	"pore complex"	"10.074"
"GO:0097179"	"protease inhibitor complex"	"9.75"
"GO:0097145"	"BAK complex"	"9.571"
"GO:0031012"	"extracellular matrix"	"9.42"
"GO:0072559"	"NLRP3 inflammasome complex"	"9.402"
"GO:0009986"	"cell surface"	"8.876"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"8.41"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"8.346"
"GO:0097169"	"AIM2 inflammasome complex"	"8.128"
"GO:0008385"	"IkappaB kinase complex"	"7.935"
"GO:0016342"	"catenin complex"	"7.874"
"GO:1990907"	"beta-catenin-TCF complex"	"7.861"
"GO:0062023"	NA	"7.711"
"GO:0097144"	"BAX complex"	"7.71"
"GO:0000790"	"nuclear chromatin"	"7.664"
"GO:0005925"	"focal adhesion"	"7.661"
"GO:0048471"	"perinuclear region of cytoplasm"	"7.596"
"GO:0030424"	"axon"	"7.232"
"GO:0071944"	"cell periphery"	"7.032"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"6.878"
"GO:0005887"	"integral component of plasma membrane"	"6.653"
"GO:0030027"	"lamellipodium"	"6.589"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"6.34"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"6.157"
"GO:0005783"	"endoplasmic reticulum"	"6.122"
"GO:0098978"	"glutamatergic synapse"	"5.988"
"GO:0015629"	"actin cytoskeleton"	"5.864"
"GO:0032421"	"stereocilium bundle"	"5.852"
"GO:0016533"	"cyclin-dependent protein kinase 5 holoenzyme complex"	"5.848"
"GO:0005938"	"cell cortex"	"5.833"
"GO:0044798"	"nuclear transcription factor complex"	"5.79"
"GO:0032449"	"CBM complex"	"5.788"
"GO:0005913"	"cell-cell adherens junction"	"5.77"
"GO:0005829"	"cytosol"	"5.699"
"GO:0017053"	"transcriptional repressor complex"	"5.516"
"GO:0031307"	"integral component of mitochondrial outer membrane"	"5.508"
"GO:0005884"	"actin filament"	"5.387"
"GO:0032993"	"protein-DNA complex"	"5.311"
"GO:0043005"	"neuron projection"	"5.309"
"GO:0005856"	"cytoskeleton"	"5.25"
"GO:0005757"	"mitochondrial permeability transition pore complex"	"5.191"
"GO:0005759"	"mitochondrial matrix"	"5.173"
"GO:0034466"	"chromaffin granule lumen"	"5.172"
"GO:0005788"	"endoplasmic reticulum lumen"	"5.171"
"GO:0097129"	"cyclin D2-CDK4 complex"	"5.106"
"GO:0016514"	"SWI/SNF complex"	"5.064"
"GO:0000808"	"origin recognition complex"	"5.05"
"GO:0031143"	"pseudopodium"	"5.027"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"4.982"
"GO:0005811"	"lipid particle"	"4.98"
"GO:0001726"	"ruffle"	"4.9"
"GO:0031093"	"platelet alpha granule lumen"	"4.899"
"GO:0005911"	"cell-cell junction"	"4.869"
"GO:0045092"	"interleukin-18 receptor complex"	"4.818"
"GO:0031982"	"vesicle"	"4.81"
"GO:0098685"	NA	"4.799"
"GO:0005858"	"axonemal dynein complex"	"4.788"
"GO:0045323"	"interleukin-1 receptor complex"	"4.776"
"GO:0001931"	"uropod"	"4.733"
"GO:0016323"	"basolateral plasma membrane"	"4.732"
"GO:0035525"	"NF-kappaB p50/p65 complex"	"4.727"
"GO:1990909"	"Wnt signalosome"	"4.607"
"GO:0035976"	"transcription factor AP-1 complex"	"4.6"
"GO:0043292"	"contractile fiber"	"4.595"
"GO:1990604"	"IRE1-TRAF2-ASK1 complex"	"4.592"
"GO:0099091"	NA	"4.585"
"GO:0016600"	"flotillin complex"	"4.576"
"GO:0043235"	"receptor complex"	"4.565"
"GO:0098892"	"extrinsic component of postsynaptic specialization membrane"	"4.546"
"GO:0031528"	"microvillus membrane"	"4.511"
"GO:0070062"	"extracellular exosome"	"4.502"
"GO:0071565"	"nBAF complex"	"4.467"
"GO:0016328"	"lateral plasma membrane"	"4.466"
"GO:0042567"	"insulin-like growth factor ternary complex"	"4.457"
"GO:0030877"	"beta-catenin destruction complex"	"4.449"
"GO:0098794"	"postsynapse"	"4.395"
"GO:0031095"	"platelet dense tubular network membrane"	"4.377"
"GO:0042995"	"cell projection"	"4.279"
"GO:0001725"	"stress fiber"	"4.238"
"GO:0032589"	"neuron projection membrane"	"4.23"
