"GO.ID"	"GO.Term"	"Z-score"
"GO:0097383"	"dIDP diphosphatase activity"	"31.591"
"GO:1901640"	"XTP binding"	"31.591"
"GO:1901641"	"ITP binding"	"31.591"
"GO:1990003"	"IDP phosphatase activity"	"31.591"
"GO:0097153"	"cysteine-type endopeptidase activity involved in apoptotic process"	"28.141"
"GO:0097199"	"cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"24.158"
"GO:0005123"	"death receptor binding"	"22.373"
"GO:0051434"	"BH3 domain binding"	"19.451"
"GO:0097200"	"cysteine-type endopeptidase activity involved in execution phase of apoptosis"	"17.655"
"GO:0035877"	"death effector domain binding"	"17.326"
"GO:0008656"	"cysteine-type endopeptidase activator activity involved in apoptotic process"	"17.001"
"GO:0005164"	"tumor necrosis factor receptor binding"	"16.387"
"GO:0036458"	"hepatocyte growth factor binding"	"15.772"
"GO:0051400"	"BH domain binding"	"14.798"
"GO:0008134"	"transcription factor binding"	"14.535"
"GO:0015267"	"channel activity"	"14.344"
"GO:0042802"	"identical protein binding"	"14.089"
"GO:0019901"	"protein kinase binding"	"13.829"
"GO:0005125"	"cytokine activity"	"13.64"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"13.438"
"GO:0050262"	"ribosylnicotinamide kinase activity"	"12.91"
"GO:0061769"	"ribosylnicotinate kinase activity"	"12.91"
"GO:0008013"	"beta-catenin binding"	"12.826"
"GO:0042008"	"interleukin-18 receptor activity"	"12.78"
"GO:0005096"	"GTPase activator activity"	"12.346"
"GO:0016248"	"channel inhibitor activity"	"12.251"
"GO:0042803"	"protein homodimerization activity"	"12.034"
"GO:0050700"	"CARD domain binding"	"11.951"
"GO:0106105"	NA	"11.904"
"GO:0045569"	"TRAIL binding"	"11.739"
"GO:0002020"	"protease binding"	"11.571"
"GO:0004197"	"cysteine-type endopeptidase activity"	"11.537"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"11.255"
"GO:0016301"	"kinase activity"	"10.907"
"GO:0004674"	"protein serine/threonine kinase activity"	"10.85"
"GO:0089720"	"caspase binding"	"10.397"
"GO:0004672"	"protein kinase activity"	"10.05"
"GO:0046982"	"protein heterodimerization activity"	"9.832"
"GO:0001784"	"phosphotyrosine binding"	"9.791"
"GO:0004705"	"JUN kinase activity"	"9.685"
"GO:0004490"	"methylglutaconyl-CoA hydratase activity"	"9.633"
"GO:0050011"	"itaconyl-CoA hydratase activity"	"9.633"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"9.6"
"GO:0016005"	"phospholipase A2 activator activity"	"9.567"
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"9.418"
"GO:0005035"	"death receptor activity"	"9.398"
"GO:0019903"	"protein phosphatase binding"	"9.359"
"GO:0004715"	"non-membrane spanning protein tyrosine kinase activity"	"9.309"
"GO:0005089"	"Rho guanyl-nucleotide exchange factor activity"	"9.283"
"GO:0008116"	"prostaglandin-I synthase activity"	"9.223"
"GO:0070513"	"death domain binding"	"9.199"
"GO:0016503"	"pheromone receptor activity"	"9.069"
"GO:0042007"	"interleukin-18 binding"	"9.024"
"GO:0051721"	"protein phosphatase 2A binding"	"9.021"
"GO:0097110"	"scaffold protein binding"	"8.918"
"GO:0004707"	"MAP kinase activity"	"8.781"
"GO:0001085"	"RNA polymerase II transcription factor binding"	"8.779"
"GO:0019899"	"enzyme binding"	"8.764"
"GO:0005212"	"structural constituent of eye lens"	"8.633"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"8.554"
