"Pathway"	"Z-score"
"Apoptosis - multiple species - Homo sapiens (human)"	"34.192"
"Hepatitis B - Homo sapiens (human)"	"29.849"
"Pathways in cancer - Homo sapiens (human)"	"29.473"
"TNF signaling pathway - Homo sapiens (human)"	"26.252"
"Apoptosis - Homo sapiens (human)"	"26.148"
"Small cell lung cancer - Homo sapiens (human)"	"22.999"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"22.567"
"NOD-like receptor signaling pathway - Homo sapiens (human)"	"22.442"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"21.473"
"Pancreatic cancer - Homo sapiens (human)"	"21.028"
"NF-kappa B signaling pathway - Homo sapiens (human)"	"20.95"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"20.824"
"Human papillomavirus infection - Homo sapiens (human)"	"20.242"
"Colorectal cancer - Homo sapiens (human)"	"20.211"
"p53 signaling pathway - Homo sapiens (human)"	"19.921"
"Tuberculosis - Homo sapiens (human)"	"19.687"
"Prostate cancer - Homo sapiens (human)"	"19.682"
"Osteoclast differentiation - Homo sapiens (human)"	"19.594"
"Chronic myeloid leukemia - Homo sapiens (human)"	"19.512"
"Focal adhesion - Homo sapiens (human)"	"19.186"
"Hepatitis C - Homo sapiens (human)"	"18.932"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"18.871"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"18.606"
"MicroRNAs in cancer - Homo sapiens (human)"	"18.566"
"Hepatocellular carcinoma - Homo sapiens (human)"	"18.447"
"Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)"	"17.468"
"Proteoglycans in cancer - Homo sapiens (human)"	"17.422"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"17.278"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"17.12"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"16.959"
"Gastric cancer - Homo sapiens (human)"	"16.884"
"IL-17 signaling pathway - Homo sapiens (human)"	"16.836"
"Toxoplasmosis - Homo sapiens (human)"	"16.651"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"16.617"
"MAPK signaling pathway - Homo sapiens (human)"	"16.037"
"Endometrial cancer - Homo sapiens (human)"	"15.995"
"HTLV-I infection - Homo sapiens (human)"	"15.909"
"Necroptosis - Homo sapiens (human)"	"15.786"
"Cellular senescence - Homo sapiens (human)"	"15.654"
"Non-small cell lung cancer - Homo sapiens (human)"	"15.428"
"Melanoma - Homo sapiens (human)"	"15.372"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"15.152"
"FoxO signaling pathway - Homo sapiens (human)"	"15.116"
"Natural killer cell mediated cytotoxicity - Homo sapiens (human)"	"14.866"
"Acute myeloid leukemia - Homo sapiens (human)"	"14.662"
"Prolactin signaling pathway - Homo sapiens (human)"	"14.427"
"Breast cancer - Homo sapiens (human)"	"14.282"
"Measles - Homo sapiens (human)"	"14.209"
"Pertussis - Homo sapiens (human)"	"14.124"
"Sphingolipid signaling pathway - Homo sapiens (human)"	"14.05"
"Viral carcinogenesis - Homo sapiens (human)"	"14.012"
"Fc epsilon RI signaling pathway - Homo sapiens (human)"	"13.898"
"T cell receptor signaling pathway - Homo sapiens (human)"	"13.754"
"Ras signaling pathway - Homo sapiens (human)"	"13.73"
"ErbB signaling pathway - Homo sapiens (human)"	"13.345"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"13.33"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"12.866"
"Relaxin signaling pathway - Homo sapiens (human)"	"12.732"
"B cell receptor signaling pathway - Homo sapiens (human)"	"12.692"
"Herpes simplex infection - Homo sapiens (human)"	"12.665"
"Wnt signaling pathway - Homo sapiens (human)"	"12.609"
"Bladder cancer - Homo sapiens (human)"	"12.599"
"Glioma - Homo sapiens (human)"	"12.595"
"TGF-beta signaling pathway - Homo sapiens (human)"	"12.42"
"Adherens junction - Homo sapiens (human)"	"12.334"
"Influenza A - Homo sapiens (human)"	"12.221"
"Choline metabolism in cancer - Homo sapiens (human)"	"12.066"
"VEGF signaling pathway - Homo sapiens (human)"	"11.974"
"Cell cycle - Homo sapiens (human)"	"11.955"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"11.942"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"11.914"
"Insulin resistance - Homo sapiens (human)"	"11.884"
"Leishmaniasis - Homo sapiens (human)"	"11.872"
"Autophagy - animal - Homo sapiens (human)"	"11.871"
"Renal cell carcinoma - Homo sapiens (human)"	"11.411"
"Th17 cell differentiation - Homo sapiens (human)"	"11.298"
"Mitophagy - animal - Homo sapiens (human)"	"11.027"
"Shigellosis - Homo sapiens (human)"	"10.743"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"10.621"
