"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04215"	"Apoptosis - multiple species"	"34.192"	"361"	"72.333"	"8.443"
"hsa05161"	"Hepatitis B"	"29.849"	"1319"	"631.526"	"23.032"
"hsa05200"	"Pathways in cancer"	"29.473"	"2740"	"1633.394"	"37.547"
"hsa04668"	"TNF signaling pathway"	"26.252"	"883"	"380.649"	"19.135"
"hsa04210"	"Apoptosis"	"26.148"	"1223"	"592.169"	"24.125"
"hsa05222"	"Small cell lung cancer"	"22.999"	"783"	"369.289"	"17.988"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"22.567"	"782"	"372.335"	"18.153"
"hsa04621"	"NOD-like receptor signaling pathway"	"22.442"	"1013"	"512.654"	"22.295"
"hsa04620"	"Toll-like receptor signaling pathway"	"21.473"	"683"	"317.611"	"17.016"
"hsa05212"	"Pancreatic cancer"	"21.028"	"741"	"361.998"	"18.023"
"hsa04064"	"NF-kappa B signaling pathway"	"20.95"	"672"	"316.774"	"16.956"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"20.824"	"1294"	"748.769"	"26.183"
"hsa05165"	"Human papillomavirus infection"	"20.242"	"1599"	"987.341"	"30.217"
"hsa05210"	"Colorectal cancer"	"20.211"	"833"	"420.887"	"20.391"
"hsa04115"	"p53 signaling pathway"	"19.921"	"488"	"216.556"	"13.626"
"hsa05152"	"Tuberculosis"	"19.687"	"904"	"485.58"	"21.254"
"hsa05215"	"Prostate cancer"	"19.682"	"889"	"478.816"	"20.841"
"hsa04380"	"Osteoclast differentiation"	"19.594"	"770"	"405.766"	"18.589"
"hsa05220"	"Chronic myeloid leukemia"	"19.512"	"799"	"423.492"	"19.245"
"hsa04510"	"Focal adhesion"	"19.186"	"1083"	"624.717"	"23.887"
"hsa05160"	"Hepatitis C"	"18.932"	"851"	"465.105"	"20.383"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"18.871"	"448"	"197.954"	"13.25"
