geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa04115	p53 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04115+1026+1029+1643+1647+25898+27244+2810+317+355+3732+4193+5268+55240+581+64393+7157+8493+894+896+900+9538	66	21	1.4308943089430894	14.676136363636363	0	0	1026;1029;1643;1647;25898;27244;2810;317;355;3732;4193;5268;55240;581;64393;7157;8493;894;896;900;9538	ENSG00000120868;ENSG00000087088;ENSG00000118971;ENSG00000112576;ENSG00000113328;ENSG00000085117;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000149547;ENSG00000026103;ENSG00000116717;ENSG00000135679;ENSG00000170836;ENSG00000163743;ENSG00000206075;ENSG00000080546;ENSG00000175793;ENSG00000115107;ENSG00000141510;ENSG00000172667
hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+1026+1029+27165+3162+3265+4193+4851+5154+5268+54541+578+6768+7157+8626+8651+894+900	144	17	3.1219512195121952	5.4453125	8.582832666803597e-9	1.1287303337178163e-6	1026;1029;27165;3162;3265;4193;4851;5154;5268;54541;578;6768;7157;8626;8651;894;900	ENSG00000030110;ENSG00000118971;ENSG00000113328;ENSG00000124762;ENSG00000147889;ENSG00000168209;ENSG00000135423;ENSG00000100292;ENSG00000174775;ENSG00000276536;ENSG00000135679;ENSG00000148400;ENSG00000197461;ENSG00000206075;ENSG00000185338;ENSG00000149418;ENSG00000141510;ENSG00000073282
hsa05223	Non-small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05223+1026+1029+1643+1647+2309+3265+578+581+5925+6256+7039+7157	66	12	1.4308943089430894	8.386363636363637	1.13630570508505e-8	1.1287303337178163e-6	1026;1029;1643;1647;2309;3265;578;581;5925;6256;7039;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000118689;ENSG00000116717;ENSG00000174775;ENSG00000276536;ENSG00000139687;ENSG00000186350;ENSG00000163235;ENSG00000141510
hsa05214	Glioma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05214+1026+1029+1643+1647+3265+4193+5154+578+581+5925+7039+7157	69	12	1.4959349593495934	8.021739130434783	1.926212533920335e-8	1.2965043586277149e-6	1026;1029;1643;1647;3265;4193;5154;578;581;5925;7039;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000116717;ENSG00000174775;ENSG00000276536;ENSG00000135679;ENSG00000197461;ENSG00000139687;ENSG00000163235;ENSG00000141510
hsa05200	Pathways in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05200+1026+1029+1030+1050+1643+1647+2149+2353+3162+317+3265+355+3714+3725+4193+4851+5154+578+581+5900+5925+6256+650+6667+7039+7040+7157+7704+894+896+9618	487	31	10.558265582655826	2.936088295687885	2.1753428836035482e-8	1.2965043586277149e-6	1026;1029;1030;1050;1643;1647;2149;2353;3162;317;3265;355;3714;3725;4193;4851;5154;578;581;5900;5925;6256;650;6667;7039;7040;7157;7704;894;896;9618	ENSG00000120868;ENSG00000030110;ENSG00000087088;ENSG00000125845;ENSG00000118971;ENSG00000112576;ENSG00000124762;ENSG00000147889;ENSG00000147883;ENSG00000245848;ENSG00000134574;ENSG00000181104;ENSG00000026103;ENSG00000170345;ENSG00000116717;ENSG00000100292;ENSG00000174775;ENSG00000276536;ENSG00000184916;ENSG00000177606;ENSG00000135679;ENSG00000148400;ENSG00000197461;ENSG00000160271;ENSG00000139687;ENSG00000186350;ENSG00000185591;ENSG00000163235;ENSG00000105329;ENSG00000141510;ENSG00000076604;ENSG00000109906
hsa01522	Endocrine resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01522+1026+1029+1839+2353+3265+3714+3725+4193+4851+581+5925+6667+7157	92	13	1.994579945799458	6.517663043478261	6.405273356158148e-8	3.1812857668918797e-6	1026;1029;1839;2353;3265;3714;3725;4193;4851;581;5925;6667;7157	ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000170345;ENSG00000113070;ENSG00000174775;ENSG00000276536;ENSG00000184916;ENSG00000177606;ENSG00000135679;ENSG00000148400;ENSG00000139687;ENSG00000185591;ENSG00000141510
hsa05210	Colorectal cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05210+1026+1643+1647+2353+3265+3725+578+581+5900+7039+7040+7157	86	12	1.8644986449864498	6.436046511627907	2.4489677930006337e-7	9.983505300681372e-6	1026;1643;1647;2353;3265;3725;578;581;5900;7039;7040;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000134574;ENSG00000170345;ENSG00000116717;ENSG00000174775;ENSG00000276536;ENSG00000177606;ENSG00000160271;ENSG00000163235;ENSG00000105329;ENSG00000141510
hsa05218	Melanoma	http://www.kegg.jp/kegg-bin/show_pathway?hsa05218+1026+1029+1643+1647+3265+4193+5154+578+581+5925+7157	71	11	1.5392953929539295	7.146126760563381	2.68013565118963e-7	9.983505300681372e-6	1026;1029;1643;1647;3265;4193;5154;578;581;5925;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000116717;ENSG00000174775;ENSG00000276536;ENSG00000135679;ENSG00000197461;ENSG00000139687;ENSG00000141510
hsa05212	Pancreatic cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05212+1026+1029+1643+1647+578+581+5900+5925+7039+7040+7157	75	11	1.6260162601626016	6.765000000000001	4.7654406842845276e-7	1.5778903599075437e-5	1026;1029;1643;1647;578;581;5900;5925;7039;7040;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000116717;ENSG00000160271;ENSG00000139687;ENSG00000163235;ENSG00000105329;ENSG00000141510
hsa05220	Chronic myeloid leukemia	http://www.kegg.jp/kegg-bin/show_pathway?hsa05220+1026+1029+1643+1647+3265+4193+578+581+5925+7040+7157	76	11	1.6476964769647697	6.675986842105263	5.470954064223932e-7	1.6303443111387318e-5	1026;1029;1643;1647;3265;4193;578;581;5925;7040;7157	ENSG00000030110;ENSG00000087088;ENSG00000124762;ENSG00000147889;ENSG00000134574;ENSG00000116717;ENSG00000174775;ENSG00000276536;ENSG00000135679;ENSG00000139687;ENSG00000105329;ENSG00000141510
