"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0005667"	"transcription factor complex"	"17.138"	"432"	"196.725"	"13.728"
"GO:1990909"	"Wnt signalosome"	"15.449"	"74"	"16.355"	"3.731"
"GO:0000118"	"histone deacetylase complex"	"15.362"	"131"	"41.117"	"5.851"
"GO:0017053"	"transcriptional repressor complex"	"14.434"	"169"	"63.272"	"7.325"
"GO:1990851"	"Wnt-Frizzled-LRP5/6 complex"	"14.262"	"23"	"2.291"	"1.452"
"GO:0005654"	"nucleoplasm"	"14.216"	"4273"	"3356.274"	"64.486"
"GO:0030877"	"beta-catenin destruction complex"	"14.016"	"75"	"18.543"	"4.028"
"GO:0016342"	"catenin complex"	"13.642"	"61"	"13.265"	"3.499"
"GO:0002193"	"MAML1-RBP-Jkappa- ICN1 complex"	"12.53"	"30"	"4.56"	"2.03"
"GO:0000790"	"nuclear chromatin"	"10.552"	"548"	"349.34"	"18.828"
"GO:0005634"	"nucleus"	"10.116"	"5042"	"4421.368"	"61.349"
"GO:0016592"	"mediator complex"	"10.052"	"101"	"38.222"	"6.245"
"GO:0044798"	"nuclear transcription factor complex"	"9.679"	"34"	"7.599"	"2.728"
"GO:1990907"	"beta-catenin-TCF complex"	"9.202"	"39"	"10.628"	"3.083"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"8.963"	"151"	"74.877"	"8.493"
"GO:0019005"	"SCF ubiquitin ligase complex"	"8.915"	"139"	"67.534"	"8.016"
"GO:0030914"	"STAGA complex"	"8.386"	"39"	"11.476"	"3.282"
"GO:0016513"	"core-binding factor complex"	"8.117"	"12"	"1.691"	"1.27"
"GO:0032993"	"protein-DNA complex"	"7.979"	"127"	"67.68"	"7.435"
"GO:0035097"	"histone methyltransferase complex"	"7.926"	"79"	"34.621"	"5.599"
"GO:0005719"	"nuclear euchromatin"	"7.368"	"99"	"51.228"	"6.484"
"GO:0070765"	"gamma-secretase complex"	"6.936"	"23"	"6.182"	"2.425"
"GO:0032991"	"macromolecular complex"	"6.702"	"898"	"725.735"	"25.704"
"GO:0016580"	"Sin3 complex"	"6.457"	"59"	"27.511"	"4.877"
"GO:0016328"	"lateral plasma membrane"	"6.344"	"102"	"56.061"	"7.241"
"GO:0071565"	"nBAF complex"	"6.336"	"45"	"18.978"	"4.107"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"6.335"	"23"	"7.234"	"2.489"
"GO:0071141"	"SMAD protein complex"	"6.304"	"42"	"17.507"	"3.885"
"GO:0005671"	"Ada2/Gcn5/Ada3 transcription activator complex"	"6.303"	"40"	"16.221"	"3.773"
"GO:0000123"	"histone acetyltransferase complex"	"6.258"	"59"	"27.915"	"4.968"
"GO:0016581"	"NuRD complex"	"6.187"	"66"	"32.596"	"5.399"
"GO:0071144"	"SMAD2-SMAD3 protein complex"	"6.177"	"22"	"6.945"	"2.437"
"GO:0005737"	"cytoplasm"	"6.012"	"3496"	"3200.603"	"49.135"
"GO:0070822"	"Sin3-type complex"	"6.005"	"30"	"11.331"	"3.109"
"GO:0016514"	"SWI/SNF complex"	"5.968"	"53"	"24.545"	"4.768"
"GO:0031464"	"Cul4A-RING E3 ubiquitin ligase complex"	"5.889"	"35"	"14.08"	"3.552"
"GO:0071564"	"npBAF complex"	"5.848"	"43"	"18.64"	"4.166"
"GO:0070847"	"core mediator complex"	"5.766"	"27"	"9.699"	"3.001"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"5.731"	"86"	"47.769"	"6.671"
"GO:0030666"	"endocytic vesicle membrane"	"5.708"	"170"	"112.498"	"10.074"
"GO:0016605"	"PML body"	"5.633"	"202"	"140.793"	"10.866"
"GO:0033276"	"transcription factor TFTC complex"	"5.583"	"47"	"21.15"	"4.63"
"GO:0000785"	"chromatin"	"5.48"	"203"	"139.94"	"11.507"
"GO:0005913"	"cell-cell adherens junction"	"5.451"	"113"	"70.217"	"7.849"
"GO:0005677"	"chromatin silencing complex"	"5.325"	"24"	"8.707"	"2.872"
"GO:0005680"	"anaphase-promoting complex"	"5.302"	"50"	"25.302"	"4.658"
"GO:0016363"	"nuclear matrix"	"5.132"	"211"	"150.687"	"11.753"
"GO:0097440"	"apical dendrite"	"5.125"	"26"	"10.531"	"3.019"
"GO:0005637"	"nuclear inner membrane"	"5.095"	"53"	"26.703"	"5.162"
"GO:0090571"	"RNA polymerase II transcription repressor complex"	"5.044"	"6"	"0.956"	"0.949"
"GO:0016604"	"nuclear body"	"4.946"	"326"	"248.45"	"15.68"
"GO:0000151"	"ubiquitin ligase complex"	"4.867"	"217"	"157.925"	"12.138"
