"Pathway"	"Z-score"
"Notch signaling pathway - Homo sapiens (human)"	"26.747"
"Basal cell carcinoma - Homo sapiens (human)"	"23.374"
"Wnt signaling pathway - Homo sapiens (human)"	"19.697"
"Breast cancer - Homo sapiens (human)"	"17.204"
"Human papillomavirus infection - Homo sapiens (human)"	"15.686"
"Hepatocellular carcinoma - Homo sapiens (human)"	"14.96"
"Pathways in cancer - Homo sapiens (human)"	"14.307"
"Gastric cancer - Homo sapiens (human)"	"14.134"
"Hippo signaling pathway - Homo sapiens (human)"	"13.852"
"Cushing,s syndrome - Homo sapiens (human)"	"13.205"
"HTLV-I infection - Homo sapiens (human)"	"12.843"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"12.768"
"Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"	"11.324"
"Cell cycle - Homo sapiens (human)"	"11.109"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"10.818"
"MicroRNAs in cancer - Homo sapiens (human)"	"10.654"
"Melanogenesis - Homo sapiens (human)"	"9.341"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"8.987"
"Ubiquitin mediated proteolysis - Homo sapiens (human)"	"8.644"
"p53 signaling pathway - Homo sapiens (human)"	"8.149"
"TGF-beta signaling pathway - Homo sapiens (human)"	"7.768"
"Colorectal cancer - Homo sapiens (human)"	"7.587"
"Hedgehog signaling pathway - Homo sapiens (human)"	"7.58"
"Other types of O-glycan biosynthesis - Homo sapiens (human)"	"7.55"
"Endometrial cancer - Homo sapiens (human)"	"7.111"
"Hepatitis B - Homo sapiens (human)"	"6.974"
"Adherens junction - Homo sapiens (human)"	"6.803"
"Circadian rhythm - Homo sapiens (human)"	"6.744"
"Prostate cancer - Homo sapiens (human)"	"6.656"
"Thyroid cancer - Homo sapiens (human)"	"6.581"
"Cellular senescence - Homo sapiens (human)"	"6.554"
"Chronic myeloid leukemia - Homo sapiens (human)"	"6.416"
"FoxO signaling pathway - Homo sapiens (human)"	"6.137"
"Small cell lung cancer - Homo sapiens (human)"	"5.319"
"Pancreatic cancer - Homo sapiens (human)"	"5.305"
"Proteoglycans in cancer - Homo sapiens (human)"	"5.151"
"Th17 cell differentiation - Homo sapiens (human)"	"4.774"
"Viral carcinogenesis - Homo sapiens (human)"	"4.505"
"Acute myeloid leukemia - Homo sapiens (human)"	"4.381"
"Bladder cancer - Homo sapiens (human)"	"4.307"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)"	"4.282"
"mTOR signaling pathway - Homo sapiens (human)"	"4.259"
"Adipocytokine signaling pathway - Homo sapiens (human)"	"4.24"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"3.839"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"3.573"
"Inflammatory bowel disease (IBD) - Homo sapiens (human)"	"3.486"
"Herpes simplex infection - Homo sapiens (human)"	"3.453"
"IL-17 signaling pathway - Homo sapiens (human)"	"3.414"
"Longevity regulating pathway - Homo sapiens (human)"	"3.374"
"Oocyte meiosis - Homo sapiens (human)"	"3.247"
"alpha-Linolenic acid metabolism - Homo sapiens (human)"	"3.203"
"Non-small cell lung cancer - Homo sapiens (human)"	"3.101"
"Mitophagy - animal - Homo sapiens (human)"	"3.056"
"Progesterone-mediated oocyte maturation - Homo sapiens (human)"	"2.823"
"Insulin resistance - Homo sapiens (human)"	"2.65"
"Melanoma - Homo sapiens (human)"	"2.602"
"RIG-I-like receptor signaling pathway - Homo sapiens (human)"	"2.527"
"Jak-STAT signaling pathway - Homo sapiens (human)"	"2.521"
"Non-homologous end-joining - Homo sapiens (human)"	"2.282"
"Arachidonic acid metabolism - Homo sapiens (human)"	"2.211"
"Shigellosis - Homo sapiens (human)"	"2.162"
"Lysine degradation - Homo sapiens (human)"	"2.118"
"Hippo signaling pathway - multiple species - Homo sapiens (human)"	"2.108"
"TNF signaling pathway - Homo sapiens (human)"	"2.096"
"Taurine and hypotaurine metabolism - Homo sapiens (human)"	"2.049"
"Ether lipid metabolism - Homo sapiens (human)"	"2.01"
"Selenocompound metabolism - Homo sapiens (human)"	"1.906"
"Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)"	"1.815"
"Prolactin signaling pathway - Homo sapiens (human)"	"1.813"
"HIF-1 signaling pathway - Homo sapiens (human)"	"1.717"
"Pantothenate and CoA biosynthesis - Homo sapiens (human)"	"1.68"
"Osteoclast differentiation - Homo sapiens (human)"	"1.645"
"Apoptosis - multiple species - Homo sapiens (human)"	"1.572"
"Apelin signaling pathway - Homo sapiens (human)"	"1.55"
"Mannose type O-glycan biosynthesis - Homo sapiens (human)"	"1.55"
"Neurotrophin signaling pathway - Homo sapiens (human)"	"1.527"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)"	"1.522"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"1.482"
"Nitrogen metabolism - Homo sapiens (human)"	"1.476"
"Leishmaniasis - Homo sapiens (human)"	"1.409"
"Mineral absorption - Homo sapiens (human)"	"1.38"
"Renal cell carcinoma - Homo sapiens (human)"	"1.363"
"Sphingolipid metabolism - Homo sapiens (human)"	"1.337"
"Folate biosynthesis - Homo sapiens (human)"	"1.293"
"Sulfur relay system - Homo sapiens (human)"	"1.272"
"Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)"	"1.236"
"Measles - Homo sapiens (human)"	"1.22"
"Apoptosis - Homo sapiens (human)"	"1.189"
"Hypertrophic cardiomyopathy (HCM) - Homo sapiens (human)"	"1.157"
"N-Glycan biosynthesis - Homo sapiens (human)"	"1.1"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"1.074"
"Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)"	"1.071"
"Glycosaminoglycan degradation - Homo sapiens (human)"	"1.017"
"Base excision repair - Homo sapiens (human)"	"1.008"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"1.001"
"Chagas disease (American trypanosomiasis) - Homo sapiens (human)"	"0.985"
"Ribosome - Homo sapiens (human)"	"0.977"
"Thermogenesis - Homo sapiens (human)"	"0.94"
"AMPK signaling pathway - Homo sapiens (human)"	"0.922"
"MAPK signaling pathway - Homo sapiens (human)"	"0.867"
