"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04330"	"Notch signaling pathway"	"26.747"	"257"	"60.323"	"7.353"
"hsa05217"	"Basal cell carcinoma"	"23.374"	"202"	"47.568"	"6.607"
"hsa04310"	"Wnt signaling pathway"	"19.697"	"454"	"186.507"	"13.581"
"hsa05224"	"Breast cancer"	"17.204"	"427"	"195.082"	"13.48"
"hsa05165"	"Human papillomavirus infection"	"15.686"	"681"	"379.958"	"19.192"
"hsa05225"	"Hepatocellular carcinoma"	"14.96"	"424"	"213.747"	"14.054"
"hsa05200"	"Pathways in cancer"	"14.307"	"972"	"622.898"	"24.4"
"hsa05226"	"Gastric cancer"	"14.134"	"372"	"185.106"	"13.223"
"hsa04390"	"Hippo signaling pathway"	"13.852"	"417"	"221.403"	"14.12"
"hsa04934"	"Cushing's syndrome"	"13.205"	"317"	"153.423"	"12.387"
"hsa05166"	"HTLV-I infection"	"12.843"	"580"	"346.73"	"18.163"
"hsa04919"	"Thyroid hormone signaling pathway"	"12.768"	"381"	"202.604"	"13.972"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"11.324"	"307"	"162.456"	"12.765"
"hsa04110"	"Cell cycle"	"11.109"	"447"	"267.368"	"16.17"
"hsa05202"	"Transcriptional misregulation in cancer"	"10.818"	"350"	"204.234"	"13.474"
"hsa05206"	"MicroRNAs in cancer"	"10.654"	"375"	"219.462"	"14.599"
"hsa04916"	"Melanogenesis"	"9.341"	"208"	"112.566"	"10.216"
"hsa04658"	"Th1 and Th2 cell differentiation"	"8.987"	"196"	"107.081"	"9.894"
"hsa04120"	"Ubiquitin mediated proteolysis"	"8.644"	"332"	"209.619"	"14.159"
"hsa04115"	"p53 signaling pathway"	"8.149"	"153"	"82.962"	"8.594"
"hsa04350"	"TGF-beta signaling pathway"	"7.768"	"198"	"118.327"	"10.257"
"hsa05210"	"Colorectal cancer"	"7.587"	"251"	"158.324"	"12.214"
"hsa04340"	"Hedgehog signaling pathway"	"7.58"	"132"	"73.061"	"7.776"
"hsa00514"	"Other types of O-glycan biosynthesis"	"7.55"	"20"	"4.335"	"2.075"
"hsa05213"	"Endometrial cancer"	"7.111"	"184"	"111.12"	"10.248"
"hsa05161"	"Hepatitis B"	"6.974"	"339"	"238.716"	"14.379"
"hsa04520"	"Adherens junction"	"6.803"	"218"	"140.804"	"11.347"
"hsa04710"	"Circadian rhythm"	"6.744"	"97"	"50.966"	"6.826"
"hsa05215"	"Prostate cancer"	"6.656"	"269"	"180.278"	"13.329"
"hsa05216"	"Thyroid cancer"	"6.581"	"133"	"76.496"	"8.585"
"hsa04218"	"Cellular senescence"	"6.554"	"378"	"272.718"	"16.063"
"hsa05220"	"Chronic myeloid leukemia"	"6.416"	"238"	"158.954"	"12.319"
"hsa04068"	"FoxO signaling pathway"	"6.137"	"314"	"221.591"	"15.059"
"hsa05222"	"Small cell lung cancer"	"5.319"	"202"	"139.696"	"11.713"
"hsa05212"	"Pancreatic cancer"	"5.305"	"200"	"138.846"	"11.527"
"hsa05205"	"Proteoglycans in cancer"	"5.151"	"378"	"292.332"	"16.631"
"hsa04659"	"Th17 cell differentiation"	"4.774"	"208"	"150.822"	"11.976"
"hsa05203"	"Viral carcinogenesis"	"4.505"	"509"	"419.589"	"19.849"
"hsa05221"	"Acute myeloid leukemia"	"4.381"	"147"	"105.201"	"9.54"
"hsa05219"	"Bladder cancer"	"4.307"	"127"	"87.423"	"9.189"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"4.282"	"89"	"57.772"	"7.292"
"hsa04150"	"mTOR signaling pathway"	"4.259"	"238"	"181.967"	"13.155"
"hsa04920"	"Adipocytokine signaling pathway"	"4.24"	"121"	"83.468"	"8.852"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"3.839"	"346"	"285.368"	"15.792"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"3.573"	"185"	"142.964"	"11.766"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"3.486"	"77"	"52.961"	"6.896"
"hsa05168"	"Herpes simplex infection"	"3.453"	"317"	"263.392"	"15.527"
"hsa04657"	"IL-17 signaling pathway"	"3.414"	"181"	"142.003"	"11.424"
"hsa04211"	"Longevity regulating pathway"	"3.374"	"156"	"120.125"	"10.633"
"hsa04114"	"Oocyte meiosis"	"3.247"	"259"	"214.289"	"13.769"
"hsa00592"	"alpha-Linolenic acid metabolism"	"3.203"	"7"	"2.289"	"1.471"
"hsa05223"	"Non-small cell lung cancer"	"3.101"	"148"	"115.656"	"10.431"
"hsa04137"	"Mitophagy - animal"	"3.056"	"145"	"114.196"	"10.08"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.823"	"178"	"143.505"	"12.217"
"hsa04931"	"Insulin resistance"	"2.65"	"162"	"132.435"	"11.159"
"hsa05218"	"Melanoma"	"2.602"	"129"	"103.589"	"9.767"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"2.527"	"99"	"77.265"	"8.601"
"hsa04630"	"Jak-STAT signaling pathway"	"2.521"	"138"	"112.676"	"10.044"
"hsa03450"	"Non-homologous end-joining"	"2.282"	"23"	"14.555"	"3.701"
"hsa00590"	"Arachidonic acid metabolism"	"2.211"	"18"	"10.786"	"3.263"
"hsa05131"	"Shigellosis"	"2.162"	"151"	"127.011"	"11.094"
"hsa00310"	"Lysine degradation"	"2.118"	"59"	"45.511"	"6.37"
"hsa04392"	"Hippo signaling pathway - multiple species"	"2.108"	"34"	"24.162"	"4.668"
"hsa04668"	"TNF signaling pathway"	"2.096"	"172"	"147.772"	"11.561"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.033"	"3"	"0.967"	"0.992"
"hsa00565"	"Ether lipid metabolism"	"2.01"	"12"	"6.907"	"2.534"
"hsa00450"	"Selenocompound metabolism"	"1.906"	"10"	"5.62"	"2.298"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"1.815"	"172"	"150.044"	"12.099"
"hsa04917"	"Prolactin signaling pathway"	"1.813"	"135"	"116.017"	"10.472"
"hsa04066"	"HIF-1 signaling pathway"	"1.717"	"192"	"170.465"	"12.542"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"1.68"	"7"	"3.862"	"1.868"
"hsa04380"	"Osteoclast differentiation"	"1.645"	"176"	"156.727"	"11.716"
"hsa04215"	"Apoptosis - multiple species"	"1.572"	"37"	"28.632"	"5.324"
"hsa04371"	"Apelin signaling pathway"	"1.55"	"193"	"174.286"	"12.072"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"1.55"	"6"	"3.143"	"1.843"
"hsa04722"	"Neurotrophin signaling pathway"	"1.527"	"225"	"204.047"	"13.721"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"1.522"	"9"	"5.331"	"2.411"
"hsa04151"	"PI3K-Akt signaling pathway"	"1.482"	"454"	"426.478"	"18.565"
"hsa00910"	"Nitrogen metabolism"	"1.476"	"7"	"4.06"	"1.992"
"hsa05140"	"Leishmaniasis"	"1.409"	"100"	"87.775"	"8.678"
"hsa04978"	"Mineral absorption"	"1.38"	"21"	"15.535"	"3.96"
"hsa05211"	"Renal cell carcinoma"	"1.363"	"137"	"122.523"	"10.624"
"hsa00600"	"Sphingolipid metabolism"	"1.337"	"14"	"9.754"	"3.175"
"hsa00790"	"Folate biosynthesis"	"1.293"	"15"	"10.815"	"3.236"
"hsa04122"	"Sulfur relay system"	"1.272"	"6"	"3.645"	"1.852"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"1.236"	"5"	"2.928"	"1.676"
"hsa05162"	"Measles"	"1.22"	"221"	"204.992"	"13.117"
"hsa04210"	"Apoptosis"	"1.189"	"241"	"223.063"	"15.091"
"hsa05410"	"Hypertrophic cardiomyopathy (HCM)"	"1.157"	"81"	"71.654"	"8.075"
"hsa00510"	"N-Glycan biosynthesis"	"1.1"	"21"	"16.619"	"3.983"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"1.074"	"246"	"230.627"	"14.317"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"1.071"	"3"	"1.615"	"1.293"
"hsa00531"	"Glycosaminoglycan degradation"	"1.017"	"3"	"1.652"	"1.325"
"hsa03410"	"Base excision repair"	"1.008"	"32"	"27.099"	"4.863"
"hsa04625"	"C-type lectin receptor signaling pathway"	"1.001"	"158"	"146.334"	"11.649"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"0.985"	"179"	"167.145"	"12.041"
"hsa03008"	"Ribosome biogenesis in eukaryotes"	"0.977"	"303"	"287.045"	"16.324"
"hsa04714"	"Thermogenesis"	"0.94"	"205"	"192.438"	"13.369"
"hsa04152"	"AMPK signaling pathway"	"0.922"	"192"	"179.949"	"13.074"
"hsa04010"	"MAPK signaling pathway"	"0.867"	"389"	"373.823"	"17.505"
"hsa05160"	"Hepatitis C"	"0.835"	"189"	"178.317"	"12.795"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.833"	"3"	"1.865"	"1.363"
"hsa00740"	"Riboflavin metabolism"	"0.824"	"2"	"1.117"	"1.072"
"hsa04927"	"Cortisol synthesis and secretion"	"0.811"	"51"	"45.825"	"6.385"
"hsa00750"	"Vitamin B6 metabolism"	"0.807"	"3"	"1.898"	"1.365"
"hsa04064"	"NF-kappa B signaling pathway"	"0.75"	"131"	"122.941"	"10.752"
"hsa04620"	"Toll-like receptor signaling pathway"	"0.735"	"130"	"122.361"	"10.391"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"0.728"	"80"	"74.025"	"8.209"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"0.718"	"66"	"60.607"	"7.516"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.676"	"12"	"9.945"	"3.042"
"hsa03320"	"PPAR signaling pathway"	"0.626"	"71"	"66.239"	"7.608"
"hsa04918"	"Thyroid hormone synthesis"	"0.594"	"67"	"62.538"	"7.511"
"hsa03440"	"Homologous recombination"	"0.59"	"55"	"50.999"	"6.777"
"hsa05214"	"Glioma"	"0.581"	"137"	"130.728"	"10.793"
"hsa04662"	"B cell receptor signaling pathway"	"0.56"	"123"	"117.212"	"10.329"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"0.507"	"2"	"1.414"	"1.156"
"hsa05169"	"Epstein-Barr virus infection"	"0.493"	"513"	"501.998"	"22.337"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"0.482"	"133"	"127.815"	"10.757"
"hsa04510"	"Focal adhesion"	"0.478"	"246"	"239.334"	"13.953"
"hsa00591"	"Linoleic acid metabolism"	"0.467"	"6"	"4.967"	"2.211"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.463"	"4"	"3.165"	"1.805"
"hsa02010"	"ABC transporters"	"0.455"	"11"	"9.556"	"3.172"
"hsa00511"	"Other glycan degradation"	"0.45"	"3"	"2.337"	"1.472"
"hsa04975"	"Fat digestion and absorption"	"0.4"	"13"	"11.699"	"3.253"
"hsa04216"	"Ferroptosis"	"0.36"	"45"	"42.78"	"6.173"
"hsa04660"	"T cell receptor signaling pathway"	"0.31"	"163"	"159.292"	"11.958"
"hsa04621"	"NOD-like receptor signaling pathway"	"0.226"	"199"	"195.994"	"13.293"
"hsa04012"	"ErbB signaling pathway"	"0.175"	"155"	"153.024"	"11.312"
"hsa05164"	"Influenza A"	"0.124"	"284"	"282.08"	"15.467"
"hsa04921"	"Oxytocin signaling pathway"	"0.121"	"186"	"184.458"	"12.692"
"hsa00785"	"Lipoic acid metabolism"	"0.069"	"1"	"0.931"	"0.971"
"hsa04930"	"Type II diabetes mellitus"	"0.064"	"67"	"66.509"	"7.655"
"hsa04977"	"Vitamin digestion and absorption"	"0.064"	"4"	"3.875"	"1.965"
"hsa04512"	"ECM-receptor interaction"	"0.047"	"37"	"36.724"	"5.915"
"hsa00232"	"Caffeine metabolism"	"0.034"	"1"	"0.966"	"0.975"
"hsa03430"	"Mismatch repair"	"0.033"	"45"	"44.791"	"6.381"
"hsa05010"	"Alzheimer's disease"	"0.005"	"152"	"151.944"	"12.404"
"hsa00062"	"Fatty acid elongation"	"-0.005"	"10"	"10.016"	"3.078"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.009"	"0"	"0.009"	"0.094"
"hsa04142"	"Lysosome"	"-0.014"	"61"	"61.108"	"7.567"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-0.017"	"76"	"76.144"	"8.375"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"-0.041"	"4"	"4.084"	"2.032"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.052"	"4"	"4.108"	"2.094"
"hsa04926"	"Relaxin signaling pathway"	"-0.081"	"200"	"201.09"	"13.444"
"hsa04071"	"Sphingolipid signaling pathway"	"-0.084"	"176"	"177.093"	"13.064"
"hsa00564"	"Glycerophospholipid metabolism"	"-0.113"	"21"	"21.518"	"4.58"
"hsa05231"	"Choline metabolism in cancer"	"-0.126"	"112"	"113.208"	"9.574"
"hsa00920"	"Sulfur metabolism"	"-0.143"	"2"	"2.206"	"1.444"
"hsa04979"	"Cholesterol metabolism"	"-0.21"	"31"	"32.155"	"5.489"
"hsa04530"	"Tight junction"	"-0.24"	"264"	"267.669"	"15.277"
"hsa04370"	"VEGF signaling pathway"	"-0.303"	"87"	"89.651"	"8.752"
"hsa05132"	"Salmonella infection"	"-0.333"	"130"	"133.669"	"11.028"
"hsa05020"	"Prion diseases"	"-0.357"	"61"	"63.626"	"7.363"
"hsa05030"	"Cocaine addiction"	"-0.377"	"66"	"68.837"	"7.526"
"hsa00512"	"Mucin type O-glycan biosynthesis"	"-0.378"	"4"	"4.882"	"2.335"
"hsa05031"	"Amphetamine addiction"	"-0.406"	"96"	"99.756"	"9.261"
"hsa00100"	"Steroid biosynthesis"	"-0.425"	"9"	"10.345"	"3.165"
"hsa04976"	"Bile secretion"	"-0.426"	"32"	"34.456"	"5.766"
"hsa00780"	"Biotin metabolism"	"-0.432"	"0"	"0.432"	"0.654"
"hsa04972"	"Pancreatic secretion"	"-0.438"	"49"	"51.994"	"6.843"
"hsa00061"	"Fatty acid biosynthesis"	"-0.451"	"10"	"11.405"	"3.113"
"hsa04260"	"Cardiac muscle contraction"	"-0.456"	"41"	"44.011"	"6.599"
"hsa05133"	"Pertussis"	"-0.482"	"103"	"107.754"	"9.863"
"hsa00730"	"Thiamine metabolism"	"-0.491"	"4"	"5.084"	"2.209"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-0.501"	"4"	"5.136"	"2.266"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.511"	"7"	"8.509"	"2.953"
"hsa03460"	"Fanconi anemia pathway"	"-0.535"	"51"	"54.765"	"7.032"
"hsa00290"	"Valine, leucine and isoleucine biosynthesis"	"-0.567"	"6"	"7.432"	"2.527"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"-0.578"	"44"	"47.778"	"6.541"
"hsa04922"	"Glucagon signaling pathway"	"-0.612"	"144"	"150.994"	"11.42"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"-0.672"	"67"	"72.523"	"8.22"
"hsa00650"	"Butanoate metabolism"	"-0.705"	"8"	"10.194"	"3.113"
"hsa04913"	"Ovarian steroidogenesis"	"-0.736"	"25"	"28.769"	"5.122"
"hsa04213"	"Longevity regulating pathway - multiple species"	"-0.784"	"138"	"147.049"	"11.545"
"hsa04730"	"Long-term depression"	"-0.788"	"71"	"77.58"	"8.348"
"hsa03030"	"DNA replication"	"-0.799"	"59"	"65.062"	"7.589"
