"ID"	"Pathway"	"Z-score"
"hsa04330"	"Notch signaling pathway"	"26.747"
"hsa05217"	"Basal cell carcinoma"	"23.374"
"hsa04310"	"Wnt signaling pathway"	"19.697"
"hsa05224"	"Breast cancer"	"17.204"
"hsa05165"	"Human papillomavirus infection"	"15.686"
"hsa05225"	"Hepatocellular carcinoma"	"14.96"
"hsa05200"	"Pathways in cancer"	"14.307"
"hsa05226"	"Gastric cancer"	"14.134"
"hsa04390"	"Hippo signaling pathway"	"13.852"
"hsa04934"	"Cushing,s syndrome"	"13.205"
"hsa05166"	"HTLV-I infection"	"12.843"
"hsa04919"	"Thyroid hormone signaling pathway"	"12.768"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"11.324"
"hsa04110"	"Cell cycle"	"11.109"
"hsa05202"	"Transcriptional misregulation in cancer"	"10.818"
"hsa05206"	"MicroRNAs in cancer"	"10.654"
"hsa04916"	"Melanogenesis"	"9.341"
"hsa04658"	"Th1 and Th2 cell differentiation"	"8.987"
"hsa04120"	"Ubiquitin mediated proteolysis"	"8.644"
"hsa04115"	"p53 signaling pathway"	"8.149"
"hsa04350"	"TGF-beta signaling pathway"	"7.768"
"hsa05210"	"Colorectal cancer"	"7.587"
"hsa04340"	"Hedgehog signaling pathway"	"7.58"
"hsa00514"	"Other types of O-glycan biosynthesis"	"7.55"
"hsa05213"	"Endometrial cancer"	"7.111"
"hsa05161"	"Hepatitis B"	"6.974"
"hsa04520"	"Adherens junction"	"6.803"
"hsa04710"	"Circadian rhythm"	"6.744"
"hsa05215"	"Prostate cancer"	"6.656"
"hsa05216"	"Thyroid cancer"	"6.581"
"hsa04218"	"Cellular senescence"	"6.554"
"hsa05220"	"Chronic myeloid leukemia"	"6.416"
"hsa04068"	"FoxO signaling pathway"	"6.137"
"hsa05222"	"Small cell lung cancer"	"5.319"
"hsa05212"	"Pancreatic cancer"	"5.305"
"hsa05205"	"Proteoglycans in cancer"	"5.151"
"hsa04659"	"Th17 cell differentiation"	"4.774"
"hsa05203"	"Viral carcinogenesis"	"4.505"
"hsa05221"	"Acute myeloid leukemia"	"4.381"
"hsa05219"	"Bladder cancer"	"4.307"
