"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003684"	"damaged DNA binding"	"28.487"	"-28.487"
"GO:0003697"	"single-stranded DNA binding"	"23.117"	"-23.117"
"GO:0003682"	"chromatin binding"	"21.224"	"-21.224"
"GO:0003887"	"DNA-directed DNA polymerase activity"	"20.369"	"-20.369"
"GO:0004003"	"ATP-dependent DNA helicase activity"	"19.077"	"-19.077"
"GO:0003690"	"double-stranded DNA binding"	"18.951"	"-18.951"
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	"17.359"	"-17.359"
"GO:0017056"	"structural constituent of nuclear pore"	"17.178"	"-17.178"
"GO:0008094"	"DNA-dependent ATPase activity"	"16.37"	"-16.37"
"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	"16.014"	"-16.014"
"GO:0042393"	"histone binding"	"14.609"	"-14.609"
"GO:0004386"	"helicase activity"	"13.59"	"-13.59"
"GO:0008017"	"microtubule binding"	"13.007"	"-13.007"
"GO:0031492"	"nucleosomal DNA binding"	"12.976"	"-12.976"
"GO:0005515"	"protein binding"	"12.913"	"-12.913"
"GO:0001078"	"transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"12.627"	"-12.627"
"GO:1990841"	"promoter-specific chromatin binding"	"12.032"	"-12.032"
"GO:0035064"	"methylated histone binding"	"11.511"	"-11.511"
"GO:0046982"	"protein heterodimerization activity"	"11.423"	"-11.423"
"GO:0005524"	"ATP binding"	"11.393"	"-11.393"
"GO:0003677"	"DNA binding"	"10.902"	"-10.902"
"GO:0051539"	"4 iron, 4 sulfur cluster binding"	"10.71"	"-10.71"
"GO:0043565"	"sequence-specific DNA binding"	"9.98"	"-9.98"
"GO:0019899"	"enzyme binding"	"9.443"	"-9.443"
"GO:0070840"	"dynein complex binding"	"9.385"	"-9.385"
"GO:0008536"	"Ran GTPase binding"	"9.329"	"-9.329"
"GO:0004519"	"endonuclease activity"	"9.217"	"-9.217"
"GO:0008139"	"nuclear localization sequence binding"	"9.193"	"-9.193"
"GO:0008134"	"transcription factor binding"	"9.052"	"-9.052"
"GO:0042826"	"histone deacetylase binding"	"8.991"	"-8.991"
"GO:0001228"	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"8.928"	"-8.928"
"GO:0016887"	"ATPase activity"	"8.908"	"-8.908"
"GO:0019789"	"SUMO transferase activity"	"8.624"	"-8.624"
"GO:0030332"	"cyclin binding"	"8.528"	"-8.528"
"GO:0000166"	"nucleotide binding"	"8.348"	"-8.348"
"GO:0050681"	"androgen receptor binding"	"8.249"	"-8.249"
"GO:0003950"	"NAD+ ADP-ribosyltransferase activity"	"8.219"	"-8.219"
"GO:0003713"	"transcription coactivator activity"	"8.194"	"-8.194"
"GO:0003674"	"molecular_function"	"8.07"	"-8.07"
"GO:0004672"	"protein kinase activity"	"8.062"	"-8.062"
"GO:0031490"	"chromatin DNA binding"	"7.988"	"-7.988"
"GO:0003714"	"transcription corepressor activity"	"7.865"	"-7.865"
"GO:0003777"	"microtubule motor activity"	"7.441"	"-7.441"
"GO:0004407"	"histone deacetylase activity"	"7.435"	"-7.435"
"GO:0031491"	"nucleosome binding"	"7.308"	"-7.308"
"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"6.673"	"-6.673"
"GO:0000980"	"RNA polymerase II distal enhancer sequence-specific DNA binding"	"6.667"	"-6.667"
"GO:0046983"	"protein dimerization activity"	"6.626"	"-6.626"
"GO:0000978"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding"	"6.6"	"-6.6"
"GO:0032452"	"histone demethylase activity"	"6.558"	"-6.558"
"GO:0002039"	"p53 binding"	"6.456"	"-6.456"
"GO:0003723"	"RNA binding"	"6.449"	"-6.449"
"GO:0003729"	"mRNA binding"	"6.188"	"-6.188"
"GO:0047485"	"protein N-terminus binding"	"6.083"	"-6.083"
"GO:0042162"	"telomeric DNA binding"	"5.936"	"-5.936"
"GO:0043015"	"gamma-tubulin binding"	"5.881"	"-5.881"
"GO:0000987"	"core promoter proximal region sequence-specific DNA binding"	"5.804"	"-5.804"
"GO:0051213"	"dioxygenase activity"	"5.676"	"-5.676"
"GO:0008143"	"poly(A) binding"	"5.503"	"-5.503"
"GO:0019901"	"protein kinase binding"	"5.351"	"-5.351"
"GO:0004623"	"phospholipase A2 activity"	"5.178"	"-5.178"
"GO:0070530"	"K63-linked polyubiquitin binding"	"5.166"	"-5.166"
"GO:0004402"	"histone acetyltransferase activity"	"5.131"	"-5.131"
"GO:0031625"	"ubiquitin protein ligase binding"	"5.073"	"-5.073"
"GO:0003730"	"mRNA 3'-UTR binding"	"4.988"	"-4.988"
"GO:0051787"	"misfolded protein binding"	"4.891"	"-4.891"
"GO:0019904"	"protein domain specific binding"	"4.725"	"-4.725"
"GO:0015631"	"tubulin binding"	"4.695"	"-4.695"
"GO:0051082"	"unfolded protein binding"	"4.675"	"-4.675"
"GO:0044183"	"protein binding involved in protein folding"	"4.671"	"-4.671"
"GO:0008022"	"protein C-terminus binding"	"4.663"	"-4.663"
"GO:0001227"	"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"4.606"	"-4.606"
"GO:0008266"	"poly(U) RNA binding"	"4.342"	"-4.342"
"GO:0004674"	"protein serine/threonine kinase activity"	"4.307"	"-4.307"
"GO:0031072"	"heat shock protein binding"	"4.253"	"-4.253"
"GO:0033613"	"activating transcription factor binding"	"4.151"	"-4.151"
"GO:0042623"	"ATPase activity, coupled"	"4.042"	"-4.042"
"GO:0051059"	"NF-kappaB binding"	"3.976"	"-3.976"
"GO:0001077"	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"3.92"	"-3.92"
"GO:0001103"	"RNA polymerase II repressing transcription factor binding"	"3.882"	"-3.882"
"GO:0070034"	"telomerase RNA binding"	"3.755"	"-3.755"
"GO:0003824"	"catalytic activity"	"3.701"	"-3.701"
"GO:0008138"	"protein tyrosine/serine/threonine phosphatase activity"	"3.661"	"-3.661"
"GO:0048487"	"beta-tubulin binding"	"3.654"	"-3.654"
"GO:0001158"	"enhancer sequence-specific DNA binding"	"3.652"	"-3.652"
"GO:0004860"	"protein kinase inhibitor activity"	"3.416"	"-3.416"
"GO:0000979"	"RNA polymerase II core promoter sequence-specific DNA binding"	"3.361"	"-3.361"
"GO:0043130"	"ubiquitin binding"	"3.355"	"-3.355"
"GO:0005198"	"structural molecule activity"	"3.342"	"-3.342"
"GO:0005215"	"transporter activity"	"3.314"	"-3.314"
"GO:0003725"	"double-stranded RNA binding"	"3.282"	"-3.282"
"GO:0008047"	"enzyme activator activity"	"3.268"	"-3.268"
"GO:0000977"	"RNA polymerase II regulatory region sequence-specific DNA binding"	"3.2"	"-3.2"
