"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-31.899"	"31.899"
"GO:0010469"	"regulation of receptor activity"	"-22.169"	"22.169"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-20.806"	"20.806"
"GO:0006955"	"immune response"	"-19.647"	"19.647"
"GO:0007165"	"signal transduction"	"-18.837"	"18.837"
"GO:0007267"	"cell-cell signaling"	"-18.545"	"18.545"
"GO:0007218"	"neuropeptide signaling pathway"	"-18.464"	"18.464"
"GO:0007268"	"chemical synaptic transmission"	"-18.402"	"18.402"
"GO:0006954"	"inflammatory response"	"-17.479"	"17.479"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-17.106"	"17.106"
"GO:0007166"	"cell surface receptor signaling pathway"	"-17.101"	"17.101"
"GO:0006935"	"chemotaxis"	"-17.082"	"17.082"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-16.573"	"16.573"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-16.314"	"16.314"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-15.96"	"15.96"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-15.255"	"15.255"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-15.237"	"15.237"
"GO:0070126"	"mitochondrial translational termination"	"-14.911"	"14.911"
"GO:0070125"	"mitochondrial translational elongation"	"-14.889"	"14.889"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"-14.787"	"14.787"
"GO:0060326"	"cell chemotaxis"	"-13.909"	"13.909"
"GO:0030593"	"neutrophil chemotaxis"	"-13.705"	"13.705"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-13.415"	"13.415"
"GO:0030168"	"platelet activation"	"-13.363"	"13.363"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-13.348"	"13.348"
"GO:0019722"	"calcium-mediated signaling"	"-13.234"	"13.234"
"GO:0050852"	"T cell receptor signaling pathway"	"-11.941"	"11.941"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-11.521"	"11.521"
