geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
hsa01200	Carbon metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01200+1738+1743+1892+1962+2026+2027+226+2271+26275+34+3417+3420+3421+39+4190+4191+50+5160+5162+6389+6391+6392+8801+8802+8803	92	25	1.5291779584462513	16.348653119092628	0	0	1738;1743;1892;1962;2026;2027;226;2271;26275;34;3417;3420;3421;39;4190;4191;50;5160;5162;6389;6391;6392;8801;8802;8803	ENSG00000117054;ENSG00000120437;ENSG00000100412;ENSG00000149925;ENSG00000091140;ENSG00000119689;ENSG00000127884;ENSG00000113790;ENSG00000111674;ENSG00000108515;ENSG00000091483;ENSG00000198130;ENSG00000138413;ENSG00000101365;ENSG00000067829;ENSG00000014641;ENSG00000146701;ENSG00000131828;ENSG00000168291;ENSG00000073578;ENSG00000143252;ENSG00000204370;ENSG00000136143;ENSG00000163541;ENSG00000172340
hsa00280	Valine, leucine and isoleucine degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00280+10449+1738+1892+1962+223+224+26275+3028+3032+3033+3155+3157+34+39+594	33	15	0.548509485094851	27.34683794466403	0	0	10449;1738;1892;1962;223;224;26275;3028;3032;3033;3155;3157;34;39;594	ENSG00000167315;ENSG00000117054;ENSG00000120437;ENSG00000072210;ENSG00000143149;ENSG00000083123;ENSG00000091140;ENSG00000127884;ENSG00000113790;ENSG00000138796;ENSG00000138029;ENSG00000198130;ENSG00000117305;ENSG00000112972;ENSG00000072506
hsa00020	Citrate cycle (TCA cycle)	http://www.kegg.jp/kegg-bin/show_pathway?hsa00020+1738+1743+2271+3417+3420+3421+4190+4191+50+5160+5162+6389+6391+6392+8801+8802+8803	26	17	0.43215898825654925	39.3373745819398	0	0	1738;1743;2271;3417;3420;3421;4190;4191;50;5160;5162;6389;6391;6392;8801;8802;8803	ENSG00000100412;ENSG00000091140;ENSG00000119689;ENSG00000091483;ENSG00000138413;ENSG00000101365;ENSG00000067829;ENSG00000014641;ENSG00000146701;ENSG00000131828;ENSG00000168291;ENSG00000073578;ENSG00000143252;ENSG00000204370;ENSG00000136143;ENSG00000163541;ENSG00000172340
hsa00071	Fatty acid degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00071+10449+1374+1579+1892+1962+2182+223+224+2639+3032+3033+34+37+39+51	25	15	0.41553748870822044	36.09782608695652	0	0	10449;1374;1579;1892;1962;2182;223;224;2639;3032;3033;34;37;39;51	ENSG00000167315;ENSG00000117054;ENSG00000072778;ENSG00000120437;ENSG00000161533;ENSG00000068366;ENSG00000072210;ENSG00000143149;ENSG00000110090;ENSG00000187048;ENSG00000127884;ENSG00000113790;ENSG00000105607;ENSG00000138796;ENSG00000138029
hsa01212	Fatty acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01212+10449+1374+1892+1962+2182+2194+3032+3033+34+37+39+51	25	12	0.41553748870822044	28.878260869565217	8.881784197001252e-16	5.2935433814127465e-14	10449;1374;1892;1962;2182;2194;3032;3033;34;37;39;51	ENSG00000167315;ENSG00000117054;ENSG00000072778;ENSG00000120437;ENSG00000161533;ENSG00000068366;ENSG00000110090;ENSG00000127884;ENSG00000113790;ENSG00000169710;ENSG00000138796;ENSG00000138029
hsa00640	Propanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00640+1738+1892+1962+26275+34+39+3939+594+8801+8802+8803	24	11	0.3989159891598916	27.574728260869563	3.042011087472929e-14	1.5108655067782213e-12	1738;1892;1962;26275;34;39;3939;594;8801;8802;8803	ENSG00000117054;ENSG00000120437;ENSG00000083123;ENSG00000091140;ENSG00000127884;ENSG00000113790;ENSG00000198130;ENSG00000134333;ENSG00000136143;ENSG00000163541;ENSG00000172340
hsa00620	Pyruvate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00620+1738+223+224+2271+39+3939+4190+4191+5160+5162+9380	28	11	0.4654019873532069	23.635481366459626	2.474687121889474e-13	1.0535096604615188e-11	1738;223;224;2271;39;3939;4190;4191;5160;5162;9380	ENSG00000120437;ENSG00000072210;ENSG00000143149;ENSG00000091140;ENSG00000091483;ENSG00000137106;ENSG00000134333;ENSG00000014641;ENSG00000146701;ENSG00000131828;ENSG00000168291
hsa00410	beta-Alanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00410+1892+1962+223+224+2572+26275+34+6611+8639	21	9	0.3490514905149052	25.784161490683225	1.6245449430130066e-11	6.051429912723449e-10	1892;1962;223;224;2572;26275;34;6611;8639	ENSG00000117054;ENSG00000072210;ENSG00000143149;ENSG00000131471;ENSG00000127884;ENSG00000113790;ENSG00000136750;ENSG00000198130;ENSG00000102172
hsa00380	Tryptophan metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00380+1543+1892+1962+223+224+2639+3033+39+4128	25	9	0.41553748870822044	21.65869565217391	1.0693024243835225e-10	3.5405791385143304e-9	1543;1892;1962;223;224;2639;3033;39;4128	ENSG00000120437;ENSG00000072210;ENSG00000143149;ENSG00000140465;ENSG00000127884;ENSG00000113790;ENSG00000105607;ENSG00000138796;ENSG00000189221
hsa00650	Butanoate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00650+1892+1962+2572+3033+3155+3157+39	12	7	0.1994579945799458	35.09510869565217	2.0611135020942584e-10	6.1421182362408904e-9	1892;1962;2572;3033;3155;3157;39	ENSG00000120437;ENSG00000127884;ENSG00000113790;ENSG00000136750;ENSG00000138796;ENSG00000117305;ENSG00000112972
