"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0006351"	"transcription, DNA-templated"	"-18.379"	"18.379"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-17.881"	"17.881"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-17.541"	"17.541"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-15.072"	"15.072"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"-14.162"	"14.162"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"-13.759"	"13.759"
"GO:0006412"	"translation"	"-13.197"	"13.197"
"GO:0031124"	"mRNA 3'-end processing"	"-11.119"	"11.119"
"GO:0007218"	"neuropeptide signaling pathway"	"-11.054"	"11.054"
"GO:0006405"	"RNA export from nucleus"	"-10.432"	"10.432"
"GO:0070126"	"mitochondrial translational termination"	"-10.362"	"10.362"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-9.894"	"9.894"
"GO:0070125"	"mitochondrial translational elongation"	"-9.743"	"9.743"
"GO:0006413"	"translational initiation"	"-9.628"	"9.628"
"GO:0006406"	"mRNA export from nucleus"	"-9.608"	"9.608"
"GO:0008380"	"RNA splicing"	"-9.275"	"9.275"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-9.118"	"9.118"
"GO:0002181"	"cytoplasmic translation"	"-8.803"	"8.803"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-8.576"	"8.576"
"GO:0006955"	"immune response"	"-8.56"	"8.56"
"GO:0042795"	"snRNA transcription from RNA polymerase II promoter"	"-8.165"	"8.165"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-8.062"	"8.062"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-8"	"8"
"GO:0045292"	"mRNA cis splicing, via spliceosome"	"-7.879"	"7.879"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"-7.647"	"7.647"
"GO:0016070"	"RNA metabolic process"	"-7.647"	"7.647"
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	"-7.617"	"7.617"
"GO:0007268"	"chemical synaptic transmission"	"-7.396"	"7.396"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-7.236"	"7.236"
"GO:0097711"	"ciliary basal body docking"	"-6.92"	"6.92"
"GO:0060326"	"cell chemotaxis"	"-6.807"	"6.807"
"GO:0007098"	"centrosome cycle"	"-6.603"	"6.603"
"GO:0006364"	"rRNA processing"	"-6.417"	"6.417"
"GO:0000245"	"spliceosomal complex assembly"	"-6.278"	"6.278"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-6.187"	"6.187"
"GO:0030593"	"neutrophil chemotaxis"	"-6.185"	"6.185"
