"Pathway"	"Z-score"
"Influenza A"	"12.29"
"RIG-I-like receptor signaling pathway"	"11.28"
"NOD-like receptor signaling pathway"	"11.025"
"Herpes simplex infection"	"10.619"
"Antigen processing and presentation"	"10.611"
"Proteasome"	"10.065"
"Measles"	"9.15"
"Cytosolic DNA-sensing pathway"	"6.668"
"Hepatitis C"	"6.607"
"C-type lectin receptor signaling pathway"	"6.131"
"Human papillomavirus infection"	"5.88"
"Necroptosis"	"5.845"
"Kaposi's sarcoma-associated herpesvirus infection"	"5.257"
"Toll-like receptor signaling pathway"	"4.832"
"TNF signaling pathway"	"4.617"
"Jak-STAT signaling pathway"	"4.595"
"Pertussis"	"4.354"
"Viral carcinogenesis"	"4.052"
"Cytokine-cytokine receptor interaction"	"4.005"
"Hepatitis B"	"3.893"
"Hematopoietic cell lineage"	"3.629"
"Legionellosis"	"3.306"
"Viral myocarditis"	"3.126"
"Osteoclast differentiation"	"2.948"
"Complement and coagulation cascades"	"2.57"
"Rheumatoid arthritis"	"2.333"
"Tuberculosis"	"2.279"
"IL-17 signaling pathway"	"2.24"
"Pyrimidine metabolism"	"2.148"
"Chemokine signaling pathway"	"2.133"
"Pathways in cancer"	"2.081"
"Apoptosis - multiple species"	"2.065"
"Primary immunodeficiency"	"1.924"
"Allograft rejection"	"1.868"
"Graft-versus-host disease"	"1.773"
"Systemic lupus erythematosus"	"1.705"
"ABC transporters"	"1.687"
"Type I diabetes mellitus"	"1.685"
"PI3K-Akt signaling pathway"	"1.68"
"Aminoacyl-tRNA biosynthesis"	"1.666"
"Ubiquitin mediated proteolysis"	"1.594"
"Intestinal immune network for IgA production"	"1.589"
"Parkinson's disease"	"1.533"
"Arginine and proline metabolism"	"1.523"
"Cell adhesion molecules (CAMs)"	"1.494"
"Amyotrophic lateral sclerosis (ALS)"	"1.476"
"Phagosome"	"1.446"
"Autoimmune thyroid disease"	"1.438"
"Staphylococcus aureus infection"	"1.415"
"Glutathione metabolism"	"1.374"
