"GO.ID"	"GO.Term"	"Z-score"
"GO:0004842"	"ubiquitin-protein transferase activity"	"19.913"
"GO:0004298"	"threonine-type endopeptidase activity"	"19.198"
"GO:0046978"	"TAP1 binding"	"18.058"
"GO:0015433"	"peptide antigen-transporting ATPase activity"	"17.748"
"GO:0004175"	"endopeptidase activity"	"16.954"
"GO:0050700"	"CARD domain binding"	"16.328"
"GO:0023029"	"MHC class Ib protein binding"	"15.859"
"GO:0005132"	"type I interferon receptor binding"	"15.273"
"GO:0046979"	"TAP2 binding"	"13.876"
"GO:0005164"	"tumor necrosis factor receptor binding"	"12.808"
"GO:0046980"	"tapasin binding"	"12.14"
"GO:1904680"	"peptide transmembrane transporter activity"	"11.785"
"GO:0089720"	"caspase binding"	"11.478"
"GO:0032393"	"MHC class I receptor activity"	"10.758"
"GO:0030109"	"HLA-B specific inhibitory MHC class I receptor activity"	"10.649"
"GO:0042605"	"peptide antigen binding"	"10.403"
"GO:0005126"	"cytokine receptor binding"	"9.999"
"GO:0097153"	"cysteine-type endopeptidase activity involved in apoptotic process"	"9.949"
"GO:0008384"	"IkappaB kinase activity"	"9.946"
"GO:0030107"	"HLA-A specific inhibitory MHC class I receptor activity"	"9.746"
"GO:0061631"	"ubiquitin conjugating enzyme activity"	"9.734"
"GO:0003727"	"single-stranded RNA binding"	"9.394"
"GO:0032396"	"inhibitory MHC class I receptor activity"	"9.118"
"GO:0005123"	"death receptor binding"	"9.099"
"GO:0061630"	"ubiquitin protein ligase activity"	"9.078"
"GO:0042296"	"ISG15 transferase activity"	"9.041"
"GO:0030881"	"beta-2-microglobulin binding"	"8.906"
"GO:0004197"	"cysteine-type endopeptidase activity"	"8.774"
"GO:0031730"	"CCR5 chemokine receptor binding"	"8.751"
"GO:0070628"	"proteasome binding"	"8.687"
"GO:0035877"	"death effector domain binding"	"8.587"
"GO:0004930"	"G-protein coupled receptor activity"	"8.376"
"GO:0061133"	"endopeptidase activator activity"	"8.234"
"GO:0043130"	"ubiquitin binding"	"8.217"
"GO:0035438"	"cyclic-di-GMP binding"	"7.795"
"GO:0061507"	"cyclic-GMP-AMP binding"	"7.795"
"GO:0031624"	"ubiquitin conjugating enzyme binding"	"7.732"
"GO:0005515"	"protein binding"	"7.645"
"GO:0071723"	"lipopeptide binding"	"7.501"
"GO:0008476"	"protein-tyrosine sulfotransferase activity"	"7.447"
"GO:0004843"	"thiol-dependent ubiquitin-specific protease activity"	"7.444"
"GO:0030246"	"carbohydrate binding"	"7.367"
"GO:0005131"	"growth hormone receptor binding"	"7.362"
"GO:0097199"	"cysteine-type endopeptidase activity involved in apoptotic signaling pathway"	"7.33"
"GO:0015279"	"store-operated calcium channel activity"	"7.297"
"GO:0070530"	"K63-linked polyubiquitin binding"	"7.275"
"GO:0003725"	"double-stranded RNA binding"	"7.253"
"GO:0044549"	"GTP cyclohydrolase binding"	"7.182"
"GO:0004866"	"endopeptidase inhibitor activity"	"7.179"
"GO:0017125"	"deoxycytidyl transferase activity"	"7.087"
"GO:0031625"	"ubiquitin protein ligase binding"	"7.046"
"GO:0061750"	"acid sphingomyelin phosphodiesterase activity"	"7.008"
"GO:0019782"	"ISG15 activating enzyme activity"	"6.837"
"GO:0052593"	"tryptamine:oxygen oxidoreductase (deaminating) activity"	"6.824"
"GO:0052594"	"aminoacetone:oxygen oxidoreductase(deaminating) activity"	"6.824"
"GO:0052595"	"aliphatic-amine oxidase activity"	"6.824"
"GO:0052596"	"phenethylamine:oxygen oxidoreductase (deaminating) activity"	"6.824"
"GO:0030883"	"endogenous lipid antigen binding"	"6.714"
"GO:0030884"	"exogenous lipid antigen binding"	"6.714"
"GO:0047395"	"glycerophosphoinositol glycerophosphodiesterase activity"	"6.68"
"GO:0031996"	"thioesterase binding"	"6.651"
"GO:0005125"	"cytokine activity"	"6.487"
"GO:0070513"	"death domain binding"	"6.408"
"GO:1990450"	"linear polyubiquitin binding"	"6.395"
"GO:0047280"	"nicotinamide phosphoribosyltransferase activity"	"6.238"
"GO:0030882"	"lipid antigen binding"	"6.123"
"GO:0004706"	"JUN kinase kinase kinase activity"	"6.025"
"GO:0003823"	"antigen binding"	"5.986"
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"5.95"
"GO:0008270"	"zinc ion binding"	"5.771"
"GO:0004139"	"deoxyribose-phosphate aldolase activity"	"5.764"
"GO:0036459"	"thiol-dependent ubiquitinyl hydrolase activity"	"5.738"
"GO:0004252"	"serine-type endopeptidase activity"	"5.722"
"GO:0000064"	"L-ornithine transmembrane transporter activity"	"5.686"
"GO:0005144"	"interleukin-13 receptor binding"	"5.683"
"GO:0042802"	"identical protein binding"	"5.674"
"GO:0004905"	"type I interferon receptor activity"	"5.656"
"GO:0003690"	"double-stranded DNA binding"	"5.533"
"GO:0008656"	"cysteine-type endopeptidase activator activity involved in apoptotic process"	"5.505"
"GO:0008009"	"chemokine activity"	"5.464"
"GO:0004085"	"butyryl-CoA dehydrogenase activity"	"5.411"
"GO:0070891"	"lipoteichoic acid binding"	"5.323"
"GO:0017024"	"myosin I binding"	"5.307"
"GO:0032500"	"muramyl dipeptide binding"	"5.262"
"GO:0019957"	"C-C chemokine binding"	"5.257"
"GO:0046873"	"metal ion transmembrane transporter activity"	"5.248"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"5.174"
"GO:0047389"	"glycerophosphocholine phosphodiesterase activity"	"5.172"
"GO:0001530"	"lipopolysaccharide binding"	"5.154"
"GO:0019776"	"Atg8 ligase activity"	"5.126"
"GO:0032813"	"tumor necrosis factor receptor superfamily binding"	"5.108"
"GO:0033038"	"bitter taste receptor activity"	"5.083"
"GO:0004917"	"interleukin-7 receptor activity"	"5.072"
"GO:0032003"	"interleukin-28 receptor binding"	"5.029"
"GO:0005174"	"CD40 receptor binding"	"5.017"
"GO:0042803"	"protein homodimerization activity"	"4.994"
"GO:0016493"	"C-C chemokine receptor activity"	"4.939"
"GO:0019956"	"chemokine binding"	"4.913"
"GO:0023024"	"MHC class I protein complex binding"	"4.906"
"GO:0008417"	"fucosyltransferase activity"	"4.844"
