"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa00190"	"Oxidative phosphorylation"	"131.407"	"2450"	"270.078"	"16.589"
"hsa05012"	"Parkinson's disease"	"106.522"	"2460"	"391.626"	"19.417"
"hsa05010"	"Alzheimer's disease"	"89.046"	"2186"	"419.227"	"19.841"
"hsa04714"	"Thermogenesis"	"88.015"	"2490"	"523.147"	"22.347"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"75.753"	"1934"	"403.489"	"20.204"
"hsa04723"	"Retrograde endocannabinoid signaling"	"75.041"	"1598"	"340.24"	"16.761"
"hsa05016"	"Huntington's disease"	"65.045"	"2445"	"709.583"	"26.68"
"hsa04260"	"Cardiac muscle contraction"	"39.95"	"530"	"113.004"	"10.438"
"hsa04966"	"Collecting duct acid secretion"	"29.452"	"439"	"123"	"10.729"
"hsa00010"	"Glycolysis / Gluconeogenesis"	"28.487"	"997"	"402.705"	"20.862"
"hsa00020"	"Citrate cycle (TCA cycle)"	"27.177"	"504"	"155.64"	"12.818"
"hsa04145"	"Phagosome"	"25.374"	"1394"	"716.106"	"26.716"
"hsa05110"	"Vibrio cholerae infection"	"23.096"	"675"	"292.963"	"16.541"
"hsa00030"	"Pentose phosphate pathway"	"21.421"	"369"	"129.979"	"11.158"
"hsa04721"	"Synaptic vesicle cycle"	"20.482"	"592"	"267.908"	"15.823"
"hsa00051"	"Fructose and mannose metabolism"	"20.16"	"355"	"128.85"	"11.218"
"hsa00620"	"Pyruvate metabolism"	"19.574"	"425"	"169.4"	"13.058"
"hsa05323"	"Rheumatoid arthritis"	"19.01"	"547"	"252.371"	"15.499"
"hsa00280"	"Valine, leucine and isoleucine degradation"	"18.679"	"274"	"98.532"	"9.394"
"hsa00260"	"Glycine, serine and threonine metabolism"	"18.461"	"335"	"131.655"	"11.015"
"hsa00520"	"Amino sugar and nucleotide sugar metabolism"	"17.779"	"337"	"137.814"	"11.203"
"hsa00270"	"Cysteine and methionine metabolism"	"15.828"	"312"	"135.572"	"11.147"
"hsa00640"	"Propanoate metabolism"	"15.733"	"219"	"77.518"	"8.992"
"hsa00630"	"Glyoxylate and dicarboxylate metabolism"	"15.361"	"221"	"82.742"	"9.001"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"13.986"	"650"	"381.446"	"19.202"
"hsa00500"	"Starch and sucrose metabolism"	"13.847"	"234"	"104.157"	"9.377"
"hsa00071"	"Fatty acid degradation"	"13.745"	"201"	"82.849"	"8.596"
"hsa00920"	"Sulfur metabolism"	"13.544"	"35"	"5.415"	"2.184"
"hsa00983"	"Drug metabolism - other enzymes"	"13.228"	"220"	"96.124"	"9.365"
"hsa00052"	"Galactose metabolism"	"12.814"	"251"	"116.85"	"10.469"
"hsa00480"	"Glutathione metabolism"	"12.728"	"167"	"64.582"	"8.047"
"hsa04146"	"Peroxisome"	"12.139"	"222"	"99.159"	"10.119"
"hsa00970"	"Aminoacyl-tRNA biosynthesis"	"11.753"	"237"	"115.18"	"10.365"
"hsa03050"	"Proteasome"	"11.645"	"476"	"286.666"	"16.258"
"hsa00330"	"Arginine and proline metabolism"	"11.307"	"191"	"88.559"	"9.06"
"hsa04922"	"Glucagon signaling pathway"	"11.152"	"662"	"433.69"	"20.473"
"hsa00250"	"Alanine, aspartate and glutamate metabolism"	"10.987"	"166"	"76.128"	"8.18"
"hsa04217"	"Necroptosis"	"10.928"	"944"	"658.845"	"26.094"
"hsa04142"	"Lysosome"	"10.862"	"298"	"161.584"	"12.559"
"hsa05130"	"Pathogenic Escherichia coli infection"	"10.323"	"848"	"575.138"	"26.433"
"hsa00380"	"Tryptophan metabolism"	"10.126"	"162"	"76.887"	"8.405"
"hsa00410"	"beta-Alanine metabolism"	"10.062"	"143"	"65.727"	"7.68"
"hsa00860"	"Porphyrin and chlorophyll metabolism"	"9.872"	"81"	"29.224"	"5.245"
