"GO.ID"	"GO.Term"	"Z-score"
"GO:0002323"	"natural killer cell activation involved in immune response"	"16.162"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"16.031"
"GO:0033141"	"positive regulation of peptidyl-serine phosphorylation of STAT protein"	"15.683"
"GO:0019221"	"cytokine-mediated signaling pathway"	"15.675"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"14.535"
"GO:0010469"	"regulation of receptor activity"	"12.855"
"GO:0048861"	"leukemia inhibitory factor signaling pathway"	"12.701"
"GO:0006935"	"chemotaxis"	"12.345"
"GO:1901676"	"positive regulation of histone H3-K27 acetylation"	"12.16"
"GO:0070120"	"ciliary neurotrophic factor-mediated signaling pathway"	"12.08"
"GO:0007165"	"signal transduction"	"12.074"
"GO:0006955"	"immune response"	"11.934"
"GO:0006954"	"inflammatory response"	"11.771"
"GO:0070098"	"chemokine-mediated signaling pathway"	"11.649"
"GO:0038165"	"oncostatin-M-mediated signaling pathway"	"11.412"
"GO:0007259"	"JAK-STAT cascade"	"10.549"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"10.127"
"GO:0007166"	"cell surface receptor signaling pathway"	"10.025"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"10.008"
"GO:0008284"	"positive regulation of cell proliferation"	"9.928"
"GO:0060326"	"cell chemotaxis"	"9.882"
"GO:0060397"	"JAK-STAT cascade involved in growth hormone signaling pathway"	"9.872"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"9.634"
"GO:0006468"	"protein phosphorylation"	"9.575"
"GO:0002286"	"T cell activation involved in immune response"	"9.556"
"GO:0000165"	"MAPK cascade"	"9.424"
"GO:0015747"	"urate transport"	"9.415"
"GO:0042738"	"exogenous drug catabolic process"	"9.295"
"GO:0002250"	"adaptive immune response"	"9.199"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"9.145"
"GO:0006817"	"phosphate ion transport"	"9.131"
"GO:0006959"	"humoral immune response"	"9.009"
"GO:0035556"	"intracellular signal transduction"	"8.889"
"GO:0043066"	"negative regulation of apoptotic process"	"8.888"
"GO:0043330"	"response to exogenous dsRNA"	"8.829"
"GO:0007267"	"cell-cell signaling"	"8.814"
"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	"8.528"
"GO:0046854"	"phosphatidylinositol phosphorylation"	"8.481"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"8.469"
"GO:0030335"	"positive regulation of cell migration"	"8.424"
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	"8.419"
"GO:0070102"	"interleukin-6-mediated signaling pathway"	"8.344"
"GO:0043410"	"positive regulation of MAPK cascade"	"8.327"
"GO:0007155"	"cell adhesion"	"8.316"
"GO:0051897"	"positive regulation of protein kinase B signaling"	"8.159"
"GO:0038110"	"interleukin-2-mediated signaling pathway"	"8.062"
"GO:0060396"	"growth hormone receptor signaling pathway"	"8.03"
"GO:0016125"	"sterol metabolic process"	"8.013"
"GO:0044341"	"sodium-dependent phosphate transport"	"7.913"
"GO:0060337"	"type I interferon signaling pathway"	"7.882"
"GO:0046449"	"creatinine metabolic process"	"7.83"
"GO:0030593"	"neutrophil chemotaxis"	"7.788"
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	"7.755"
"GO:0030154"	"cell differentiation"	"7.697"
"GO:0002384"	"hepatic immune response"	"7.696"
"GO:0070106"	"interleukin-27-mediated signaling pathway"	"7.686"
"GO:0007268"	"chemical synaptic transmission"	"7.641"
"GO:0042127"	"regulation of cell proliferation"	"7.626"
"GO:0071222"	"cellular response to lipopolysaccharide"	"7.548"
"GO:0045766"	"positive regulation of angiogenesis"	"7.529"
"GO:1901750"	"leukotriene D4 biosynthetic process"	"7.487"
"GO:0042100"	"B cell proliferation"	"7.481"
"GO:0030595"	"leukocyte chemotaxis"	"7.461"
"GO:0006082"	"organic acid metabolic process"	"7.448"
"GO:0048513"	"animal organ development"	"7.397"
"GO:0038113"	"interleukin-9-mediated signaling pathway"	"7.381"
