"ID"	"Pathway"	"Z-score"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"23.184"
"hsa04630"	"Jak-STAT signaling pathway"	"22.194"
"hsa05200"	"Pathways in cancer"	"17.798"
"hsa04151"	"PI3K-Akt signaling pathway"	"15.005"
"hsa05161"	"Hepatitis B"	"14.79"
"hsa05165"	"Human papillomavirus infection"	"13.324"
"hsa05206"	"MicroRNAs in cancer"	"12.532"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"12.32"
"hsa05223"	"Non-small cell lung cancer"	"12.234"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"12.093"
"hsa04062"	"Chemokine signaling pathway"	"11.953"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"11.801"
"hsa05215"	"Prostate cancer"	"11.8"
"hsa05224"	"Breast cancer"	"11.749"
"hsa04218"	"Cellular senescence"	"11.576"
"hsa04012"	"ErbB signaling pathway"	"11.538"
"hsa04071"	"Sphingolipid signaling pathway"	"11.53"
"hsa05160"	"Hepatitis C"	"11.482"
"hsa05220"	"Chronic myeloid leukemia"	"11.456"
"hsa05214"	"Glioma"	"11.371"
"hsa04072"	"Phospholipase D signaling pathway"	"11.332"
"hsa05205"	"Proteoglycans in cancer"	"11.011"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"10.984"
"hsa05212"	"Pancreatic cancer"	"10.943"
"hsa04917"	"Prolactin signaling pathway"	"10.848"
"hsa04068"	"FoxO signaling pathway"	"10.724"
"hsa05226"	"Gastric cancer"	"10.636"
"hsa04015"	"Rap1 signaling pathway"	"10.601"
"hsa04919"	"Thyroid hormone signaling pathway"	"10.56"
"hsa05218"	"Melanoma"	"10.531"
"hsa05221"	"Acute myeloid leukemia"	"10.508"
"hsa04110"	"Cell cycle"	"10.334"
"hsa05219"	"Bladder cancer"	"10.262"
"hsa04742"	"Taste transduction"	"10.177"
"hsa05213"	"Endometrial cancer"	"10.021"
"hsa04620"	"Toll-like receptor signaling pathway"	"9.951"
"hsa04024"	"cAMP signaling pathway"	"9.84"
"hsa05231"	"Choline metabolism in cancer"	"9.79"
"hsa05210"	"Colorectal cancer"	"9.745"
"hsa05152"	"Tuberculosis"	"9.687"
"hsa04659"	"Th17 cell differentiation"	"9.558"
"hsa05225"	"Hepatocellular carcinoma"	"9.518"
"hsa04380"	"Osteoclast differentiation"	"9.352"
"hsa04912"	"GnRH signaling pathway"	"9.303"
"hsa04658"	"Th1 and Th2 cell differentiation"	"9.274"
"hsa04664"	"Fc epsilon RI signaling pathway"	"9.225"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"9.17"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"9.123"
"hsa04010"	"MAPK signaling pathway"	"9.107"
"hsa04625"	"C-type lectin receptor signaling pathway"	"9.063"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"9.059"
"hsa05166"	"HTLV-I infection"	"9.045"
"hsa04370"	"VEGF signaling pathway"	"9.005"
"hsa04066"	"HIF-1 signaling pathway"	"8.903"
"hsa04722"	"Neurotrophin signaling pathway"	"8.86"
"hsa04934"	"Cushing,s syndrome"	"8.744"
"hsa04360"	"Axon guidance"	"8.736"
"hsa04915"	"Estrogen signaling pathway"	"8.699"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"8.301"
"hsa04730"	"Long-term depression"	"8.27"
"hsa04660"	"T cell receptor signaling pathway"	"8.26"
"hsa04510"	"Focal adhesion"	"8.087"
"hsa04668"	"TNF signaling pathway"	"8.063"
"hsa04926"	"Relaxin signaling pathway"	"8.038"
"hsa04640"	"Hematopoietic cell lineage"	"7.943"
"hsa04014"	"Ras signaling pathway"	"7.781"
"hsa05162"	"Measles"	"7.743"
"hsa04114"	"Oocyte meiosis"	"7.733"
"hsa04310"	"Wnt signaling pathway"	"7.679"
"hsa04720"	"Long-term potentiation"	"7.657"
"hsa05222"	"Small cell lung cancer"	"7.573"
"hsa04662"	"B cell receptor signaling pathway"	"7.569"
"hsa04140"	"Autophagy - animal"	"7.425"
"hsa04916"	"Melanogenesis"	"7.408"
"hsa05320"	"Autoimmune thyroid disease"	"7.327"
"hsa04931"	"Insulin resistance"	"7.311"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"7.269"
"hsa04115"	"p53 signaling pathway"	"7.234"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"7.129"
"hsa04930"	"Type II diabetes mellitus"	"7.061"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"7.024"
"hsa04910"	"Insulin signaling pathway"	"6.982"
"hsa04726"	"Serotonergic synapse"	"6.98"
"hsa04621"	"NOD-like receptor signaling pathway"	"6.973"
"hsa05211"	"Renal cell carcinoma"	"6.963"
"hsa04921"	"Oxytocin signaling pathway"	"6.852"
"hsa04350"	"TGF-beta signaling pathway"	"6.851"
"hsa04725"	"Cholinergic synapse"	"6.727"
"hsa05164"	"Influenza A"	"6.726"
"hsa04657"	"IL-17 signaling pathway"	"6.617"
"hsa04070"	"Phosphatidylinositol signaling system"	"6.571"
"hsa05230"	"Central carbon metabolism in cancer"	"6.529"
"hsa05203"	"Viral carcinogenesis"	"6.52"
"hsa05140"	"Leishmaniasis"	"6.508"
"hsa00590"	"Arachidonic acid metabolism"	"6.431"
"hsa05133"	"Pertussis"	"6.291"
"hsa04520"	"Adherens junction"	"6.183"
"hsa04022"	"cGMP-PKG signaling pathway"	"6.058"
"hsa04371"	"Apelin signaling pathway"	"6.026"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"5.916"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"5.908"
"hsa05145"	"Toxoplasmosis"	"5.655"
"hsa04728"	"Dopaminergic synapse"	"5.645"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"5.639"
"hsa04390"	"Hippo signaling pathway"	"5.585"
"hsa04925"	"Aldosterone synthesis and secretion"	"5.495"
"hsa05031"	"Amphetamine addiction"	"5.477"
"hsa04920"	"Adipocytokine signaling pathway"	"5.476"
"hsa05202"	"Transcriptional misregulation in cancer"	"5.327"
"hsa04211"	"Longevity regulating pathway"	"5.306"
"hsa05216"	"Thyroid cancer"	"5.285"
"hsa04150"	"mTOR signaling pathway"	"5.206"
"hsa05168"	"Herpes simplex infection"	"5.062"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"5.026"
"hsa04670"	"Leukocyte transendothelial migration"	"4.905"
"hsa04611"	"Platelet activation"	"4.886"
"hsa00562"	"Inositol phosphate metabolism"	"4.772"
"hsa05146"	"Amoebiasis"	"4.754"
"hsa00591"	"Linoleic acid metabolism"	"4.75"
"hsa04810"	"Regulation of actin cytoskeleton"	"4.74"
"hsa04152"	"AMPK signaling pathway"	"4.695"
"hsa04927"	"Cortisol synthesis and secretion"	"4.669"
"hsa04724"	"Glutamatergic synapse"	"4.655"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"4.461"
"hsa04020"	"Calcium signaling pathway"	"4.436"
"hsa04924"	"Renin secretion"	"4.434"
"hsa04973"	"Carbohydrate digestion and absorption"	"4.418"
"hsa04270"	"Vascular smooth muscle contraction"	"4.362"
"hsa00140"	"Steroid hormone biosynthesis"	"4.241"
"hsa04971"	"Gastric acid secretion"	"4.233"
"hsa04330"	"Notch signaling pathway"	"4.204"
"hsa05132"	"Salmonella infection"	"4.199"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"4.125"
"hsa05143"	"African trypanosomiasis"	"4.091"
"hsa05030"	"Cocaine addiction"	"4.029"
"hsa05010"	"Alzheimer,s disease"	"3.97"
"hsa04120"	"Ubiquitin mediated proteolysis"	"3.96"
"hsa04614"	"Renin-angiotensin system"	"3.926"
"hsa04672"	"Intestinal immune network for IgA production"	"3.883"
"hsa04713"	"Circadian entrainment"	"3.808"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"3.8"
"hsa04213"	"Longevity regulating pathway - multiple species"	"3.733"
"hsa05020"	"Prion diseases"	"3.713"
"hsa04918"	"Thyroid hormone synthesis"	"3.711"
"hsa03460"	"Fanconi anemia pathway"	"3.618"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"3.574"
"hsa04970"	"Salivary secretion"	"3.561"
"hsa04922"	"Glucagon signaling pathway"	"3.499"
"hsa04911"	"Insulin secretion"	"3.483"
"hsa04972"	"Pancreatic secretion"	"3.333"
"hsa05204"	"Chemical carcinogenesis"	"3.292"
"hsa00830"	"Retinol metabolism"	"3.209"
"hsa04913"	"Ovarian steroidogenesis"	"3.178"
"hsa04210"	"Apoptosis"	"3.173"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"3.154"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"3.005"
"hsa05150"	"Staphylococcus aureus infection"	"2.995"
"hsa04137"	"Mitophagy - animal"	"2.958"
