"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"23.184"	"494"	"182.769"	"13.425"
"hsa04630"	"Jak-STAT signaling pathway"	"22.194"	"470"	"178.436"	"13.137"
"hsa05200"	"Pathways in cancer"	"17.798"	"1505"	"981.809"	"29.397"
"hsa04151"	"PI3K-Akt signaling pathway"	"15.005"	"1051"	"690.263"	"24.041"
"hsa05161"	"Hepatitis B"	"14.79"	"653"	"386.53"	"18.017"
"hsa05165"	"Human papillomavirus infection"	"13.324"	"889"	"579.426"	"23.234"
"hsa05206"	"MicroRNAs in cancer"	"12.532"	"573"	"346.963"	"18.037"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"12.32"	"707"	"452.037"	"20.695"
"hsa05223"	"Non-small cell lung cancer"	"12.234"	"334"	"179.248"	"12.649"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"12.093"	"594"	"366.371"	"18.824"
"hsa04062"	"Chemokine signaling pathway"	"11.953"	"611"	"379.777"	"19.344"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"11.801"	"323"	"174.512"	"12.583"
"hsa05215"	"Prostate cancer"	"11.8"	"493"	"299.877"	"16.366"
"hsa05224"	"Breast cancer"	"11.749"	"511"	"316.521"	"16.553"
"hsa04218"	"Cellular senescence"	"11.576"	"657"	"433.982"	"19.265"
"hsa04012"	"ErbB signaling pathway"	"11.538"	"418"	"247.484"	"14.779"
"hsa04071"	"Sphingolipid signaling pathway"	"11.53"	"448"	"268.064"	"15.605"
"hsa05160"	"Hepatitis C"	"11.482"	"459"	"277.839"	"15.777"
"hsa05220"	"Chronic myeloid leukemia"	"11.456"	"432"	"257.947"	"15.193"
"hsa05214"	"Glioma"	"11.371"	"358"	"206.73"	"13.303"
"hsa04072"	"Phospholipase D signaling pathway"	"11.332"	"407"	"239.417"	"14.788"
"hsa05205"	"Proteoglycans in cancer"	"11.011"	"691"	"465.164"	"20.51"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"10.984"	"375"	"222.298"	"13.903"
"hsa05212"	"Pancreatic cancer"	"10.943"	"364"	"214.12"	"13.697"
"hsa04917"	"Prolactin signaling pathway"	"10.848"	"319"	"179.26"	"12.882"
"hsa04068"	"FoxO signaling pathway"	"10.724"	"535"	"342.666"	"17.935"
"hsa05226"	"Gastric cancer"	"10.636"	"466"	"293.045"	"16.261"
"hsa04015"	"Rap1 signaling pathway"	"10.601"	"519"	"336.212"	"17.243"
"hsa04919"	"Thyroid hormone signaling pathway"	"10.56"	"520"	"332.651"	"17.742"
"hsa05218"	"Melanoma"	"10.531"	"286"	"159.514"	"12.011"
"hsa05221"	"Acute myeloid leukemia"	"10.508"	"299"	"167.099"	"12.553"
"hsa04110"	"Cell cycle"	"10.334"	"647"	"437.99"	"20.226"
"hsa05219"	"Bladder cancer"	"10.262"	"270"	"149.958"	"11.698"
"hsa04742"	"Taste transduction"	"10.177"	"213"	"108.47"	"10.271"
"hsa05213"	"Endometrial cancer"	"10.021"	"317"	"183.032"	"13.369"
"hsa04620"	"Toll-like receptor signaling pathway"	"9.951"	"317"	"187.692"	"12.994"
"hsa04024"	"cAMP signaling pathway"	"9.84"	"544"	"364.905"	"18.201"
"hsa05231"	"Choline metabolism in cancer"	"9.79"	"303"	"180.112"	"12.553"
"hsa05210"	"Colorectal cancer"	"9.745"	"405"	"259.553"	"14.926"
"hsa05152"	"Tuberculosis"	"9.687"	"436"	"282.318"	"15.865"
"hsa04659"	"Th17 cell differentiation"	"9.558"	"385"	"243.656"	"14.788"
"hsa05225"	"Hepatocellular carcinoma"	"9.518"	"510"	"340.945"	"17.762"
"hsa04380"	"Osteoclast differentiation"	"9.352"	"379"	"240.763"	"14.782"
"hsa04912"	"GnRH signaling pathway"	"9.303"	"337"	"211.177"	"13.525"
"hsa04658"	"Th1 and Th2 cell differentiation"	"9.274"	"277"	"162.616"	"12.334"
"hsa04664"	"Fc epsilon RI signaling pathway"	"9.225"	"256"	"146.706"	"11.848"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"9.17"	"390"	"253.225"	"14.915"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"9.123"	"364"	"231.836"	"14.487"
"hsa04010"	"MAPK signaling pathway"	"9.107"	"852"	"640.603"	"23.213"
"hsa04625"	"C-type lectin receptor signaling pathway"	"9.063"	"356"	"227.95"	"14.128"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"9.059"	"396"	"259.453"	"15.072"
"hsa05166"	"HTLV-I infection"	"9.045"	"735"	"540.013"	"21.557"
