"GO.ID"	"GO.Term"	"zscore"	"obs"	"mean"	"std"
"GO:0002323"	"natural killer cell activation involved in immune response"	"16.162"	"40"	"4.737"	"2.182"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"16.031"	"1436"	"922.763"	"32.016"
"GO:0033141"	"positive regulation of peptidyl-serine phosphorylation of STAT protein"	"15.683"	"45"	"5.761"	"2.502"
"GO:0019221"	"cytokine-mediated signaling pathway"	"15.675"	"936"	"590.829"	"22.02"
"GO:0042531"	"positive regulation of tyrosine phosphorylation of STAT protein"	"14.535"	"146"	"48.119"	"6.734"
"GO:0010469"	"regulation of receptor activity"	"12.855"	"464"	"257.261"	"16.083"
"GO:0006935"	"chemotaxis"	"12.345"	"287"	"138.817"	"12.003"
"GO:0070120"	"ciliary neurotrophic factor-mediated signaling pathway"	"12.08"	"16"	"1.419"	"1.207"
"GO:0007165"	"signal transduction"	"12.074"	"1158"	"829.56"	"27.202"
"GO:0048861"	"leukemia inhibitory factor signaling pathway"	"12.066"	"13"	"0.934"	"0.95"
"GO:0006955"	"immune response"	"11.934"	"424"	"240.052"	"15.414"
"GO:0006954"	"inflammatory response"	"11.771"	"546"	"327.662"	"18.549"
"GO:0070098"	"chemokine-mediated signaling pathway"	"11.649"	"205"	"92.045"	"9.696"
"GO:0038165"	"oncostatin-M-mediated signaling pathway"	"11.412"	"13"	"1.119"	"1.041"
"GO:0007259"	"JAK-STAT cascade"	"10.549"	"78"	"26.212"	"4.909"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"10.127"	"135"	"58.682"	"7.536"
"GO:0007166"	"cell surface receptor signaling pathway"	"10.025"	"330"	"193.934"	"13.572"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"10.008"	"1922"	"1565.528"	"35.618"
"GO:0008284"	"positive regulation of cell proliferation"	"9.928"	"869"	"638.295"	"23.237"
"GO:0060326"	"cell chemotaxis"	"9.882"	"205"	"104.683"	"10.151"
"GO:0060397"	"JAK-STAT cascade involved in growth hormone signaling pathway"	"9.872"	"61"	"18.785"	"4.276"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"9.634"	"1079"	"822.04"	"26.672"
"GO:0006468"	"protein phosphorylation"	"9.575"	"889"	"657.304"	"24.197"
"GO:0002286"	"T cell activation involved in immune response"	"9.556"	"47"	"12.965"	"3.562"
"GO:0000165"	"MAPK cascade"	"9.424"	"530"	"353.592"	"18.72"
"GO:0042738"	"exogenous drug catabolic process"	"9.295"	"45"	"12.531"	"3.493"
"GO:0002250"	"adaptive immune response"	"9.199"	"172"	"87.915"	"9.141"
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"9.145"	"480"	"324.896"	"16.96"
"GO:0006959"	"humoral immune response"	"9.009"	"95"	"40.261"	"6.076"
"GO:0035556"	"intracellular signal transduction"	"8.889"	"517"	"356.329"	"18.074"
"GO:0043066"	"negative regulation of apoptotic process"	"8.888"	"1253"	"996.613"	"28.846"
