"Pathway"	"Z-score"
"Prolactin signaling pathway"	"7.371"
"Sulfur relay system"	"6.753"
"Sulfur metabolism"	"5.849"
"Estrogen signaling pathway"	"5.669"
"Pentose and glucuronate interconversions"	"5.599"
"Jak-STAT signaling pathway"	"4.925"
"Leishmaniasis"	"4.916"
"Signaling pathways regulating pluripotency of stem cells"	"4.653"
"Toxoplasmosis"	"4.499"
"Nitrogen metabolism"	"4.41"
"Kaposi's sarcoma-associated herpesvirus infection"	"4.408"
"Ascorbate and aldarate metabolism"	"4.385"
"Thyroid cancer"	"4.25"
"Aldosterone-regulated sodium reabsorption"	"4.224"
"Steroid biosynthesis"	"4.132"
"Proteoglycans in cancer"	"4.105"
"Protein processing in endoplasmic reticulum"	"4.068"
"Bladder cancer"	"3.947"
"PPAR signaling pathway"	"3.847"
"Phosphonate and phosphinate metabolism"	"3.818"
"Hepatitis B"	"3.709"
"Th17 cell differentiation"	"3.702"
"Histidine metabolism"	"3.598"
"MicroRNAs in cancer"	"3.594"
"Amino sugar and nucleotide sugar metabolism"	"3.575"
"MAPK signaling pathway"	"3.49"
"Folate biosynthesis"	"3.432"
"PI3K-Akt signaling pathway"	"3.397"
"Colorectal cancer"	"3.305"
"Cell cycle"	"3.304"
"Regulation of lipolysis in adipocytes"	"3.286"
"Pathways in cancer"	"3.269"
"FoxO signaling pathway"	"3.155"
"Riboflavin metabolism"	"3.137"
"IL-17 signaling pathway"	"3.124"
"Th1 and Th2 cell differentiation"	"3.117"
"Progesterone-mediated oocyte maturation"	"3.061"
"Fluid shear stress and atherosclerosis"	"2.991"
"beta-Alanine metabolism"	"2.961"
"Galactose metabolism"	"2.955"
"AGE-RAGE signaling pathway in diabetic complications"	"2.937"
"Adrenergic signaling in cardiomyocytes"	"2.908"
"Central carbon metabolism in cancer"	"2.872"
"Synthesis and degradation of ketone bodies"	"2.845"
"Fructose and mannose metabolism"	"2.843"
"Epstein-Barr virus infection"	"2.806"
"p53 signaling pathway"	"2.748"
"HTLV-I infection"	"2.732"
"Viral carcinogenesis"	"2.716"
"Hippo signaling pathway"	"2.698"
"Tyrosine metabolism"	"2.678"
"Tight junction"	"2.47"
"Cardiac muscle contraction"	"2.445"
"Homologous recombination"	"2.387"
"Peroxisome"	"2.369"
"Osteoclast differentiation"	"2.363"
"Salmonella infection"	"2.253"
"Ether lipid metabolism"	"2.221"
"Hedgehog signaling pathway"	"2.204"
"Valine, leucine and isoleucine degradation"	"2.184"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"2.162"
"Small cell lung cancer"	"2.068"
"Arginine and proline metabolism"	"2.066"
"Focal adhesion"	"2.054"
"cAMP signaling pathway"	"2.029"
"Amyotrophic lateral sclerosis (ALS)"	"2.028"
"Primary bile acid biosynthesis"	"1.971"
"Choline metabolism in cancer"	"1.957"
"Selenocompound metabolism"	"1.953"
"T cell receptor signaling pathway"	"1.921"
"Phenylalanine metabolism"	"1.899"
"Endometrial cancer"	"1.844"
"Viral myocarditis"	"1.806"
"Arachidonic acid metabolism"	"1.74"
"Arginine biosynthesis"	"1.735"
"Cholinergic synapse"	"1.721"
"Glycerolipid metabolism"	"1.707"
"Terpenoid backbone biosynthesis"	"1.665"
"Influenza A"	"1.656"
"Shigellosis"	"1.612"
"Neurotrophin signaling pathway"	"1.604"
"Tuberculosis"	"1.604"
"Acute myeloid leukemia"	"1.6"
"Amphetamine addiction"	"1.596"
