"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0009897"	"external side of plasma membrane"	"26.453"	"-26.453"
"GO:0000502"	"proteasome complex"	"24.464"	"-24.464"
"GO:0005839"	"proteasome core complex"	"23.759"	"-23.759"
"GO:0071556"	"integral component of lumenal side of endoplasmic reticulum membrane"	"21.491"	"-21.491"
"GO:0005886"	"plasma membrane"	"21.423"	"-21.423"
"GO:0005576"	"extracellular region"	"18.959"	"-18.959"
"GO:0005887"	"integral component of plasma membrane"	"17.643"	"-17.643"
"GO:0045121"	"membrane raft"	"14.762"	"-14.762"
"GO:0042571"	"immunoglobulin complex, circulating"	"14.548"	"-14.548"
"GO:0005615"	"extracellular space"	"14.314"	"-14.314"
"GO:0030658"	"transport vesicle membrane"	"13.999"	"-13.999"
"GO:0005737"	"cytoplasm"	"13.91"	"-13.91"
"GO:0019005"	"SCF ubiquitin ligase complex"	"13.762"	"-13.762"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"13.314"	"-13.314"
"GO:0005829"	"cytosol"	"12.396"	"-12.396"
"GO:0010008"	"endosome membrane"	"11.639"	"-11.639"
"GO:0012507"	"ER to Golgi transport vesicle membrane"	"11.146"	"-11.146"
"GO:0009986"	"cell surface"	"10.544"	"-10.544"
"GO:0030669"	"clathrin-coated endocytic vesicle membrane"	"10.488"	"-10.488"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"9.601"	"-9.601"
"GO:0043235"	"receptor complex"	"8.449"	"-8.449"
"GO:0001772"	"immunological synapse"	"8.112"	"-8.112"
"GO:0042629"	"mast cell granule"	"8.049"	"-8.049"
"GO:0005622"	"intracellular"	"7.834"	"-7.834"
"GO:0032588"	"trans-Golgi network membrane"	"7.409"	"-7.409"
"GO:0000151"	"ubiquitin ligase complex"	"7.255"	"-7.255"
"GO:0016021"	"integral component of membrane"	"6.607"	"-6.607"
"GO:0030666"	"endocytic vesicle membrane"	"6.495"	"-6.495"
"GO:0034774"	"secretory granule lumen"	"6.441"	"-6.441"
"GO:1904724"	"tertiary granule lumen"	"6.049"	"-6.049"
"GO:0000159"	"protein phosphatase type 2A complex"	"6.043"	"-6.043"
"GO:0035580"	"specific granule lumen"	"5.832"	"-5.832"
"GO:0048471"	"perinuclear region of cytoplasm"	"5.79"	"-5.79"
"GO:0030670"	"phagocytic vesicle membrane"	"5.667"	"-5.667"
"GO:0005768"	"endosome"	"5.518"	"-5.518"
"GO:0031901"	"early endosome membrane"	"5.398"	"-5.398"
"GO:0016323"	"basolateral plasma membrane"	"5.12"	"-5.12"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"4.898"	"-4.898"
"GO:0032991"	"macromolecular complex"	"4.874"	"-4.874"
"GO:0042734"	"presynaptic membrane"	"4.868"	"-4.868"
"GO:1904813"	"ficolin-1-rich granule lumen"	"4.778"	"-4.778"
"GO:0005765"	"lysosomal membrane"	"4.729"	"-4.729"
"GO:0031226"	"intrinsic component of plasma membrane"	"4.485"	"-4.485"
"GO:0005623"	"cell"	"4.397"	"-4.397"
"GO:0031966"	"mitochondrial membrane"	"4.367"	"-4.367"
"GO:0001891"	"phagocytic cup"	"4.34"	"-4.34"
"GO:0099055"	"integral component of postsynaptic membrane"	"4.3"	"-4.3"
"GO:0005811"	"lipid particle"	"4.234"	"-4.234"
"GO:0099056"	"integral component of presynaptic membrane"	"4.161"	"-4.161"
"GO:0016605"	"PML body"	"4.096"	"-4.096"
"GO:0005901"	"caveola"	"4.015"	"-4.015"
"GO:0005911"	"cell-cell junction"	"3.912"	"-3.912"
"GO:0005856"	"cytoskeleton"	"3.861"	"-3.861"
"GO:0005764"	"lysosome"	"3.512"	"-3.512"
"GO:0043679"	"axon terminus"	"3.408"	"-3.408"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"3.331"	"-3.331"
"GO:0000123"	"histone acetyltransferase complex"	"3.176"	"-3.176"
"GO:0070971"	"endoplasmic reticulum exit site"	"3.161"	"-3.161"
"GO:0070062"	"extracellular exosome"	"3.116"	"-3.116"
