"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0003677"	"DNA binding"	"-9.565"	"9.565"
"GO:0005515"	"protein binding"	"-7.551"	"7.551"
"GO:0003735"	"structural constituent of ribosome"	"-7.384"	"7.384"
"GO:0003723"	"RNA binding"	"-7.325"	"7.325"
"GO:0000981"	"RNA polymerase II transcription factor activity, sequence-specific DNA binding"	"-4.864"	"4.864"
"GO:0003697"	"single-stranded DNA binding"	"-4.675"	"4.675"
"GO:0003899"	"DNA-directed RNA polymerase activity"	"-4.447"	"4.447"
"GO:0003684"	"damaged DNA binding"	"-4.185"	"4.185"
"GO:0008017"	"microtubule binding"	"-4.125"	"4.125"
"GO:0003777"	"microtubule motor activity"	"-4.064"	"4.064"
"GO:0070034"	"telomerase RNA binding"	"-3.844"	"3.844"
"GO:0046872"	"metal ion binding"	"-3.54"	"3.54"
"GO:0003676"	"nucleic acid binding"	"-3.486"	"3.486"
"GO:0003729"	"mRNA binding"	"-3.425"	"3.425"
"GO:0000993"	"RNA polymerase II core binding"	"-3.152"	"3.152"
"GO:0061631"	"ubiquitin conjugating enzyme activity"	"-3.101"	"3.101"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"-3.042"	"3.042"
"GO:0019843"	"rRNA binding"	"-3.008"	"3.008"
"GO:0004674"	"protein serine/threonine kinase activity"	"-3.002"	"3.002"
