"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0006351"	"transcription, DNA-templated"	"-26.158"	"26.158"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-25.505"	"25.505"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-22.131"	"22.131"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-21.191"	"21.191"
"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	"-19.15"	"19.15"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"-18.566"	"18.566"
"GO:0006412"	"translation"	"-15.524"	"15.524"
"GO:0006366"	"transcription from RNA polymerase II promoter"	"-14.582"	"14.582"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-14.188"	"14.188"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"-13.867"	"13.867"
"GO:0031124"	"mRNA 3'-end processing"	"-13.121"	"13.121"
"GO:0008380"	"RNA splicing"	"-12.817"	"12.817"
"GO:0007218"	"neuropeptide signaling pathway"	"-12.748"	"12.748"
"GO:0006413"	"translational initiation"	"-12.171"	"12.171"
"GO:0006355"	"regulation of transcription, DNA-templated"	"-11.896"	"11.896"
"GO:0006955"	"immune response"	"-11.809"	"11.809"
"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"	"-11.77"	"11.77"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-10.977"	"10.977"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"-10.917"	"10.917"
"GO:0006405"	"RNA export from nucleus"	"-10.861"	"10.861"
"GO:0002181"	"cytoplasmic translation"	"-10.654"	"10.654"
"GO:0016070"	"RNA metabolic process"	"-10.653"	"10.653"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"-10.409"	"10.409"
"GO:0007193"	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"-10.329"	"10.329"
"GO:0070126"	"mitochondrial translational termination"	"-10.29"	"10.29"
"GO:0006406"	"mRNA export from nucleus"	"-9.946"	"9.946"
"GO:0006364"	"rRNA processing"	"-9.92"	"9.92"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-9.765"	"9.765"
"GO:0070125"	"mitochondrial translational elongation"	"-9.579"	"9.579"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-9.493"	"9.493"
"GO:0006397"	"mRNA processing"	"-9.446"	"9.446"
"GO:0042795"	"snRNA transcription from RNA polymerase II promoter"	"-9.304"	"9.304"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"-9.049"	"9.049"
"GO:0006954"	"inflammatory response"	"-9.04"	"9.04"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-9.004"	"9.004"
"GO:0006367"	"transcription initiation from RNA polymerase II promoter"	"-8.671"	"8.671"
"GO:0045292"	"mRNA cis splicing, via spliceosome"	"-8.568"	"8.568"
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	"-8.401"	"8.401"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-8.235"	"8.235"
"GO:0006935"	"chemotaxis"	"-8.223"	"8.223"
"GO:0006369"	"termination of RNA polymerase II transcription"	"-7.948"	"7.948"
"GO:0001580"	"detection of chemical stimulus involved in sensory perception of bitter taste"	"-7.945"	"7.945"
"GO:0060326"	"cell chemotaxis"	"-7.877"	"7.877"
"GO:0007268"	"chemical synaptic transmission"	"-7.871"	"7.871"
"GO:0000245"	"spliceosomal complex assembly"	"-7.773"	"7.773"
"GO:0010469"	"regulation of receptor activity"	"-7.556"	"7.556"
"GO:0048025"	"negative regulation of mRNA splicing, via spliceosome"	"-7.451"	"7.451"
"GO:0030593"	"neutrophil chemotaxis"	"-7.402"	"7.402"
"GO:0007166"	"cell surface receptor signaling pathway"	"-7.351"	"7.351"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-7.306"	"7.306"
"GO:0007267"	"cell-cell signaling"	"-7.125"	"7.125"
"GO:0000387"	"spliceosomal snRNP assembly"	"-7.049"	"7.049"
"GO:0006370"	"7-methylguanosine mRNA capping"	"-7.021"	"7.021"
"GO:0019722"	"calcium-mediated signaling"	"-7.014"	"7.014"
