"Pathway"	"Z-score"
"Terpenoid backbone biosynthesis"	"8.449"
"Biosynthesis of unsaturated fatty acids"	"8.421"
"Non-homologous end-joining"	"7.128"
"Prostate cancer"	"6.312"
"Ferroptosis"	"6.104"
"AMPK signaling pathway"	"5.528"
"Protein export"	"5.378"
"Small cell lung cancer"	"4.951"
"Focal adhesion"	"4.878"
"beta-Alanine metabolism"	"4.646"
"Jak-STAT signaling pathway"	"4.596"
"Leukocyte transendothelial migration"	"4.456"
"p53 signaling pathway"	"4.419"
"Adipocytokine signaling pathway"	"4.395"
"Non-small cell lung cancer"	"4.362"
"Glioma"	"4.259"
"PPAR signaling pathway"	"4.223"
"Synthesis and degradation of ketone bodies"	"4.223"
"Melanoma"	"4.188"
"Cell cycle"	"4.186"
"Pancreatic cancer"	"4.146"
"Chronic myeloid leukemia"	"4.125"
"Ubiquitin mediated proteolysis"	"4.024"
"Measles"	"4.01"
"FoxO signaling pathway"	"3.993"
"Thyroid cancer"	"3.972"
"Estrogen signaling pathway"	"3.901"
"Viral carcinogenesis"	"3.871"
"Pathways in cancer"	"3.835"
"Hepatitis B"	"3.783"
"Progesterone-mediated oocyte maturation"	"3.56"
"Amino sugar and nucleotide sugar metabolism"	"3.548"
"Arginine and proline metabolism"	"3.543"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"3.463"
"Fatty acid biosynthesis"	"3.45"
"Cellular senescence"	"3.408"
"Protein processing in endoplasmic reticulum"	"3.306"
"Regulation of lipolysis in adipocytes"	"3.278"
"Glutamatergic synapse"	"3.207"
"HTLV-I infection"	"3.187"
"Glutathione metabolism"	"3.177"
"Phenylalanine metabolism"	"3.155"
"PI3K-Akt signaling pathway"	"3.094"
"Transcriptional misregulation in cancer"	"3.076"
"Thyroid hormone signaling pathway"	"3.062"
"Endometrial cancer"	"2.998"
"Platelet activation"	"2.98"
"Steroid biosynthesis"	"2.856"
"Acute myeloid leukemia"	"2.792"
"Regulation of actin cytoskeleton"	"2.783"
"Apelin signaling pathway"	"2.717"
"Signaling pathways regulating pluripotency of stem cells"	"2.706"
"Prolactin signaling pathway"	"2.705"
"Other types of O-glycan biosynthesis"	"2.668"
"Bile secretion"	"2.657"
"Fluid shear stress and atherosclerosis"	"2.653"
"Renin-angiotensin system"	"2.635"
"Histidine metabolism"	"2.633"
"Human papillomavirus infection"	"2.606"
"Breast cancer"	"2.562"
"Mannose type O-glycan biosynthesis"	"2.56"
"Oxytocin signaling pathway"	"2.528"
"mTOR signaling pathway"	"2.484"
"Cushing's syndrome"	"2.473"
"Hippo signaling pathway"	"2.469"
"MicroRNAs in cancer"	"2.466"
"Pentose and glucuronate interconversions"	"2.426"
"cGMP-PKG signaling pathway"	"2.323"
"Hepatocellular carcinoma"	"2.281"
"GABAergic synapse"	"2.275"
"Colorectal cancer"	"2.272"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"2.264"
"Tight junction"	"2.251"
"Fatty acid elongation"	"2.234"
"Longevity regulating pathway"	"2.221"
"Butanoate metabolism"	"2.219"
"Chemokine signaling pathway"	"2.117"
"Galactose metabolism"	"2.1"
"Kaposi's sarcoma-associated herpesvirus infection"	"2.067"
"AGE-RAGE signaling pathway in diabetic complications"	"2.06"
"Chagas disease (American trypanosomiasis)"	"2.039"
"Fructose and mannose metabolism"	"1.994"
"MAPK signaling pathway"	"1.978"
"cAMP signaling pathway"	"1.965"
"Proteoglycans in cancer"	"1.962"
"Insulin resistance"	"1.916"
"Tyrosine metabolism"	"1.884"
"Cholinergic synapse"	"1.862"
"Aldosterone-regulated sodium reabsorption"	"1.824"
"Toxoplasmosis"	"1.816"
"Neurotrophin signaling pathway"	"1.764"
"Sphingolipid signaling pathway"	"1.76"
"Bladder cancer"	"1.694"
