"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa05215"	"Prostate cancer"	"10.325"	"348"	"207.247"	"13.633"
"hsa05165"	"Human papillomavirus infection"	"8.563"	"567"	"404.892"	"18.931"
"hsa04151"	"PI3K-Akt signaling pathway"	"8.093"	"638"	"474.266"	"20.23"
"hsa04218"	"Cellular senescence"	"7.962"	"432"	"301.644"	"16.372"
"hsa05200"	"Pathways in cancer"	"7.667"	"867"	"680.009"	"24.39"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"7.52"	"398"	"274.213"	"16.462"
"hsa03050"	"Proteasome"	"7.34"	"177"	"105.964"	"9.678"
"hsa04010"	"MAPK signaling pathway"	"7.325"	"578"	"435.732"	"19.421"
"hsa03450"	"Non-homologous end-joining"	"7.212"	"43"	"15.041"	"3.877"
"hsa04919"	"Thyroid hormone signaling pathway"	"7.163"	"328"	"230.366"	"13.63"
"hsa05161"	"Hepatitis B"	"7.155"	"376"	"266.852"	"15.256"
"hsa04625"	"C-type lectin receptor signaling pathway"	"7.117"	"244"	"158.347"	"12.036"
"hsa04915"	"Estrogen signaling pathway"	"6.984"	"444"	"326.13"	"16.877"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"6.945"	"431"	"314.174"	"16.821"
"hsa04510"	"Focal adhesion"	"6.887"	"368"	"260.686"	"15.582"
"hsa05212"	"Pancreatic cancer"	"6.731"	"229"	"150.118"	"11.72"
"hsa05206"	"MicroRNAs in cancer"	"6.72"	"337"	"240.686"	"14.332"
"hsa05166"	"HTLV-I infection"	"6.669"	"500"	"376.62"	"18.501"
"hsa04612"	"Antigen processing and presentation"	"6.651"	"276"	"190.307"	"12.885"
"hsa04068"	"FoxO signaling pathway"	"6.514"	"335"	"239.913"	"14.598"
"hsa04115"	"p53 signaling pathway"	"6.442"	"145"	"89.397"	"8.631"
"hsa04658"	"Th1 and Th2 cell differentiation"	"6.38"	"182"	"113.856"	"10.681"
"hsa04659"	"Th17 cell differentiation"	"6.014"	"245"	"168.318"	"12.751"
"hsa04380"	"Osteoclast differentiation"	"5.96"	"241"	"167.339"	"12.359"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"5.905"	"221"	"154.819"	"11.208"
"hsa05202"	"Transcriptional misregulation in cancer"	"5.896"	"318"	"230.507"	"14.838"
"hsa05219"	"Bladder cancer"	"5.822"	"158"	"103.462"	"9.368"
"hsa04141"	"Protein processing in endoplasmic reticulum"	"5.773"	"471"	"365.928"	"18.201"
"hsa05223"	"Non-small cell lung cancer"	"5.701"	"186"	"125.132"	"10.676"
"hsa05222"	"Small cell lung cancer"	"5.641"	"223"	"155.036"	"12.049"
"hsa05160"	"Hepatitis C"	"5.573"	"265"	"193.484"	"12.833"
"hsa05145"	"Toxoplasmosis"	"5.566"	"311"	"230.302"	"14.5"
"hsa05205"	"Proteoglycans in cancer"	"5.345"	"412"	"322.454"	"16.753"
"hsa04657"	"IL-17 signaling pathway"	"5.304"	"231"	"165.911"	"12.271"
"hsa05213"	"Endometrial cancer"	"5.234"	"184"	"126.882"	"10.914"
"hsa04660"	"T cell receptor signaling pathway"	"5.222"	"237"	"170.407"	"12.753"
"hsa05224"	"Breast cancer"	"5.182"	"293"	"218.965"	"14.288"
"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"5.116"	"102"	"62.237"	"7.773"
"hsa05140"	"Leishmaniasis"	"5.064"	"143"	"95.418"	"9.396"
"hsa04152"	"AMPK signaling pathway"	"5.015"	"266"	"199.268"	"13.307"
"hsa05221"	"Acute myeloid leukemia"	"4.961"	"166"	"115.948"	"10.088"
"hsa05218"	"Melanoma"	"4.895"	"159"	"111.434"	"9.717"
"hsa05214"	"Glioma"	"4.752"	"198"	"144.025"	"11.358"
