"GO.ID"	"GO.Term"	"Z-score"
"GO:0005737"	"cytoplasm"	"9.221"
"GO:0005789"	"endoplasmic reticulum membrane"	"9.18"
"GO:0005829"	"cytosol"	"8.733"
"GO:0000502"	"proteasome complex"	"8.618"
"GO:0032991"	"macromolecular complex"	"8.193"
"GO:0005783"	"endoplasmic reticulum"	"7.506"
"GO:0032807"	"DNA ligase IV complex"	"7.463"
"GO:0005958"	"DNA-dependent protein kinase-DNA ligase 4 complex"	"7.427"
"GO:0070419"	"nonhomologous end joining complex"	"7.191"
"GO:0000308"	"cytoplasmic cyclin-dependent protein kinase holoenzyme complex"	"6.945"
"GO:0012507"	"ER to Golgi transport vesicle membrane"	"6.817"
"GO:0005839"	"proteasome core complex"	"6.642"
"GO:0016605"	"PML body"	"6.615"
"GO:0044232"	"organelle membrane contact site"	"6.608"
"GO:0000790"	"nuclear chromatin"	"6.111"
"GO:0097058"	"CRLF-CLCF1 complex"	"6.058"
"GO:0036513"	"Derlin-1 retrotranslocation complex"	"6.011"
"GO:0005925"	"focal adhesion"	"5.991"
"GO:0016533"	"cyclin-dependent protein kinase 5 holoenzyme complex"	"5.958"
"GO:0032993"	"protein-DNA complex"	"5.942"
"GO:0036024"	"protein C inhibitor-TMPRSS7 complex"	"5.656"
"GO:0036025"	"protein C inhibitor-TMPRSS11E complex"	"5.656"
"GO:0036026"	"protein C inhibitor-PLAT complex"	"5.656"
"GO:0036027"	"protein C inhibitor-PLAU complex"	"5.656"
"GO:0036028"	"protein C inhibitor-thrombin complex"	"5.656"
"GO:0036029"	"protein C inhibitor-KLK3 complex"	"5.656"
"GO:0036030"	"protein C inhibitor-plasma kallikrein complex"	"5.656"
"GO:0097181"	"protein C inhibitor-coagulation factor V complex"	"5.656"
"GO:0097182"	"protein C inhibitor-coagulation factor Xa complex"	"5.656"
"GO:0097183"	"protein C inhibitor-coagulation factor XI complex"	"5.656"
"GO:0016342"	"catenin complex"	"5.644"
"GO:0097059"	"CNTFR-CLCF1 complex"	"5.525"
"GO:0005667"	"transcription factor complex"	"5.42"
"GO:0034706"	"sodium channel complex"	"5.42"
"GO:0005654"	"nucleoplasm"	"5.275"
"GO:0070062"	"extracellular exosome"	"5.186"
"GO:0017146"	"NMDA selective glutamate receptor complex"	"5.113"
"GO:0097129"	"cyclin D2-CDK4 complex"	"5.071"
"GO:0005634"	"nucleus"	"5.023"
"GO:0031093"	"platelet alpha granule lumen"	"5.022"
"GO:0033116"	"endoplasmic reticulum-Golgi intermediate compartment membrane"	"4.901"
"GO:0019774"	"proteasome core complex, beta-subunit complex"	"4.879"
"GO:0043005"	"neuron projection"	"4.879"
"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"4.84"
"GO:0005913"	"cell-cell adherens junction"	"4.819"
"GO:0030018"	"Z disc"	"4.785"
"GO:0000839"	"Hrd1p ubiquitin ligase ERAD-L complex"	"4.722"
"GO:0030915"	"Smc5-Smc6 complex"	"4.717"
"GO:0090575"	"RNA polymerase II transcription factor complex"	"4.712"
"GO:0009986"	"cell surface"	"4.632"
"GO:0030134"	"ER to Golgi transport vesicle"	"4.551"
"GO:0042612"	"MHC class I protein complex"	"4.527"
"GO:0019773"	"proteasome core complex, alpha-subunit complex"	"4.524"
"GO:0032937"	"SREBP-SCAP-Insig complex"	"4.521"
"GO:0034098"	"VCP-NPL4-UFD1 AAA ATPase complex"	"4.515"
"GO:0031209"	"SCAR complex"	"4.491"
"GO:0035985"	"senescence-associated heterochromatin focus"	"4.329"
"GO:0022625"	"cytosolic large ribosomal subunit"	"4.253"
"GO:0005882"	"intermediate filament"	"4.247"
"GO:0022624"	"proteasome accessory complex"	"4.195"
"GO:0035861"	"site of double-strand break"	"4.187"
"GO:0000333"	"telomerase catalytic core complex"	"4.124"
"GO:0031379"	"RNA-directed RNA polymerase complex"	"4.124"
"GO:1990572"	"TERT-RMRP complex"	"4.124"
"GO:0005793"	"endoplasmic reticulum-Golgi intermediate compartment"	"4.06"
"GO:0000783"	"nuclear telomere cap complex"	"4.038"
"GO:0008540"	"proteasome regulatory particle, base subcomplex"	"4.01"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"4.001"
"GO:0030008"	"TRAPP complex"	"3.957"
"GO:0000781"	"chromosome, telomeric region"	"3.94"
"GO:0005912"	"adherens junction"	"3.94"
"GO:0016604"	"nuclear body"	"3.901"
"GO:0000784"	"nuclear chromosome, telomeric region"	"3.89"
"GO:0042825"	"TAP complex"	"3.851"
"GO:0005664"	"nuclear origin of replication recognition complex"	"3.848"
"GO:0016021"	"integral component of membrane"	"3.846"
"GO:0045202"	"synapse"	"3.813"
"GO:0072562"	"blood microparticle"	"3.811"
"GO:0044322"	"endoplasmic reticulum quality control compartment"	"3.81"
"GO:0016020"	"membrane"	"3.76"
"GO:0000139"	"Golgi membrane"	"3.696"
"GO:0071556"	"integral component of lumenal side of endoplasmic reticulum membrane"	"3.696"
"GO:0005719"	"nuclear euchromatin"	"3.671"
"GO:0055038"	"recycling endosome membrane"	"3.649"
"GO:0008623"	"CHRAC"	"3.638"
"GO:0005794"	"Golgi apparatus"	"3.634"
"GO:0005889"	"hydrogen:potassium-exchanging ATPase complex"	"3.618"
"GO:0005886"	"plasma membrane"	"3.579"
"GO:0005724"	"nuclear telomeric heterochromatin"	"3.561"
"GO:1904813"	"ficolin-1-rich granule lumen"	"3.528"
"GO:0000307"	"cyclin-dependent protein kinase holoenzyme complex"	"3.524"
"GO:0005927"	"muscle tendon junction"	"3.511"
"GO:0031012"	"extracellular matrix"	"3.496"
"GO:0070369"	"beta-catenin-TCF7L2 complex"	"3.496"
"GO:0014069"	"postsynaptic density"	"3.489"
"GO:0042567"	"insulin-like growth factor ternary complex"	"3.488"
"GO:0005788"	"endoplasmic reticulum lumen"	"3.471"
"GO:0045298"	"tubulin complex"	"3.466"
"GO:0089717"	"spanning component of membrane"	"3.465"
"GO:0001726"	"ruffle"	"3.459"
