"Pathway"	"Z-score"
"Prostate cancer - Homo sapiens (human)"	"10.325"
"Human papillomavirus infection - Homo sapiens (human)"	"8.563"
"PI3K-Akt signaling pathway - Homo sapiens (human)"	"8.093"
"Cellular senescence - Homo sapiens (human)"	"7.962"
"Pathways in cancer - Homo sapiens (human)"	"7.667"
"Fluid shear stress and atherosclerosis - Homo sapiens (human)"	"7.52"
"Proteasome - Homo sapiens (human)"	"7.34"
"MAPK signaling pathway - Homo sapiens (human)"	"7.325"
"Non-homologous end-joining - Homo sapiens (human)"	"7.212"
"Thyroid hormone signaling pathway - Homo sapiens (human)"	"7.163"
"Hepatitis B - Homo sapiens (human)"	"7.155"
"C-type lectin receptor signaling pathway - Homo sapiens (human)"	"7.117"
"Estrogen signaling pathway - Homo sapiens (human)"	"6.984"
"Kaposi,s sarcoma-associated herpesvirus infection - Homo sapiens (human)"	"6.945"
"Focal adhesion - Homo sapiens (human)"	"6.887"
"Pancreatic cancer - Homo sapiens (human)"	"6.731"
"MicroRNAs in cancer - Homo sapiens (human)"	"6.72"
"HTLV-I infection - Homo sapiens (human)"	"6.669"
"Antigen processing and presentation - Homo sapiens (human)"	"6.651"
"FoxO signaling pathway - Homo sapiens (human)"	"6.514"
"p53 signaling pathway - Homo sapiens (human)"	"6.442"
"Th1 and Th2 cell differentiation - Homo sapiens (human)"	"6.38"
"Th17 cell differentiation - Homo sapiens (human)"	"6.014"
"Osteoclast differentiation - Homo sapiens (human)"	"5.96"
"AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"	"5.905"
"Transcriptional misregulation in cancer - Homo sapiens (human)"	"5.896"
"Bladder cancer - Homo sapiens (human)"	"5.822"
"Protein processing in endoplasmic reticulum - Homo sapiens (human)"	"5.773"
"Non-small cell lung cancer - Homo sapiens (human)"	"5.701"
"Small cell lung cancer - Homo sapiens (human)"	"5.641"
"Hepatitis C - Homo sapiens (human)"	"5.573"
"Toxoplasmosis - Homo sapiens (human)"	"5.566"
"Proteoglycans in cancer - Homo sapiens (human)"	"5.345"
"IL-17 signaling pathway - Homo sapiens (human)"	"5.304"
"Endometrial cancer - Homo sapiens (human)"	"5.234"
"T cell receptor signaling pathway - Homo sapiens (human)"	"5.222"
"Breast cancer - Homo sapiens (human)"	"5.182"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC) - Homo sapiens (human)"	"5.116"
"Leishmaniasis - Homo sapiens (human)"	"5.064"
"AMPK signaling pathway - Homo sapiens (human)"	"5.015"
"Acute myeloid leukemia - Homo sapiens (human)"	"4.961"
"Melanoma - Homo sapiens (human)"	"4.895"
"Glioma - Homo sapiens (human)"	"4.752"
"Apoptosis - Homo sapiens (human)"	"4.735"
"mTOR signaling pathway - Homo sapiens (human)"	"4.722"
"Tight junction - Homo sapiens (human)"	"4.683"
"VEGF signaling pathway - Homo sapiens (human)"	"4.655"
"Thyroid cancer - Homo sapiens (human)"	"4.587"
"Chronic myeloid leukemia - Homo sapiens (human)"	"4.559"
"Toll-like receptor signaling pathway - Homo sapiens (human)"	"4.554"
"Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	"4.549"
"Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"	"4.535"
"Insulin resistance - Homo sapiens (human)"	"4.518"
"B cell receptor signaling pathway - Homo sapiens (human)"	"4.506"
"Oxytocin signaling pathway - Homo sapiens (human)"	"4.488"
"Measles - Homo sapiens (human)"	"4.472"
"Influenza A - Homo sapiens (human)"	"4.468"
"Choline metabolism in cancer - Homo sapiens (human)"	"4.454"
"Prolactin signaling pathway - Homo sapiens (human)"	"4.432"
