"Pathway"	"Z-score"
"Cytokine-cytokine receptor interaction"	"27.962"
"TNF signaling pathway"	"18.889"
"Inflammatory bowel disease (IBD)"	"16.146"
"Toll-like receptor signaling pathway"	"15.395"
"Malaria"	"14.698"
"Pertussis"	"13.963"
"Influenza A"	"13.637"
"Jak-STAT signaling pathway"	"13.314"
"Hematopoietic cell lineage"	"13.187"
"Chemokine signaling pathway"	"12.999"
"Chagas disease (American trypanosomiasis)"	"12.593"
"Measles"	"12.445"
"Tuberculosis"	"12.036"
"Rheumatoid arthritis"	"11.618"
"NOD-like receptor signaling pathway"	"11.57"
"Neuroactive ligand-receptor interaction"	"11.395"
"Legionellosis"	"11.312"
"IL-17 signaling pathway"	"11.309"
"African trypanosomiasis"	"11.274"
"AGE-RAGE signaling pathway in diabetic complications"	"10.935"
"C-type lectin receptor signaling pathway"	"10.723"
"Leishmaniasis"	"10.657"
"Cytosolic DNA-sensing pathway"	"10.358"
"PI3K-Akt signaling pathway"	"10.285"
"Th17 cell differentiation"	"10.285"
"NF-kappa B signaling pathway"	"10.281"
"Herpes simplex infection"	"10.206"
"Toxoplasmosis"	"10.003"
"Kaposi's sarcoma-associated herpesvirus infection"	"9.574"
"Osteoclast differentiation"	"9.259"
"Amoebiasis"	"9.117"
"HIF-1 signaling pathway"	"8.824"
"Salmonella infection"	"8.725"
"Pathways in cancer"	"8.573"
"Hepatitis C"	"8.165"
"Intestinal immune network for IgA production"	"8.048"
"Fluid shear stress and atherosclerosis"	"8.026"
"Hepatitis B"	"7.885"
"Proteoglycans in cancer"	"7.862"
"Shigellosis"	"7.798"
"HTLV-I infection"	"7.661"
"Epithelial cell signaling in Helicobacter pylori infection"	"7.466"
"Calcium signaling pathway"	"7.426"
"Th1 and Th2 cell differentiation"	"7.266"
"Staphylococcus aureus infection"	"7.252"
"Epstein-Barr virus infection"	"6.99"
"T cell receptor signaling pathway"	"6.974"
"Complement and coagulation cascades"	"6.829"
"cAMP signaling pathway"	"6.351"
"B cell receptor signaling pathway"	"6.25"
"RIG-I-like receptor signaling pathway"	"6.187"
"Inflammatory mediator regulation of TRP channels"	"6.138"
"Platelet activation"	"6.075"
"Chronic myeloid leukemia"	"5.958"
"Human papillomavirus infection"	"5.957"
"Prion diseases"	"5.893"
"Natural killer cell mediated cytotoxicity"	"5.783"
"Necroptosis"	"5.65"
"Bladder cancer"	"5.452"
"Type I diabetes mellitus"	"5.374"
"Acute myeloid leukemia"	"5.32"
"MicroRNAs in cancer"	"5.271"
"Neurotrophin signaling pathway"	"5.261"
"Transcriptional misregulation in cancer"	"5.248"
"MAPK signaling pathway"	"5.214"
"Phagosome"	"5.184"
"Cellular senescence"	"4.995"
"Relaxin signaling pathway"	"4.929"
"Signaling pathways regulating pluripotency of stem cells"	"4.755"
"Rap1 signaling pathway"	"4.747"
"Cell adhesion molecules (CAMs)"	"4.573"
"ErbB signaling pathway"	"4.511"
"Hypertrophic cardiomyopathy (HCM)"	"4.502"
"Sphingolipid signaling pathway"	"4.363"
"Primary immunodeficiency"	"4.29"
"Allograft rejection"	"4.273"
"Small cell lung cancer"	"4.152"
"Viral carcinogenesis"	"4.144"
"Renin secretion"	"4.112"
"FoxO signaling pathway"	"4.07"
"Central carbon metabolism in cancer"	"4.009"
"Prostate cancer"	"3.995"
"Renal cell carcinoma"	"3.972"
"Graft-versus-host disease"	"3.96"
"Apelin signaling pathway"	"3.933"
"Adipocytokine signaling pathway"	"3.872"
"Prolactin signaling pathway"	"3.865"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"3.858"
"Pancreatic cancer"	"3.682"
"Cocaine addiction"	"3.481"
"ECM-receptor interaction"	"3.465"
"Thyroid hormone signaling pathway"	"3.453"
"Mineral absorption"	"3.446"
"Vascular smooth muscle contraction"	"3.399"
"TGF-beta signaling pathway"	"3.386"
"Colorectal cancer"	"3.385"
"cGMP-PKG signaling pathway"	"3.379"
"Dilated cardiomyopathy (DCM)"	"3.225"
"Endometrial cancer"	"3.166"
"Viral myocarditis"	"3.134"
"Long-term depression"	"3.075"
"Asthma"	"3.056"
"Apoptosis"	"2.981"
"Melanogenesis"	"2.972"
"Fc epsilon RI signaling pathway"	"2.88"
"Adrenergic signaling in cardiomyocytes"	"2.858"
"Gastric cancer"	"2.847"
"Non-alcoholic fatty liver disease (NAFLD)"	"2.839"
"Oxytocin signaling pathway"	"2.837"
"Insulin resistance"	"2.761"
"Cushing's syndrome"	"2.741"
"p53 signaling pathway"	"2.73"
"Regulation of actin cytoskeleton"	"2.698"
"Melanoma"	"2.641"
"Thyroid cancer"	"2.63"
"Bile secretion"	"2.616"
"Bacterial invasion of epithelial cells"	"2.596"
"Hepatocellular carcinoma"	"2.525"
"Ferroptosis"	"2.449"
"Ras signaling pathway"	"2.374"
"Glycosaminoglycan biosynthesis - keratan sulfate"	"2.258"
"Estrogen signaling pathway"	"2.233"
"Gap junction"	"2.208"
"Sphingolipid metabolism"	"2.182"
"GnRH signaling pathway"	"2.178"
"Fc gamma R-mediated phagocytosis"	"2.168"
"Morphine addiction"	"2.096"
"Focal adhesion"	"2.088"
"Phospholipase D signaling pathway"	"2.077"
"Breast cancer"	"2.052"
"Cholesterol metabolism"	"2.044"
"Pancreatic secretion"	"2.037"
"Autoimmune thyroid disease"	"2.014"
"Amyotrophic lateral sclerosis (ALS)"	"1.975"
"VEGF signaling pathway"	"1.87"
"Basal cell carcinoma"	"1.731"
"Leukocyte transendothelial migration"	"1.72"
"Cholinergic synapse"	"1.706"
"Axon guidance"	"1.672"
"Mitophagy - animal"	"1.629"
"Non-small cell lung cancer"	"1.611"
"Proximal tubule bicarbonate reclamation"	"1.525"
"Glioma"	"1.506"
"Folate biosynthesis"	"1.49"
"Gastric acid secretion"	"1.402"
"Nicotinate and nicotinamide metabolism"	"1.294"
"Wnt signaling pathway"	"1.272"
"Hippo signaling pathway"	"1.157"
"Longevity regulating pathway"	"1.132"
"GABAergic synapse"	"1.129"
"Progesterone-mediated oocyte maturation"	"1.026"
"Aldosterone synthesis and secretion"	"1.017"
"Choline metabolism in cancer"	"0.979"
"Alzheimer's disease"	"0.954"
"Fat digestion and absorption"	"0.868"
"Alcoholism"	"0.833"
"ABC transporters"	"0.814"
"Proteasome"	"0.802"
"Serotonergic synapse"	"0.798"
"Glutamatergic synapse"	"0.76"
"Notch signaling pathway"	"0.728"
"Endocrine and other factor-regulated calcium reabsorption"	"0.722"
"Ovarian steroidogenesis"	"0.715"
"Lysosome"	"0.644"
"Cell cycle"	"0.638"
"Regulation of lipolysis in adipocytes"	"0.61"
"Autophagy - animal"	"0.598"
"Pathogenic Escherichia coli infection"	"0.586"
"Systemic lupus erythematosus"	"0.557"
"Cortisol synthesis and secretion"	"0.425"
"Long-term potentiation"	"0.384"
"mTOR signaling pathway"	"0.363"
"Adherens junction"	"0.309"
"PPAR signaling pathway"	"0.306"
"Antigen processing and presentation"	"0.23"
"RNA degradation"	"0.228"
"Cardiac muscle contraction"	"0.2"
"Taste transduction"	"0.142"
"Insulin secretion"	"0.121"
"Protein digestion and absorption"	"0.066"
"Salivary secretion"	"0.06"
"Circadian entrainment"	"0.004"
"D-Arginine and D-ornithine metabolism"	"-0.104"
"Lipoic acid metabolism"	"-0.176"
"Biotin metabolism"	"-0.182"
"Valine, leucine and isoleucine biosynthesis"	"-0.203"
"D-Glutamine and D-glutamate metabolism"	"-0.225"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	"-0.23"
"Caffeine metabolism"	"-0.231"
"Neomycin, kanamycin and gentamicin biosynthesis"	"-0.231"
"Vitamin B6 metabolism"	"-0.247"
"Phosphonate and phosphinate metabolism"	"-0.248"
"Riboflavin metabolism"	"-0.285"
"Sulfur relay system"	"-0.288"
"Dopaminergic synapse"	"-0.312"
"Sulfur metabolism"	"-0.319"
"Endocytosis"	"-0.325"
"Synthesis and degradation of ketone bodies"	"-0.329"
"Taurine and hypotaurine metabolism"	"-0.343"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"-0.352"
"Insulin signaling pathway"	"-0.356"
"Non-homologous end-joining"	"-0.365"
"Fatty acid biosynthesis"	"-0.37"
"Thiamine metabolism"	"-0.379"
"Parkinson's disease"	"-0.382"
"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-0.388"
"Glycosphingolipid biosynthesis - ganglio series"	"-0.392"
"Nitrogen metabolism"	"-0.414"
"Ascorbate and aldarate metabolism"	"-0.417"
"Other glycan degradation"	"-0.423"
"Phenylalanine metabolism"	"-0.423"
"Retrograde endocannabinoid signaling"	"-0.423"
"Selenocompound metabolism"	"-0.424"
"Primary bile acid biosynthesis"	"-0.428"
"Glycosaminoglycan degradation"	"-0.44"
"Steroid biosynthesis"	"-0.442"
"Pantothenate and CoA biosynthesis"	"-0.444"
"One carbon pool by folate"	"-0.456"
"Arginine biosynthesis"	"-0.458"
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"-0.463"
"Terpenoid backbone biosynthesis"	"-0.482"
"Other types of O-glycan biosynthesis"	"-0.484"
"Histidine metabolism"	"-0.485"
"Protein export"	"-0.488"
"Vitamin digestion and absorption"	"-0.488"
"Mismatch repair"	"-0.49"
"Biosynthesis of unsaturated fatty acids"	"-0.495"
"Renin-angiotensin system"	"-0.497"
"alpha-Linolenic acid metabolism"	"-0.502"
"Pentose and glucuronate interconversions"	"-0.502"
"Mannose type O-glycan biosynthesis"	"-0.504"
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"-0.508"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"-0.513"
"Maturity onset diabetes of the young"	"-0.523"
"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.527"
"Fatty acid elongation"	"-0.528"
"Phototransduction"	"-0.538"
"Collecting duct acid secretion"	"-0.539"
"Butanoate metabolism"	"-0.543"
"Glyoxylate and dicarboxylate metabolism"	"-0.544"
"Hippo signaling pathway - multiple species"	"-0.544"
"Protein processing in endoplasmic reticulum"	"-0.546"
"Linoleic acid metabolism"	"-0.547"
"Pentose phosphate pathway"	"-0.554"
"Circadian rhythm"	"-0.559"
"Propanoate metabolism"	"-0.563"
"Citrate cycle (TCA cycle)"	"-0.566"
"Mucin type O-glycan biosynthesis"	"-0.567"
"Galactose metabolism"	"-0.569"
"beta-Alanine metabolism"	"-0.572"
"RNA polymerase"	"-0.573"
"Autophagy - other"	"-0.577"
"Porphyrin and chlorophyll metabolism"	"-0.578"
"Apoptosis - multiple species"	"-0.589"
"Base excision repair"	"-0.591"
"Fructose and mannose metabolism"	"-0.591"
"Purine metabolism"	"-0.599"
"SNARE interactions in vesicular transport"	"-0.603"
"Starch and sucrose metabolism"	"-0.609"
"Tyrosine metabolism"	"-0.615"
"Alanine, aspartate and glutamate metabolism"	"-0.617"
"DNA replication"	"-0.617"
"Aldosterone-regulated sodium reabsorption"	"-0.633"
"Pyruvate metabolism"	"-0.639"
"Tryptophan metabolism"	"-0.639"
"Nicotine addiction"	"-0.655"
"Homologous recombination"	"-0.661"
"Glycine, serine and threonine metabolism"	"-0.663"
"Carbohydrate digestion and absorption"	"-0.676"
"Fatty acid degradation"	"-0.677"
"Vasopressin-regulated water reabsorption"	"-0.681"
"Aminoacyl-tRNA biosynthesis"	"-0.684"
"Hedgehog signaling pathway"	"-0.688"
"Ether lipid metabolism"	"-0.695"
"Basal transcription factors"	"-0.699"
"Cysteine and methionine metabolism"	"-0.699"
"Type II diabetes mellitus"	"-0.7"
"Valine, leucine and isoleucine degradation"	"-0.7"
"Amino sugar and nucleotide sugar metabolism"	"-0.709"
"Nucleotide excision repair"	"-0.71"
"Steroid hormone biosynthesis"	"-0.713"
"Vibrio cholerae infection"	"-0.717"
"N-Glycan biosynthesis"	"-0.72"
"Arginine and proline metabolism"	"-0.721"
"Fanconi anemia pathway"	"-0.739"
"Retinol metabolism"	"-0.756"
"Glutathione metabolism"	"-0.761"
"Drug metabolism - cytochrome P450"	"-0.796"
"Lysine degradation"	"-0.796"
"Arachidonic acid metabolism"	"-0.799"
"Glycerolipid metabolism"	"-0.808"
"Longevity regulating pathway - multiple species"	"-0.814"
"Metabolism of xenobiotics by cytochrome P450"	"-0.826"
"Synaptic vesicle cycle"	"-0.827"
"Amphetamine addiction"	"-0.848"
"Glycolysis / Gluconeogenesis"	"-0.848"
"Drug metabolism - other enzymes"	"-0.858"
"Chemical carcinogenesis"	"-0.868"
"Inositol phosphate metabolism"	"-0.875"
"Thyroid hormone synthesis"	"-0.879"
"Ribosome biogenesis in eukaryotes"	"-0.9"
"Peroxisome"	"-0.933"
"mRNA surveillance pathway"	"-0.963"
"Glycerophospholipid metabolism"	"-0.998"
"Pyrimidine metabolism"	"-1.021"
"Phosphatidylinositol signaling system"	"-1.036"
"Glucagon signaling pathway"	"-1.045"
"Oocyte meiosis"	"-1.124"
"AMPK signaling pathway"	"-1.127"
"Oxidative phosphorylation"	"-1.172"
"Spliceosome"	"-1.172"
"Ribosome"	"-1.195"
"Ubiquitin mediated proteolysis"	"-1.203"
"RNA transport"	"-1.306"
"Tight junction"	"-1.353"
"Huntington's disease"	"-1.426"
"Thermogenesis"	"-1.566"
"Olfactory transduction"	"-2.125"
