"GO.ID"	"GO.Term"	"Z-score"
"GO:0005887"	"integral component of plasma membrane"	"96.487"
"GO:0005886"	"plasma membrane"	"79.193"
"GO:0016021"	"integral component of membrane"	"41.515"
"GO:0005576"	"extracellular region"	"40.289"
"GO:0009897"	"external side of plasma membrane"	"40.154"
"GO:0005615"	"extracellular space"	"32.13"
"GO:0005622"	"intracellular"	"31.804"
"GO:0099056"	"integral component of presynaptic membrane"	"28.207"
"GO:0043679"	"axon terminus"	"27.968"
"GO:0005623"	"cell"	"24.883"
"GO:0030425"	"dendrite"	"24.78"
"GO:0005834"	"heterotrimeric G-protein complex"	"24.237"
"GO:0099055"	"integral component of postsynaptic membrane"	"23.073"
"GO:0009986"	"cell surface"	"22.728"
"GO:0043235"	"receptor complex"	"17.952"
"GO:0045121"	"membrane raft"	"17.161"
"GO:0016323"	"basolateral plasma membrane"	"15.694"
"GO:0005768"	"endosome"	"15.236"
"GO:0031226"	"intrinsic component of plasma membrane"	"15.102"
"GO:0099061"	"integral component of postsynaptic density membrane"	"14.439"
"GO:0035631"	"CD40 receptor complex"	"13.52"
"GO:0043204"	"perikaryon"	"13.516"
"GO:0060170"	"ciliary membrane"	"13.298"
"GO:0042734"	"presynaptic membrane"	"13.183"
"GO:0038039"	"G-protein coupled receptor heterodimeric complex"	"13.112"
"GO:0005942"	"phosphatidylinositol 3-kinase complex"	"12.706"
"GO:0032280"	"symmetric synapse"	"12.647"
"GO:0098691"	NA	"12.583"
"GO:0042629"	"mast cell granule"	"12.433"
"GO:0005788"	"endoplasmic reticulum lumen"	"12.312"
"GO:0043198"	"dendritic shaft"	"12.194"
"GO:0031259"	"uropod membrane"	"11.904"
"GO:0098982"	"GABA-ergic synapse"	"11.859"
"GO:0097444"	"spine apparatus"	"11.766"
"GO:0097730"	NA	"11.755"
"GO:0070852"	"cell body fiber"	"11.735"
"GO:0072557"	"IPAF inflammasome complex"	"11.587"
"GO:0030141"	"secretory granule"	"11.387"
"GO:0072558"	"NLRP1 inflammasome complex"	"11.381"
"GO:0034364"	"high-density lipoprotein particle"	"11.311"
"GO:0016324"	"apical plasma membrane"	"10.826"
"GO:0048786"	"presynaptic active zone"	"10.658"
"GO:0005901"	"caveola"	"10.613"
"GO:0097179"	"protease inhibitor complex"	"10.543"
"GO:1990008"	"neurosecretory vesicle"	"10.453"
"GO:0030139"	"endocytic vesicle"	"10.43"
"GO:0034592"	"synaptic vesicle lumen"	"10.362"
"GO:0099013"	"neuronal dense core vesicle lumen"	"10.362"
"GO:0099154"	NA	"10.248"
"GO:0005896"	"interleukin-6 receptor complex"	"10.081"
"GO:0031232"	"extrinsic component of external side of plasma membrane"	"10.033"
"GO:1903143"	"adrenomedullin receptor complex"	"10.025"
"GO:0035841"	"new growing cell tip"	"9.892"
"GO:0031313"	"extrinsic component of endosome membrane"	"9.795"
"GO:0048237"	"rough endoplasmic reticulum lumen"	"9.698"
"GO:0097679"	"other organism cytoplasm"	"9.635"
"GO:0097524"	"sperm plasma membrane"	"9.624"
"GO:0009898"	"cytoplasmic side of plasma membrane"	"9.506"
"GO:0035355"	"Toll-like receptor 2-Toll-like receptor 6 protein complex"	"9.502"
"GO:0034687"	"integrin alphaL-beta2 complex"	"9.401"
"GO:0020005"	"symbiont-containing vacuole membrane"	"9.357"
"GO:0098685"	NA	"9.218"
"GO:0097225"	"sperm midpiece"	"9.179"
"GO:0098978"	"glutamatergic synapse"	"9.172"
"GO:0032590"	"dendrite membrane"	"9.109"
"GO:0032279"	"asymmetric synapse"	"9.043"
"GO:0098981"	"cholinergic synapse"	"9.037"
"GO:0005900"	"oncostatin-M receptor complex"	"8.999"
"GO:1902710"	"GABA receptor complex"	"8.9"
"GO:0030424"	"axon"	"8.873"
"GO:0035579"	"specific granule membrane"	"8.82"
"GO:0030667"	"secretory granule membrane"	"8.776"
"GO:0032002"	"interleukin-28 receptor complex"	"8.604"
"GO:0034688"	"integrin alphaM-beta2 complex"	"8.563"
"GO:0150056"	NA	"8.436"
"GO:0031093"	"platelet alpha granule lumen"	"8.412"
"GO:0008385"	"IkappaB kinase complex"	"8.398"
"GO:1990406"	"CGRP receptor complex"	"8.227"
"GO:0043025"	"neuronal cell body"	"8.209"
"GO:0062023"	NA	"8.19"
"GO:0005796"	"Golgi lumen"	"8.135"
"GO:0072559"	"NLRP3 inflammasome complex"	"8.105"
"GO:0150058"	NA	"8.047"
"GO:0150057"	NA	"8.015"
"GO:0099059"	"integral component of presynaptic active zone membrane"	"7.977"
"GO:0038037"	"G-protein coupled receptor dimeric complex"	"7.901"
"GO:0038038"	"G-protein coupled receptor homodimeric complex"	"7.901"
"GO:0030054"	"cell junction"	"7.875"
"GO:0016914"	"follicle-stimulating hormone complex"	"7.841"
"GO:0005943"	"phosphatidylinositol 3-kinase complex, class IA"	"7.788"
"GO:0031234"	"extrinsic component of cytoplasmic side of plasma membrane"	"7.761"
"GO:0070110"	"ciliary neurotrophic factor receptor complex"	"7.737"
"GO:0043195"	"terminal bouton"	"7.609"
"GO:0005579"	"membrane attack complex"	"7.586"
"GO:0097169"	"AIM2 inflammasome complex"	"7.445"
"GO:0042588"	"zymogen granule"	"7.394"
"GO:0030673"	"axolemma"	"7.383"
"GO:0045092"	"interleukin-18 receptor complex"	"7.14"
"GO:0035354"	"Toll-like receptor 1-Toll-like receptor 2 protein complex"	"6.969"
"GO:0097342"	"ripoptosome"	"6.967"
