"ID"	"Pathway"	"zscore"	"obs"	"mean"	"std"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"105.084"	"2656"	"438.488"	"21.102"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"62.501"	"1103"	"216.31"	"14.187"
"hsa04742"	"Taste transduction"	"53.174"	"709"	"129.339"	"10.901"
"hsa04062"	"Chemokine signaling pathway"	"51.623"	"1506"	"445.085"	"20.551"
"hsa04020"	"Calcium signaling pathway"	"35.664"	"966"	"326.809"	"17.923"
"hsa04072"	"Phospholipase D signaling pathway"	"31.281"	"793"	"278.902"	"16.435"
"hsa04024"	"cAMP signaling pathway"	"29.265"	"1018"	"425.546"	"20.244"
"hsa04610"	"Complement and coagulation cascades"	"29.16"	"287"	"62.268"	"7.707"
"hsa04064"	"NF-kappa B signaling pathway"	"26.391"	"575"	"213.309"	"13.705"
"hsa04620"	"Toll-like receptor signaling pathway"	"26.04"	"590"	"216.858"	"14.33"
"hsa05200"	"Pathways in cancer"	"24.992"	"1922"	"1127.617"	"31.786"
"hsa05150"	"Staphylococcus aureus infection"	"23.07"	"216"	"51.455"	"7.132"
"hsa04726"	"Serotonergic synapse"	"23.007"	"540"	"212.443"	"14.237"
"hsa04668"	"TNF signaling pathway"	"22.544"	"605"	"257.741"	"15.404"
"hsa05167"	"Kaposi's sarcoma-associated herpesvirus infection"	"21.955"	"1003"	"519.483"	"22.023"
"hsa04621"	"NOD-like receptor signaling pathway"	"21.838"	"755"	"356.934"	"18.228"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"21.247"	"655"	"300.002"	"16.708"
"hsa04015"	"Rap1 signaling pathway"	"21.216"	"790"	"389.917"	"18.858"
"hsa04725"	"Cholinergic synapse"	"21.158"	"510"	"214.332"	"13.975"
"hsa04926"	"Relaxin signaling pathway"	"20.901"	"766"	"367.363"	"19.073"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"20.878"	"305"	"103.045"	"9.673"
"hsa04630"	"Jak-STAT signaling pathway"	"20.772"	"496"	"203.721"	"14.071"
"hsa05032"	"Morphine addiction"	"20.389"	"349"	"127.507"	"10.864"
"hsa04672"	"Intestinal immune network for IgA production"	"19.711"	"181"	"49.105"	"6.691"
"hsa04724"	"Glutamatergic synapse"	"18.244"	"447"	"192.579"	"13.946"
"hsa05133"	"Pertussis"	"17.781"	"445"	"196.09"	"13.999"
"hsa04657"	"IL-17 signaling pathway"	"16.932"	"534"	"274.106"	"15.35"
"hsa04071"	"Sphingolipid signaling pathway"	"16.677"	"583"	"312.552"	"16.216"
"hsa05144"	"Malaria"	"16.502"	"148"	"43.053"	"6.36"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"16.3"	"315"	"131.79"	"11.24"
"hsa05146"	"Amoebiasis"	"16.06"	"369"	"167.409"	"12.552"
"hsa05140"	"Leishmaniasis"	"15.567"	"347"	"158.058"	"12.138"
"hsa04380"	"Osteoclast differentiation"	"15.301"	"526"	"278.995"	"16.143"
"hsa04022"	"cGMP-PKG signaling pathway"	"14.565"	"566"	"317.319"	"17.074"
"hsa04924"	"Renin secretion"	"14.073"	"275"	"122.032"	"10.869"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.025"	"1160"	"785.936"	"26.672"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"13.552"	"468"	"256.885"	"15.578"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"13.529"	"411"	"218.067"	"14.26"
"hsa04611"	"Platelet activation"	"13.461"	"483"	"269.316"	"15.874"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"13.327"	"383"	"203.545"	"13.465"
"hsa04614"	"Renin-angiotensin system"	"13.212"	"69"	"16.45"	"3.977"
"hsa05160"	"Hepatitis C"	"13.182"	"554"	"320.823"	"17.688"
"hsa05152"	"Tuberculosis"	"12.951"	"556"	"328.581"	"17.559"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"12.885"	"222"	"96.391"	"9.748"
"hsa05161"	"Hepatitis B"	"12.874"	"706"	"441.931"	"20.511"
"hsa04727"	"GABAergic synapse"	"12.791"	"301"	"145.577"	"12.151"
"hsa04713"	"Circadian entrainment"	"12.762"	"367"	"189.518"	"13.907"
"hsa04971"	"Gastric acid secretion"	"12.564"	"285"	"139.315"	"11.595"
"hsa04920"	"Adipocytokine signaling pathway"	"12.399"	"288"	"142.332"	"11.748"
"hsa04014"	"Ras signaling pathway"	"12.368"	"675"	"434.26"	"19.465"
"hsa05145"	"Toxoplasmosis"	"12.304"	"613"	"379.7"	"18.962"
"hsa04670"	"Leukocyte transendothelial migration"	"12.276"	"391"	"218.678"	"14.037"
"hsa04660"	"T cell receptor signaling pathway"	"11.919"	"476"	"282.73"	"16.216"
"hsa04810"	"Regulation of actin cytoskeleton"	"11.761"	"652"	"428.398"	"19.013"
"hsa04911"	"Insulin secretion"	"11.502"	"236"	"115.61"	"10.467"
"hsa04360"	"Axon guidance"	"11.444"	"471"	"284.877"	"16.265"
"hsa04659"	"Th17 cell differentiation"	"11.422"	"463"	"278.271"	"16.173"
"hsa04917"	"Prolactin signaling pathway"	"11.374"	"368"	"207.637"	"14.099"
"hsa05030"	"Cocaine addiction"	"11.2"	"249"	"127.784"	"10.823"
"hsa05143"	"African trypanosomiasis"	"11.076"	"116"	"43.08"	"6.584"
"hsa04640"	"Hematopoietic cell lineage"	"10.991"	"154"	"65.877"	"8.017"
"hsa04916"	"Melanogenesis"	"10.718"	"347"	"200.176"	"13.699"
"hsa05162"	"Measles"	"10.71"	"620"	"413.522"	"19.279"
"hsa04625"	"C-type lectin receptor signaling pathway"	"10.653"	"429"	"262.573"	"15.623"
"hsa04662"	"B cell receptor signaling pathway"	"10.632"	"362"	"210.912"	"14.211"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.565"	"300"	"170.547"	"12.253"
"hsa04658"	"Th1 and Th2 cell differentiation"	"10.562"	"328"	"188.251"	"13.231"
"hsa04927"	"Cortisol synthesis and secretion"	"10.394"	"164"	"78.059"	"8.268"
"hsa04730"	"Long-term depression"	"10.304"	"252"	"135.993"	"11.258"
"hsa05323"	"Rheumatoid arthritis"	"10.006"	"279"	"157.626"	"12.13"
"hsa05168"	"Herpes simplex infection"	"9.909"	"689"	"480.28"	"21.065"
"hsa04912"	"GnRH signaling pathway"	"9.809"	"390"	"240.583"	"15.232"
"hsa04371"	"Apelin signaling pathway"	"9.645"	"482"	"313.112"	"17.511"
"hsa04723"	"Retrograde endocannabinoid signaling"	"9.6"	"352"	"211.886"	"14.596"
"hsa04934"	"Cushing's syndrome"	"9.568"	"415"	"269.841"	"15.172"
"hsa04270"	"Vascular smooth muscle contraction"	"9.568"	"351"	"216.504"	"14.057"
"hsa05340"	"Primary immunodeficiency"	"9.504"	"88"	"35.062"	"5.57"
"hsa05221"	"Acute myeloid leukemia"	"9.487"	"326"	"191.425"	"14.186"
"hsa05212"	"Pancreatic cancer"	"9.486"	"392"	"248.494"	"15.128"
"hsa05222"	"Small cell lung cancer"	"9.377"	"407"	"255.716"	"16.134"
"hsa04970"	"Salivary secretion"	"9.127"	"200"	"108.007"	"10.079"
