"ID"	"Pathway"	"Z-score"
"hsa04080"	"Neuroactive ligand-receptor interaction"	"105.084"
"hsa04060"	"Cytokine-cytokine receptor interaction"	"62.501"
"hsa04742"	"Taste transduction"	"53.174"
"hsa04062"	"Chemokine signaling pathway"	"51.623"
"hsa04020"	"Calcium signaling pathway"	"35.664"
"hsa04072"	"Phospholipase D signaling pathway"	"31.281"
"hsa04024"	"cAMP signaling pathway"	"29.265"
"hsa04610"	"Complement and coagulation cascades"	"29.16"
"hsa04064"	"NF-kappa B signaling pathway"	"26.391"
"hsa04620"	"Toll-like receptor signaling pathway"	"26.04"
"hsa05200"	"Pathways in cancer"	"24.992"
"hsa05150"	"Staphylococcus aureus infection"	"23.07"
"hsa04726"	"Serotonergic synapse"	"23.007"
"hsa04668"	"TNF signaling pathway"	"22.544"
"hsa05167"	"Kaposi,s sarcoma-associated herpesvirus infection"	"21.955"
"hsa04621"	"NOD-like receptor signaling pathway"	"21.838"
"hsa05142"	"Chagas disease (American trypanosomiasis)"	"21.247"
"hsa04015"	"Rap1 signaling pathway"	"21.216"
"hsa04725"	"Cholinergic synapse"	"21.158"
"hsa04926"	"Relaxin signaling pathway"	"20.901"
"hsa04923"	"Regulation of lipolysis in adipocytes"	"20.878"
"hsa04630"	"Jak-STAT signaling pathway"	"20.772"
"hsa05032"	"Morphine addiction"	"20.389"
"hsa04672"	"Intestinal immune network for IgA production"	"19.711"
"hsa04724"	"Glutamatergic synapse"	"18.244"
"hsa05133"	"Pertussis"	"17.781"
"hsa04657"	"IL-17 signaling pathway"	"16.932"
"hsa04071"	"Sphingolipid signaling pathway"	"16.677"
"hsa05144"	"Malaria"	"16.502"
"hsa04622"	"RIG-I-like receptor signaling pathway"	"16.3"
"hsa05146"	"Amoebiasis"	"16.06"
"hsa05140"	"Leishmaniasis"	"15.567"
"hsa04380"	"Osteoclast differentiation"	"15.301"
"hsa04022"	"cGMP-PKG signaling pathway"	"14.565"
"hsa04924"	"Renin secretion"	"14.073"
"hsa04151"	"PI3K-Akt signaling pathway"	"14.025"
"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	"13.552"
"hsa04750"	"Inflammatory mediator regulation of TRP channels"	"13.529"
"hsa04611"	"Platelet activation"	"13.461"
"hsa04650"	"Natural killer cell mediated cytotoxicity"	"13.327"
"hsa04614"	"Renin-angiotensin system"	"13.212"
"hsa05160"	"Hepatitis C"	"13.182"
"hsa05152"	"Tuberculosis"	"12.951"
"hsa05321"	"Inflammatory bowel disease (IBD)"	"12.885"
"hsa05161"	"Hepatitis B"	"12.874"
"hsa04727"	"GABAergic synapse"	"12.791"
"hsa04713"	"Circadian entrainment"	"12.762"
"hsa04971"	"Gastric acid secretion"	"12.564"
"hsa04920"	"Adipocytokine signaling pathway"	"12.399"
"hsa04014"	"Ras signaling pathway"	"12.368"
"hsa05145"	"Toxoplasmosis"	"12.304"
"hsa04670"	"Leukocyte transendothelial migration"	"12.276"
"hsa04660"	"T cell receptor signaling pathway"	"11.919"
"hsa04810"	"Regulation of actin cytoskeleton"	"11.761"
"hsa04911"	"Insulin secretion"	"11.502"
"hsa04360"	"Axon guidance"	"11.444"
"hsa04659"	"Th17 cell differentiation"	"11.422"
"hsa04917"	"Prolactin signaling pathway"	"11.374"
"hsa05030"	"Cocaine addiction"	"11.2"
"hsa05143"	"African trypanosomiasis"	"11.076"
"hsa04640"	"Hematopoietic cell lineage"	"10.991"
"hsa04916"	"Melanogenesis"	"10.718"
"hsa05162"	"Measles"	"10.71"
"hsa04625"	"C-type lectin receptor signaling pathway"	"10.653"
"hsa04662"	"B cell receptor signaling pathway"	"10.632"
"hsa04664"	"Fc epsilon RI signaling pathway"	"10.565"
"hsa04658"	"Th1 and Th2 cell differentiation"	"10.562"
"hsa04927"	"Cortisol synthesis and secretion"	"10.394"
"hsa04730"	"Long-term depression"	"10.304"
"hsa05323"	"Rheumatoid arthritis"	"10.006"
"hsa05168"	"Herpes simplex infection"	"9.909"
"hsa04912"	"GnRH signaling pathway"	"9.809"
"hsa04371"	"Apelin signaling pathway"	"9.645"
"hsa04723"	"Retrograde endocannabinoid signaling"	"9.6"
"hsa04934"	"Cushing,s syndrome"	"9.568"
"hsa04270"	"Vascular smooth muscle contraction"	"9.568"
"hsa05340"	"Primary immunodeficiency"	"9.504"
"hsa05221"	"Acute myeloid leukemia"	"9.487"
"hsa05212"	"Pancreatic cancer"	"9.486"
"hsa05222"	"Small cell lung cancer"	"9.377"
"hsa04970"	"Salivary secretion"	"9.127"
"hsa04623"	"Cytosolic DNA-sensing pathway"	"9.082"
"hsa04012"	"ErbB signaling pathway"	"8.67"
"hsa05320"	"Autoimmune thyroid disease"	"8.64"
"hsa05220"	"Chronic myeloid leukemia"	"8.292"
"hsa00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"7.989"
"hsa05120"	"Epithelial cell signaling in Helicobacter pylori infection"	"7.865"
"hsa04972"	"Pancreatic secretion"	"7.79"
"hsa04728"	"Dopaminergic synapse"	"7.786"
"hsa04722"	"Neurotrophin signaling pathway"	"7.759"
"hsa05205"	"Proteoglycans in cancer"	"7.58"
"hsa04510"	"Focal adhesion"	"7.52"
"hsa04540"	"Gap junction"	"7.234"
"hsa05223"	"Non-small cell lung cancer"	"6.993"
"hsa05132"	"Salmonella infection"	"6.96"
"hsa04514"	"Cell adhesion molecules (CAMs)"	"6.955"
"hsa05215"	"Prostate cancer"	"6.91"
"hsa05165"	"Human papillomavirus infection"	"6.767"
"hsa05332"	"Graft-versus-host disease"	"6.755"
"hsa04973"	"Carbohydrate digestion and absorption"	"6.748"
"hsa04215"	"Apoptosis - multiple species"	"6.439"
"hsa04666"	"Fc gamma R-mediated phagocytosis"	"6.381"
"hsa05164"	"Influenza A"	"6.249"
"hsa05330"	"Allograft rejection"	"6.201"
"hsa04925"	"Aldosterone synthesis and secretion"	"6.199"
"hsa05310"	"Asthma"	"6.196"
"hsa05206"	"MicroRNAs in cancer"	"5.975"
"hsa04913"	"Ovarian steroidogenesis"	"5.5"
"hsa04915"	"Estrogen signaling pathway"	"5.474"
"hsa05211"	"Renal cell carcinoma"	"5.376"
"hsa05231"	"Choline metabolism in cancer"	"5.33"
"hsa05166"	"HTLV-I infection"	"5.249"
"hsa04010"	"MAPK signaling pathway"	"5.188"
"hsa04930"	"Type II diabetes mellitus"	"5.116"
"hsa04068"	"FoxO signaling pathway"	"4.891"
"hsa04918"	"Thyroid hormone synthesis"	"4.836"
"hsa04512"	"ECM-receptor interaction"	"4.756"
"hsa05213"	"Endometrial cancer"	"4.64"
"hsa04932"	"Non-alcoholic fatty liver disease (NAFLD)"	"4.623"
"hsa05418"	"Fluid shear stress and atherosclerosis"	"4.609"
"hsa04931"	"Insulin resistance"	"4.605"
"hsa05131"	"Shigellosis"	"4.549"
"hsa04370"	"VEGF signaling pathway"	"4.448"
"hsa04261"	"Adrenergic signaling in cardiomyocytes"	"4.432"
"hsa05219"	"Bladder cancer"	"4.371"
"hsa04940"	"Type I diabetes mellitus"	"4.334"
"hsa04550"	"Signaling pathways regulating pluripotency of stem cells"	"4.314"
"hsa04960"	"Aldosterone-regulated sodium reabsorption"	"4.237"
"hsa05214"	"Glioma"	"4.156"
"hsa05226"	"Gastric cancer"	"3.98"
"hsa04520"	"Adherens junction"	"3.778"
"hsa04070"	"Phosphatidylinositol signaling system"	"3.705"
"hsa00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"3.638"
"hsa00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"3.636"
"hsa04210"	"Apoptosis"	"3.534"
"hsa05210"	"Colorectal cancer"	"3.383"
"hsa04066"	"HIF-1 signaling pathway"	"3.273"
"hsa04921"	"Oxytocin signaling pathway"	"3.041"
"hsa00430"	"Taurine and hypotaurine metabolism"	"2.987"
"hsa05100"	"Bacterial invasion of epithelial cells"	"2.9"
"hsa00531"	"Glycosaminoglycan degradation"	"2.761"
"hsa04919"	"Thyroid hormone signaling pathway"	"2.733"
"hsa04974"	"Protein digestion and absorption"	"2.683"
"hsa04977"	"Vitamin digestion and absorption"	"2.609"
"hsa05218"	"Melanoma"	"2.602"
"hsa05225"	"Hepatocellular carcinoma"	"2.601"
"hsa04217"	"Necroptosis"	"2.596"
"hsa05203"	"Viral carcinogenesis"	"2.435"
"hsa04976"	"Bile secretion"	"2.386"
"hsa04140"	"Autophagy - animal"	"2.384"
"hsa04961"	"Endocrine and other factor-regulated calcium reabsorption"	"2.382"
"hsa04350"	"TGF-beta signaling pathway"	"2.323"
"hsa04211"	"Longevity regulating pathway"	"2.29"
"hsa05224"	"Breast cancer"	"2.278"
"hsa04720"	"Long-term potentiation"	"2.053"
"hsa04914"	"Progesterone-mediated oocyte maturation"	"2.046"
"hsa04975"	"Fat digestion and absorption"	"2.016"
"hsa05416"	"Viral myocarditis"	"1.906"
"hsa00565"	"Ether lipid metabolism"	"1.903"
"hsa04740"	"Olfactory transduction"	"1.902"
"hsa04979"	"Cholesterol metabolism"	"1.834"
"hsa04744"	"Phototransduction"	"1.756"
"hsa00562"	"Inositol phosphate metabolism"	"1.641"
"hsa05134"	"Legionellosis"	"1.632"
"hsa00740"	"Riboflavin metabolism"	"1.583"
"hsa00510"	"N-Glycan biosynthesis"	"1.573"
"hsa00600"	"Sphingolipid metabolism"	"1.487"
"hsa00592"	"alpha-Linolenic acid metabolism"	"1.461"
"hsa05020"	"Prion diseases"	"1.305"
"hsa00590"	"Arachidonic acid metabolism"	"1.068"
"hsa00514"	"Other types of O-glycan biosynthesis"	"1.012"
"hsa05014"	"Amyotrophic lateral sclerosis (ALS)"	"0.919"
"hsa00515"	"Mannose type O-glycan biosynthesis"	"0.796"
"hsa02010"	"ABC transporters"	"0.771"
"hsa04910"	"Insulin signaling pathway"	"0.545"
"hsa00062"	"Fatty acid elongation"	"0.535"
"hsa04978"	"Mineral absorption"	"0.524"
"hsa00785"	"Lipoic acid metabolism"	"0.486"
"hsa04964"	"Proximal tubule bicarbonate reclamation"	"0.469"
"hsa00232"	"Caffeine metabolism"	"0.429"
"hsa00604"	"Glycosphingolipid biosynthesis - ganglio series"	"0.414"
"hsa04122"	"Sulfur relay system"	"0.27"
"hsa00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"0.261"
"hsa00591"	"Linoleic acid metabolism"	"0.236"
"hsa00750"	"Vitamin B6 metabolism"	"0.176"
"hsa04137"	"Mitophagy - animal"	"0.092"
"hsa00472"	"D-Arginine and D-ornithine metabolism"	"-0.17"
"hsa05202"	"Transcriptional misregulation in cancer"	"-0.177"
"hsa01040"	"Biosynthesis of unsaturated fatty acids"	"-0.358"
"hsa05012"	"Parkinson,s disease"	"-0.395"
"hsa04330"	"Notch signaling pathway"	"-0.483"
"hsa05010"	"Alzheimer,s disease"	"-0.5"
"hsa00910"	"Nitrogen metabolism"	"-0.576"
"hsa04150"	"mTOR signaling pathway"	"-0.73"
"hsa00471"	"D-Glutamine and D-glutamate metabolism"	"-0.785"
"hsa04218"	"Cellular senescence"	"-0.788"
"hsa05414"	"Dilated cardiomyopathy (DCM)"	"-0.808"
"hsa04962"	"Vasopressin-regulated water reabsorption"	"-0.822"
"hsa00780"	"Biotin metabolism"	"-0.858"
"hsa04310"	"Wnt signaling pathway"	"-0.899"
"hsa05217"	"Basal cell carcinoma"	"-0.9"
"hsa00564"	"Glycerophospholipid metabolism"	"-0.913"
"hsa00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"-0.972"
"hsa00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"-1.109"
"hsa00760"	"Nicotinate and nicotinamide metabolism"	"-1.149"
"hsa00440"	"Phosphonate and phosphinate metabolism"	"-1.262"
"hsa00770"	"Pantothenate and CoA biosynthesis"	"-1.37"
"hsa00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"-1.381"
"hsa00920"	"Sulfur metabolism"	"-1.384"
"hsa00730"	"Thiamine metabolism"	"-1.488"
