"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0000398"	"mRNA splicing, via spliceosome"	"-13.653"	"13.653"
"GO:0007186"	"G-protein coupled receptor signaling pathway"	"-10.271"	"10.271"
"GO:0031124"	"mRNA 3'-end processing"	"-9.371"	"9.371"
"GO:0006357"	"regulation of transcription from RNA polymerase II promoter"	"-8.435"	"8.435"
"GO:0070126"	"mitochondrial translational termination"	"-7.728"	"7.728"
"GO:0070125"	"mitochondrial translational elongation"	"-7.706"	"7.706"
"GO:0008380"	"RNA splicing"	"-7.589"	"7.589"
"GO:0006351"	"transcription, DNA-templated"	"-7.378"	"7.378"
"GO:0006405"	"RNA export from nucleus"	"-7.083"	"7.083"
"GO:0006369"	"termination of RNA polymerase II transcription"	"-6.676"	"6.676"
"GO:0006406"	"mRNA export from nucleus"	"-6.363"	"6.363"
"GO:0016070"	"RNA metabolic process"	"-5.91"	"5.91"
"GO:0006397"	"mRNA processing"	"-5.377"	"5.377"
"GO:0097711"	"ciliary basal body docking"	"-5.35"	"5.35"
"GO:0007218"	"neuropeptide signaling pathway"	"-5.304"	"5.304"
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"-5.028"	"5.028"
"GO:0000375"	"RNA splicing, via transesterification reactions"	"-4.998"	"4.998"
"GO:0000245"	"spliceosomal complex assembly"	"-4.452"	"4.452"
"GO:0045292"	"mRNA cis splicing, via spliceosome"	"-4.448"	"4.448"
"GO:0007200"	"phospholipase C-activating G-protein coupled receptor signaling pathway"	"-4.422"	"4.422"
"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	"-4.404"	"4.404"
"GO:0000086"	"G2/M transition of mitotic cell cycle"	"-4.4"	"4.4"
"GO:0048025"	"negative regulation of mRNA splicing, via spliceosome"	"-4.325"	"4.325"
"GO:0007189"	"adenylate cyclase-activating G-protein coupled receptor signaling pathway"	"-4.309"	"4.309"
"GO:0006370"	"7-methylguanosine mRNA capping"	"-3.974"	"3.974"
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	"-3.953"	"3.953"
"GO:0051482"	"positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway"	"-3.945"	"3.945"
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"-3.938"	"3.938"
"GO:0006378"	"mRNA polyadenylation"	"-3.921"	"3.921"
"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	"-3.883"	"3.883"
"GO:0000387"	"spliceosomal snRNP assembly"	"-3.833"	"3.833"
"GO:0007188"	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	"-3.821"	"3.821"
"GO:0035025"	"positive regulation of Rho protein signal transduction"	"-3.746"	"3.746"
"GO:0032543"	"mitochondrial translation"	"-3.6"	"3.6"
"GO:0008543"	"fibroblast growth factor receptor signaling pathway"	"-3.564"	"3.564"
"GO:0010469"	"regulation of receptor activity"	"-3.552"	"3.552"
"GO:0007187"	"G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"-3.472"	"3.472"
"GO:0070098"	"chemokine-mediated signaling pathway"	"-3.338"	"3.338"
"GO:0035567"	"non-canonical Wnt signaling pathway"	"-3.268"	"3.268"
"GO:0051170"	"nuclear import"	"-3.203"	"3.203"
"GO:0016266"	"O-glycan processing"	"-3.184"	"3.184"
"GO:0070979"	"protein K11-linked ubiquitination"	"-3.026"	"3.026"
