"GO.ID"	"GO.Term"	"HMK"	"Background"
"GO:0045944"	"positive regulation of transcription from RNA polymerase II promoter"	"10.143"	"-10.143"
"GO:0006468"	"protein phosphorylation"	"9.594"	"-9.594"
"GO:0010628"	"positive regulation of gene expression"	"8.742"	"-8.742"
"GO:0016579"	"protein deubiquitination"	"8.141"	"-8.141"
"GO:0006303"	"double-strand break repair via nonhomologous end joining"	"8.112"	"-8.112"
"GO:0045893"	"positive regulation of transcription, DNA-templated"	"7.939"	"-7.939"
"GO:0030521"	"androgen receptor signaling pathway"	"7.597"	"-7.597"
"GO:2001237"	"negative regulation of extrinsic apoptotic signaling pathway"	"7.48"	"-7.48"
"GO:0008285"	"negative regulation of cell proliferation"	"7.2"	"-7.2"
"GO:0018105"	"peptidyl-serine phosphorylation"	"6.907"	"-6.907"
"GO:0050680"	"negative regulation of epithelial cell proliferation"	"6.887"	"-6.887"
"GO:0016925"	"protein sumoylation"	"6.811"	"-6.811"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"6.779"	"-6.779"
"GO:0048208"	"COPII vesicle coating"	"6.739"	"-6.739"
"GO:0007338"	"single fertilization"	"6.699"	"-6.699"
"GO:0006302"	"double-strand break repair"	"6.606"	"-6.606"
"GO:0035556"	"intracellular signal transduction"	"6.577"	"-6.577"
"GO:0034614"	"cellular response to reactive oxygen species"	"6.538"	"-6.538"
"GO:0045787"	"positive regulation of cell cycle"	"6.537"	"-6.537"
"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"	"6.422"	"-6.422"
"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"6.398"	"-6.398"
"GO:0030522"	"intracellular receptor signaling pathway"	"6.359"	"-6.359"
"GO:0043525"	"positive regulation of neuron apoptotic process"	"6.347"	"-6.347"
"GO:0045597"	"positive regulation of cell differentiation"	"6.158"	"-6.158"
"GO:0010498"	"proteasomal protein catabolic process"	"6.094"	"-6.094"
"GO:0042981"	"regulation of apoptotic process"	"5.934"	"-5.934"
"GO:0006974"	"cellular response to DNA damage stimulus"	"5.854"	"-5.854"
"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	"5.736"	"-5.736"
"GO:0045600"	"positive regulation of fat cell differentiation"	"5.726"	"-5.726"
"GO:0030968"	"endoplasmic reticulum unfolded protein response"	"5.642"	"-5.642"
"GO:0045669"	"positive regulation of osteoblast differentiation"	"5.437"	"-5.437"
"GO:0070268"	"cornification"	"5.434"	"-5.434"
"GO:0071276"	"cellular response to cadmium ion"	"5.366"	"-5.366"
"GO:0007050"	"cell cycle arrest"	"5.327"	"-5.327"
"GO:0007049"	"cell cycle"	"5.319"	"-5.319"
"GO:0007165"	"signal transduction"	"5.313"	"-5.313"
"GO:0002576"	"platelet degranulation"	"5.26"	"-5.26"
"GO:0050790"	"regulation of catalytic activity"	"5.246"	"-5.246"
"GO:0008283"	"cell proliferation"	"5.199"	"-5.199"
"GO:0010212"	"response to ionizing radiation"	"5.183"	"-5.183"
"GO:0043536"	"positive regulation of blood vessel endothelial cell migration"	"5.166"	"-5.166"
"GO:0035924"	"cellular response to vascular endothelial growth factor stimulus"	"5.14"	"-5.14"
"GO:0050776"	"regulation of immune response"	"5.095"	"-5.095"
"GO:0043066"	"negative regulation of apoptotic process"	"5.082"	"-5.082"
"GO:0042327"	"positive regulation of phosphorylation"	"5.016"	"-5.016"
"GO:0032869"	"cellular response to insulin stimulus"	"4.989"	"-4.989"
"GO:0045444"	"fat cell differentiation"	"4.978"	"-4.978"
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	"4.96"	"-4.96"
"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	"4.955"	"-4.955"
"GO:0006915"	"apoptotic process"	"4.941"	"-4.941"
"GO:0002479"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	"4.914"	"-4.914"
"GO:0071310"	"cellular response to organic substance"	"4.877"	"-4.877"
"GO:0016032"	"viral process"	"4.874"	"-4.874"
"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"4.852"	"-4.852"
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"4.83"	"-4.83"
"GO:0051090"	"regulation of sequence-specific DNA binding transcription factor activity"	"4.8"	"-4.8"
"GO:0038095"	"Fc-epsilon receptor signaling pathway"	"4.768"	"-4.768"
"GO:0071158"	"positive regulation of cell cycle arrest"	"4.757"	"-4.757"
"GO:0034220"	"ion transmembrane transport"	"4.735"	"-4.735"
"GO:0006614"	"SRP-dependent cotranslational protein targeting to membrane"	"4.722"	"-4.722"
"GO:0006811"	"ion transport"	"4.718"	"-4.718"
"GO:0030433"	"ER-associated ubiquitin-dependent protein catabolic process"	"4.686"	"-4.686"
"GO:0060337"	"type I interferon signaling pathway"	"4.656"	"-4.656"
"GO:0016241"	"regulation of macroautophagy"	"4.617"	"-4.617"
"GO:0030509"	"BMP signaling pathway"	"4.607"	"-4.607"
"GO:0021983"	"pituitary gland development"	"4.595"	"-4.595"
"GO:1900034"	"regulation of cellular response to heat"	"4.586"	"-4.586"
"GO:0043154"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"4.518"	"-4.518"
"GO:0060291"	"long-term synaptic potentiation"	"4.496"	"-4.496"
"GO:0032147"	"activation of protein kinase activity"	"4.495"	"-4.495"
"GO:0043491"	"protein kinase B signaling"	"4.488"	"-4.488"
"GO:0030512"	"negative regulation of transforming growth factor beta receptor signaling pathway"	"4.472"	"-4.472"
"GO:0050852"	"T cell receptor signaling pathway"	"4.44"	"-4.44"
"GO:0030878"	"thyroid gland development"	"4.434"	"-4.434"
"GO:0071480"	"cellular response to gamma radiation"	"4.422"	"-4.422"
"GO:0034605"	"cellular response to heat"	"4.372"	"-4.372"
"GO:0002062"	"chondrocyte differentiation"	"4.367"	"-4.367"
"GO:0007160"	"cell-matrix adhesion"	"4.349"	"-4.349"
"GO:0048709"	"oligodendrocyte differentiation"	"4.306"	"-4.306"
"GO:0048146"	"positive regulation of fibroblast proliferation"	"4.3"	"-4.3"
"GO:0071456"	"cellular response to hypoxia"	"4.3"	"-4.3"
"GO:0120163"	NA	"4.299"	"-4.299"
"GO:0045648"	"positive regulation of erythrocyte differentiation"	"4.279"	"-4.279"
"GO:1902895"	"positive regulation of pri-miRNA transcription from RNA polymerase II promoter"	"4.274"	"-4.274"
"GO:0032481"	"positive regulation of type I interferon production"	"4.269"	"-4.269"
"GO:0032436"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process"	"4.256"	"-4.256"
"GO:0030336"	"negative regulation of cell migration"	"4.253"	"-4.253"
"GO:0030198"	"extracellular matrix organization"	"4.185"	"-4.185"
"GO:0051260"	"protein homooligomerization"	"4.174"	"-4.174"
"GO:0014823"	"response to activity"	"4.164"	"-4.164"
"GO:0071902"	"positive regulation of protein serine/threonine kinase activity"	"4.159"	"-4.159"
"GO:0070317"	"negative regulation of G0 to G1 transition"	"4.157"	"-4.157"
"GO:0051603"	"proteolysis involved in cellular protein catabolic process"	"4.136"	"-4.136"
"GO:0065003"	"macromolecular complex assembly"	"4.135"	"-4.135"
"GO:0000723"	"telomere maintenance"	"4.122"	"-4.122"
"GO:0010468"	"regulation of gene expression"	"4.094"	"-4.094"
"GO:0071260"	"cellular response to mechanical stimulus"	"4.091"	"-4.091"
"GO:0032008"	"positive regulation of TOR signaling"	"4.088"	"-4.088"
"GO:0035264"	"multicellular organism growth"	"4.086"	"-4.086"
"GO:0060612"	"adipose tissue development"	"4.079"	"-4.079"
"GO:0043666"	"regulation of phosphoprotein phosphatase activity"	"4.06"	"-4.06"
"GO:0007155"	"cell adhesion"	"4.041"	"-4.041"
"GO:0071773"	"cellular response to BMP stimulus"	"4.005"	"-4.005"
"GO:0036498"	"IRE1-mediated unfolded protein response"	"3.967"	"-3.967"
"GO:0048010"	"vascular endothelial growth factor receptor signaling pathway"	"3.935"	"-3.935"
"GO:0014066"	"regulation of phosphatidylinositol 3-kinase signaling"	"3.925"	"-3.925"
"GO:0048511"	"rhythmic process"	"3.924"	"-3.924"
"GO:0030534"	"adult behavior"	"3.909"	"-3.909"
"GO:0043401"	"steroid hormone mediated signaling pathway"	"3.898"	"-3.898"
"GO:0018279"	"protein N-linked glycosylation via asparagine"	"3.892"	"-3.892"
