userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000115657	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	https://www.ncbi.nlm.nih.gov/gene/?term=10058
ENSG00000118777	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	https://www.ncbi.nlm.nih.gov/gene/?term=9429
ENSG00000102575	ACP5	acid phosphatase 5, tartrate resistant	54	https://www.ncbi.nlm.nih.gov/gene/?term=54
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	23305	https://www.ncbi.nlm.nih.gov/gene/?term=23305
ENSG00000087274	ADD1	adducin 1	118	https://www.ncbi.nlm.nih.gov/gene/?term=118
ENSG00000075340	ADD2	adducin 2	119	https://www.ncbi.nlm.nih.gov/gene/?term=119
ENSG00000159346	ADIPOR1	adiponectin receptor 1	51094	https://www.ncbi.nlm.nih.gov/gene/?term=51094
ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895	https://www.ncbi.nlm.nih.gov/gene/?term=56895
ENSG00000169877	AHSP	alpha hemoglobin stabilizing protein	51327	https://www.ncbi.nlm.nih.gov/gene/?term=51327
ENSG00000148218	ALAD	aminolevulinate dehydratase	210	https://www.ncbi.nlm.nih.gov/gene/?term=210
ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2	212	https://www.ncbi.nlm.nih.gov/gene/?term=212
ENSG00000144908	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840	https://www.ncbi.nlm.nih.gov/gene/?term=10840
ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1	4329	https://www.ncbi.nlm.nih.gov/gene/?term=4329
ENSG00000029534	ANK1	ankyrin 1	286	https://www.ncbi.nlm.nih.gov/gene/?term=286
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group)	360	https://www.ncbi.nlm.nih.gov/gene/?term=360
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	23365	https://www.ncbi.nlm.nih.gov/gene/?term=23365
ENSG00000102931	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	23568	https://www.ncbi.nlm.nih.gov/gene/?term=23568
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440	https://www.ncbi.nlm.nih.gov/gene/?term=440
ENSG00000101844	ATG4A	autophagy related 4A cysteine peptidase	115201	https://www.ncbi.nlm.nih.gov/gene/?term=115201
ENSG00000033627	ATP6V0A1	ATPase H+ transporting V0 subunit a1	535	https://www.ncbi.nlm.nih.gov/gene/?term=535
ENSG00000156273	BACH1	BTB domain and CNC homolog 1	571	https://www.ncbi.nlm.nih.gov/gene/?term=571
ENSG00000187244	BCAM	basal cell adhesion molecule (Lutheran blood group)	4059	https://www.ncbi.nlm.nih.gov/gene/?term=4059
ENSG00000106605	BLVRA	biliverdin reductase A	644	https://www.ncbi.nlm.nih.gov/gene/?term=644
ENSG00000090013	BLVRB	biliverdin reductase B	645	https://www.ncbi.nlm.nih.gov/gene/?term=645
ENSG00000138756	BMP2K	BMP2 inducible kinase	55589	https://www.ncbi.nlm.nih.gov/gene/?term=55589
ENSG00000104765	BNIP3L	BCL2 interacting protein 3 like	665	https://www.ncbi.nlm.nih.gov/gene/?term=665
ENSG00000172331	BPGM	bisphosphoglycerate mutase	669	https://www.ncbi.nlm.nih.gov/gene/?term=669
ENSG00000172270	BSG	basigin (Ok blood group)	682	https://www.ncbi.nlm.nih.gov/gene/?term=682
ENSG00000159388	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
ENSG00000166167	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	8945	https://www.ncbi.nlm.nih.gov/gene/?term=8945
ENSG00000125730	C3	complement C3	718	https://www.ncbi.nlm.nih.gov/gene/?term=718
ENSG00000133742	CA1	carbonic anhydrase 1	759	https://www.ncbi.nlm.nih.gov/gene/?term=759
ENSG00000104267	CA2	carbonic anhydrase 2	760	https://www.ncbi.nlm.nih.gov/gene/?term=760
ENSG00000153113	CAST	calpastatin	831	https://www.ncbi.nlm.nih.gov/gene/?term=831
ENSG00000121691	CAT	catalase	847	https://www.ncbi.nlm.nih.gov/gene/?term=847
ENSG00000024862	CCDC28A	coiled-coil domain containing 28A	25901	https://www.ncbi.nlm.nih.gov/gene/?term=25901
ENSG00000112576	CCND3	cyclin D3	896	https://www.ncbi.nlm.nih.gov/gene/?term=896
ENSG00000004897	CDC27	cell division cycle 27	996	https://www.ncbi.nlm.nih.gov/gene/?term=996
ENSG00000140743	CDR2	cerebellar degeneration related protein 2	1039	https://www.ncbi.nlm.nih.gov/gene/?term=1039
ENSG00000138433	CIR1	corepressor interacting with RBPJ, 1	9541	https://www.ncbi.nlm.nih.gov/gene/?term=9541
ENSG00000109572	CLCN3	chloride voltage-gated channel 3	1182	https://www.ncbi.nlm.nih.gov/gene/?term=1182
ENSG00000155962	CLIC2	chloride intracellular channel 2	1193	https://www.ncbi.nlm.nih.gov/gene/?term=1193
ENSG00000080819	CPOX	coproporphyrinogen oxidase	1371	https://www.ncbi.nlm.nih.gov/gene/?term=1371
ENSG00000215908	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	84809	https://www.ncbi.nlm.nih.gov/gene/?term=84809
ENSG00000040531	CTNS	cystinosin, lysosomal cystine transporter	1497	https://www.ncbi.nlm.nih.gov/gene/?term=1497
ENSG00000164733	CTSB	cathepsin B	1508	https://www.ncbi.nlm.nih.gov/gene/?term=1508
ENSG00000196188	CTSE	cathepsin E	1510	https://www.ncbi.nlm.nih.gov/gene/?term=1510
ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1	23002	https://www.ncbi.nlm.nih.gov/gene/?term=23002
ENSG00000122741	DCAF10	DDB1 and CUL4 associated factor 10	79269	https://www.ncbi.nlm.nih.gov/gene/?term=79269
ENSG00000100897	DCAF11	DDB1 and CUL4 associated factor 11	80344	https://www.ncbi.nlm.nih.gov/gene/?term=80344
ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1	54165	https://www.ncbi.nlm.nih.gov/gene/?term=54165
